,Unnamed: 0,purchase,HURRICANE,HOLIDAYS,NEWYEARSDAY,DAYAFTERNEWYEARS,BIRTHDAYOFMARTINLUTHERKINGJR,VALENTINESDAY,WASHINGTONSBIRTHDAY,EASTER,MEMORIALDAY,INDEPENDENCEDAY,LABORDAY,COLUMBUSDAY,VETERANSDAY,THANKSGIVING,CHRISTMASDAY,DAYAFTERCHRISTMAS,NEWYEARSEVE,FIRST_OF_MONTH,FIFTEENTH_OF_MONTH,MON,TUE,WED,THU,FRI,SAT,SUN,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC ,devils_vader_pe,giants_vader_pe,knicks_vader_pe,mets_vader_pe,yankees_vader_pe,devils_pysent_pe,giants_pysent_pe,knicks_pysent_pe,mets_pysent_pe,yankees_pysent_pe,devils_mean_no_neg_pysent,giants_mean_no_neg_pysent,knicks_mean_no_neg_pysent,mets_mean_no_neg_pysent,yankees_mean_no_neg_pysent,devils_mean_roberta,giants_mean_roberta,knicks_mean_roberta,mets_mean_roberta,yankees_mean_roberta,devils_mean_distilbert,giants_mean_distilbert,knicks_mean_distilbert,mets_mean_distilbert,yankees_mean_distilbert,devils_mean_no_neg_pysent.1,giants_mean_no_neg_pysent.1,knicks_mean_no_neg_pysent.1,mets_mean_no_neg_pysent.1,yankees_mean_no_neg_pysent.1,log_purchase,sum_vader,sum_pysent,sum_roberta,sum_distilbert,sum_no_neg_pysent,next_day_purchase,next_day_log_purchase,sum_pe,knicks_pe,mets_pe,yankees_pe,giants_pe,devils_pe,norm_sum_vader,norm_sum_pysent,norm_sum_roberta,norm_sum_distilbert,norm_sum_no_neg_pysent
24,2012-01-25,0.7221811920436043,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1300010249141492,0.075589569694427,0.0656487666681863,-0.0094147701343656,-0.038245288564087,-0.2175419278252957,-0.0025680125812528,0.2256799491390466,0.05492275333424,0.0127091349334169,-0.0805196387468502,-0.0258072765766112,0.1519056269847453,-0.0037945694076335,0.0564541720535398,0.1866571134765399,0.2710801989457865,0.2277340965539023,0.2035886146195099,0.1858665434787087,0.0088466143780532,0.0026847784738401,0.004998207341274,0.0120878105419011,0.0123078264378,-0.0805196387468502,-0.0258072765766112,0.1519056269847453,-0.0037945694076335,0.0564541720535398,-0.3254792130649827,-0.0364227472499885,0.2696785256145354,1.0749265670744474,0.0409252371728683,0.1964766286143804,0.6814932248155335,-0.3834689694715874,-0.391579595,-0.391579595,0.0,0.0,0.0,0.0,-0.1381591389924305,0.4563344937566698,0.4966365718076463,-0.4611422365150278,0.5264661748599536
26,2012-01-27,0.7686393393703763,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1122274745814438,0.0420796979048935,0.0474103722502005,0.0418211262111238,0.0374099064506796,0.090343910919185,-0.0394746119893318,0.0784817713569742,0.0641501145583746,0.0420292385518579,0.0909653769207032,-0.0243990430991777,-0.0672875960782125,-0.0156620913731769,-0.0294568035932716,0.1225120243383571,0.2582424496877277,0.192668801127765,0.2043967916203352,0.2002925812313333,0.0026306250896595,0.009422196136187,0.0101702311135862,0.0073391476367961,0.0061093115535185,0.0909653769207032,-0.0243990430991777,-0.0672875960782125,-0.0156620913731769,-0.0294568035932716,-0.2631334190095327,0.2809485773983412,0.1438501089507889,0.9781126480055184,0.0356715115297473,-0.091680314446271,0.6031070642212641,-0.5056605454098051,-0.352421636,-0.352421636,0.0,0.0,0.0,0.0,1.3533542802341338,0.2620025873590437,-0.5654868564282957,-0.6780556609479225,-0.1967270082299847
27,2012-01-28,0.6031070642212641,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0090662728767005,0.0292175461542323,-0.0797369010733449,-0.0513244712584733,-0.0666280216943883,0.1749716649650534,0.0041243680106193,-0.0033304937873939,-0.0909835723868403,-0.0778590577490601,0.0309111444169674,-0.0190754889029147,0.0155839876403862,-0.0822836027496509,-0.0103225081597505,0.1415860249102115,0.208974907565444,0.1536728420760482,0.2503163329516114,0.2084978242874058,0.0064649687055497,0.0039932265693398,0.0071317866183091,0.0289609586860354,0.0154423985844686,0.0309111444169674,-0.0190754889029147,0.0155839876403862,-0.0822836027496509,-0.0103225081597505,-0.5056605454098051,-0.1775381207486747,-0.1234500264575465,0.9630479317907208,0.0619933391637026,-0.130372935509925,0.4616060849629472,-0.7730433815463915,-0.317179472,-0.317179472,0.0,0.0,0.0,0.0,-0.8013427881947683,-0.1508210519390558,-0.7307584225971047,0.4087079344996966,-0.2938346451028086
33,2012-02-03,0.9150724266642613,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1330533673866268,0.0223727496136428,0.00185112283884,-0.0673712737419717,-0.0224036818626094,0.1360640118740324,0.1145772388455191,-0.0063599482078788,-0.067414579499462,0.0267731097877921,0.0956851407724754,0.0863066693428874,0.0466720665707875,0.0004989741955426,-0.0117900752562666,0.1839003558288272,0.2696868727863248,0.1925694827950792,0.2216421104892195,0.2117222431756709,0.0059503212190001,0.0021603996475562,0.0056650683535886,0.0105515311437358,0.0080077229530557,0.0956851407724754,0.0863066693428874,0.0466720665707875,0.0004989741955426,-0.0117900752562666,-0.0887520620148644,0.0675022842345285,0.6383853840508553,1.0795210650751217,0.0323350433169364,0.4347455512508526,0.741236285454617,-0.2994358307575641,-0.321223835,-0.321223835,0.0,0.0,0.0,0.0,0.3502453481629785,1.025772690640966,0.5470417616236367,-0.8158102364080839,1.1244544057269494
39,2012-02-09,0.5079727127886783,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0107458523653873,0.0394386246706006,0.0547030320638154,0.0167830268082279,-0.0452632565297725,-0.0016717618437795,-0.035342212671329,0.1422552763606841,-0.0697324129577101,-0.0434675868817091,-0.0096561078594211,-0.0583290309809438,0.0418710002485918,0.0157356164824816,-0.067771968442013,0.1714113352942572,0.2659855362637734,0.2155006440865544,0.2623217950327013,0.2279484422071254,0.0114908393215495,0.0074318974749551,0.0129786237497076,0.0126477713391652,0.002763884842061,-0.0096561078594211,-0.0583290309809438,0.0418710002485918,0.0157356164824816,-0.067771968442013,-0.6773275478292733,0.054915574647484,-0.1642596790964525,1.1431677528844115,0.0473130167274384,-0.1563009811026089,0.6768891540703901,-0.3902477505381951,-0.672479235,0.0,0.0,0.0,0.0,-0.672479235,0.2910930404559527,-0.2138482901974585,1.2452950593104697,-0.1974065122260327,-0.3589067742846047
41,2012-02-11,0.6985816054719183,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1085505789538307,0.0246146357533674,0.0527824597313456,0.0718948200737011,-0.0115731113742129,-0.0693390977399926,0.0026029298544855,0.0810698978714749,0.1240388346804277,-0.0466357333945096,-0.0374773527931363,-0.0007383536314838,-0.0014191448728643,-0.0062770143955827,-0.0268960166807251,0.1635180239206378,0.2834674246765991,0.2657215320938103,0.2537743035671783,0.200922591771667,0.004176960215782,0.009721250420086,0.011103844285832,0.0110380247613647,0.0132141596373967,-0.0374773527931363,-0.0007383536314838,-0.0014191448728643,-0.0062770143955827,-0.0268960166807251,-0.358703277514437,0.0291682252303705,-0.0538789334756985,1.1674038760298924,0.0492542393204614,-0.1456157647475844,0.5205581077773473,-0.652853758777143,-0.138810774,0.466420538,0.0,0.0,0.0,-0.605231312,0.1700911912570909,-0.0433740738414257,1.5111840394280789,-0.1172582005625841,-0.3320898753207355
47,2012-02-17,0.8487082385960626,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0942870475650142,0.0128643348257524,0.0709879241702667,0.0792582026636316,-0.0135520996128132,0.049272379986317,-0.001300561973982,0.0814358198387736,0.0525474180641164,-0.020567641219677,0.0830694025794995,-0.0223381312807753,0.0701453076402146,0.0782072024755571,0.0698723191756976,0.1697177603332833,0.2741439170517301,0.2416507470687585,0.2115399743378836,0.2025617065150385,0.0103877962363184,0.0088135944881037,0.003458348190179,0.005958801010596,0.0075259942128431,0.0830694025794995,-0.0223381312807753,0.0701453076402146,0.0782072024755571,0.0698723191756976,-0.1640398047411876,0.2438454096118516,0.7192996158759348,1.099614105306694,0.0361445341380402,0.557912201180387,0.6513028507555996,-0.4287805364155624,-0.250216791,-0.659979428,0.0,0.0,0.0,0.409762637,1.178984800853208,1.1507382377104112,0.7674779238994941,-0.6585257195751104,1.433568184721738
50,2012-02-20,0.6001601528828332,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0959305078784232,-0.0527855339694849,0.0344349071536654,0.0023823628523954,-0.023762338832749,0.044540836646794,-0.0251763518016293,0.1094260248619454,0.0279285377267949,-0.016760733536407,0.0666315505781862,-0.0396928705481211,0.0316995475077458,0.0093275633471842,0.0441180802670175,0.2253093829806517,0.249546665047768,0.211256641425629,0.2381072333638308,0.215409751350865,0.0097420428559269,0.020465315348409,0.0192383197644717,0.0192247499244102,0.0138535347889146,0.0666315505781862,-0.0396928705481211,0.0316995475077458,0.0093275633471842,0.0441180802670175,-0.5105587379118001,0.05619990508225,0.3641260562015233,1.1396296741687446,0.0825239626821324,0.2241677423040252,0.6949289601943536,-0.3639456541894027,-0.634583337,-0.634583337,0.0,0.0,0.0,0.0,0.2971288601075774,0.6022011362859613,1.2064796045598207,1.256366939867838,0.5959631109386533
53,2012-02-23,0.7754031027976749,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0549513850294583,-0.0117597352675138,-0.0256787514018413,-0.05225623407367,0.005790562416378,-0.1804612298892106,0.005039242682717,0.0626557300096174,-0.0518836561414828,0.061392446125155,-0.1618678086658043,-0.034279892285452,-0.0344476606397254,-0.0279237458657813,0.0290089796431975,0.2503378583394267,0.2110901016441611,0.1652389293024554,0.295794380774023,0.2240263746850117,0.0044919952666127,0.0029339469481243,0.0057371898970182,0.0252406337248612,0.0090935956227874,-0.1618678086658043,-0.034279892285452,-0.0344476606397254,-0.0279237458657813,0.0290089796431975,-0.2543722522087247,-0.1388555433561054,-0.562277722840335,1.1464876447450778,0.0474973614594038,-0.459020255627131,0.7777355763035539,-0.2513686887912687,-0.614012503,-0.614012503,0.0,0.0,0.0,0.0,-0.6195507396055705,-0.8285552639655526,1.2817168358311857,-0.189795371141965,-1.1186473288614438
54,2012-02-24,0.7777355763035539,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0284152094121848,-0.0924811803715144,-0.0664444487261759,-0.046437110666303,0.0994480921659205,0.1221881028685379,-0.0496579016565391,-0.127772371121459,-0.0108450405514147,0.2405440069549072,0.0285811556469266,-0.0723651943125672,-0.0461071407507314,0.0012712184331547,0.1435112449867065,0.2291526112972421,0.2384555946631037,0.1925636943120055,0.2140095905965427,0.2134467621953986,0.0423950864787911,0.0102898507228919,0.0130151356014199,0.0230241126557302,0.0078580637988978,0.0285811556469266,-0.0723651943125672,-0.0461071407507314,0.0012712184331547,0.1435112449867065,-0.2513686887912687,-0.0774994381858879,0.2842393645010106,1.087628253064293,0.0965822492577309,0.1097825680069783,0.6220171338874038,-0.4747876401795826,-0.701283037,0.0,0.0,0.0,0.0,-0.701283037,-0.3312025269425041,0.4788225425979668,0.6359838722542459,1.8367990541265635,0.3088883751382834
56,2012-02-26,0.4930475403399074,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.0801312596164557,0.0403539640611378,0.0663874382038262,-0.0088644346397054,0.0475191965462529,-0.1429191222701649,0.0389156251010835,0.0623437427871026,0.0255878302430227,0.0770600325672097,0.0141530563698737,0.028813975205908,0.0159179347708908,-0.000722557273127,0.0180812833381415,0.2224743495272396,0.1905105084718072,0.2610392783519248,0.2178566553557175,0.205809320648162,0.0181660107697766,0.0028034050219256,0.0027276265234472,0.0109022222832208,0.008317230343664,0.0141530563698737,0.028813975205908,0.0159179347708908,-0.000722557273127,0.0180812833381415,-0.7071496788788376,0.0652649045550557,0.2134754932516276,1.097690112354851,0.0429164949420342,0.1524873848233739,0.6835653234713568,-0.3804330553711572,-0.631154734,0.0,0.0,0.0,0.0,-0.631154734,0.3397305928695186,0.3695334140482719,0.7463702359805886,-0.3789280953552389,0.4160654990995875
57,2012-02-27,0.6835653234713568,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0282801430739624,-0.0506256090361179,0.0043345245157526,-0.0417928661757349,0.0012200704522337,0.0282264555414299,-0.0912277962466375,-0.0182097153282733,-0.0084631691075758,-0.0331641207832412,-0.0526397120358563,-0.0355209992071407,-0.0695313487377812,0.0572605624334122,-0.0636233770845497,0.170449111877063,0.245655652659143,0.2608418349233089,0.200562011427246,0.2130069707842506,0.01177053714827,0.0047288190557387,0.053787381669143,0.004485740639211,0.0061442222897606,-0.0526397120358563,-0.0355209992071407,-0.0695313487377812,0.0572605624334122,-0.0636233770845497,-0.3804330553711572,-0.1151440233178289,-0.4509480951881293,1.0905155816710117,0.0809167008021233,-0.3281097492638314,0.6969347259324989,-0.3610635226321597,-0.56803926,0.0,0.0,0.0,0.0,-0.56803926,-0.5081164429924876,-0.6566155753496947,0.6676600959595219,1.1900070455688834,-0.790098640111427
60,2012-03-01,0.68676067670482,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0104421865382422,-0.0531244711822997,0.0844778090285493,0.0343926360109158,-0.0700570793642226,0.0499457656397424,0.0152622196585292,0.2436031138278514,0.1207777130729043,-0.1385753525525205,-0.0539380345535854,-0.0145732708065653,0.2170695814300952,0.0625114903611359,-0.081816230068143,0.1212256649276241,0.2271657545022877,0.2453299755903167,0.2174673932399741,0.2369516873492358,0.0065100231120595,0.0092793807383507,0.0052251592387986,0.012383327214954,0.0056141071881069,-0.0539380345535854,-0.0145732708065653,0.2170695814300952,0.0625114903611359,-0.081816230068143,-0.3757694074150872,0.0061310810311849,0.5495205323723816,1.0481404756094383,0.0390119974922697,0.2585070727258748,0.8678133586915244,-0.1417786119918146,-0.511235334,0.0,0.0,0.0,0.0,-0.511235334,0.0618261810145424,0.8885280483232527,0.2027724707624114,-0.5401352024729945,0.6821452081290981
