,Unnamed: 0,purchase,HURRICANE,HOLIDAYS,NEWYEARSDAY,DAYAFTERNEWYEARS,BIRTHDAYOFMARTINLUTHERKINGJR,VALENTINESDAY,WASHINGTONSBIRTHDAY,EASTER,MEMORIALDAY,INDEPENDENCEDAY,LABORDAY,COLUMBUSDAY,VETERANSDAY,THANKSGIVING,CHRISTMASDAY,DAYAFTERCHRISTMAS,NEWYEARSEVE,FIRST_OF_MONTH,FIFTEENTH_OF_MONTH,MON,TUE,WED,THU,FRI,SAT,SUN,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC ,devils_vader_pe,giants_vader_pe,knicks_vader_pe,mets_vader_pe,yankees_vader_pe,devils_pysent_pe,giants_pysent_pe,knicks_pysent_pe,mets_pysent_pe,yankees_pysent_pe,devils_mean_no_neg_pysent,giants_mean_no_neg_pysent,knicks_mean_no_neg_pysent,mets_mean_no_neg_pysent,yankees_mean_no_neg_pysent,devils_mean_roberta,giants_mean_roberta,knicks_mean_roberta,mets_mean_roberta,yankees_mean_roberta,devils_mean_distilbert,giants_mean_distilbert,knicks_mean_distilbert,mets_mean_distilbert,yankees_mean_distilbert,devils_mean_no_neg_pysent.1,giants_mean_no_neg_pysent.1,knicks_mean_no_neg_pysent.1,mets_mean_no_neg_pysent.1,yankees_mean_no_neg_pysent.1,log_purchase,sum_vader,sum_pysent,sum_roberta,sum_distilbert,sum_no_neg_pysent,next_day_purchase,next_day_log_purchase,sum_pe,knicks_pe,mets_pe,yankees_pe,giants_pe,devils_pe,norm_sum_vader,norm_sum_pysent,norm_sum_roberta,norm_sum_distilbert,norm_sum_no_neg_pysent
36,2012-02-06,0.6715673686378336,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1708140514129451,0.0494671121224375,0.0411599072011979,0.0887401497575703,0.0686949527575074,0.1144446285305923,0.0585165563227254,-0.0129233672536377,0.0928817473402837,0.1169251240139197,0.0231177266751897,0.0785575808493996,-0.0049365085193587,0.0565359014716074,0.0620279989439173,0.212268427952232,0.2235830616949107,0.1361983584167508,0.2287698575361178,0.2249208179871655,0.0038079708776908,0.0053744038135239,0.0045775023190562,0.0112159672222332,0.0066445824181433,0.0231177266751897,0.0785575808493996,-0.0049365085193587,0.0565359014716074,0.0620279989439173,-0.3981409424549427,0.4188761732516581,0.800450087795394,1.0257405235871768,0.0316204266506474,0.4306053988415106,0.7031882880878985,-0.3521305879149732,0.639808693,0.639808693,0.0,0.0,0.0,0.0,2.001556698410489,1.2760686386747522,-0.0429722946908501,-0.8453150028864264,1.1140637832849307
37,2012-02-07,0.7031882880878985,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0586665712557359,0.0602893851690258,0.0984120017291634,-0.0278302316658094,0.0539376291989283,0.0475609579137092,-0.0347207602480404,0.2142523534973429,0.0108737383941266,0.0492878659620316,-0.0534999811370937,0.0655741961690618,0.0678520354207412,-0.005647015544935,0.0220161390817267,0.1824889703856009,0.2609714416120447,0.3054898549050379,0.2076785658748268,0.219227841484826,0.0130062120132597,0.0027018453204752,0.0151711531937903,0.0242350895427463,0.0026886025141356,-0.0534999811370937,0.0655741961690618,0.0678520354207412,-0.005647015544935,0.0220161390817267,-0.3521305879149732,0.1261422131755722,0.4798449034981717,1.1758566742623362,0.0578029025844071,0.192590747979002,0.7190771105733929,-0.3297866800389058,0.363911961,0.0,0.0,0.0,0.0,0.363911961,0.6258286605966814,0.7809196229167533,1.603917761223164,0.2356951032198619,0.5167137033214997
38,2012-02-08,0.7190771105733929,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0180149379078052,0.083020250272079,0.0927710127176347,-0.0155184334765742,-0.0038287719119192,0.0486588917344702,-0.0736236990943431,0.0746694607375638,0.0089329498197401,0.024936075624733,0.1019674822909087,-0.0092290280060419,-0.0627735502746705,-0.0210724165201621,-0.0477998876360129,0.2015544349531264,0.2766174179892234,0.2181034047549188,0.239858299431447,0.2222299741524922,0.0027993819478901,0.0210698803501218,0.0038341996602384,0.0150320891070953,0.0034191063856799,0.1019674822909087,-0.0092290280060419,-0.0627735502746705,-0.0210724165201621,-0.0477998876360129,-0.3297866800389058,0.1744589955090255,0.0057588785302065,1.1583635312812075,0.0461546574510255,-0.0778148002919574,0.5079727127886783,-0.6773275478292733,0.575827824,0.575827824,0.0,0.0,0.0,0.0,0.8528974712526156,0.0487317477828077,1.4120044787899917,-0.2452323208879906,-0.1619284529360175
40,2012-02-10,0.6768891540703901,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1199632269278436,0.0915460799495283,-0.0013227744515177,0.0077037191022794,0.0349683706307423,-0.17234278326423,0.0399933837455981,-0.0008310070648759,-0.0464732891386276,-0.0643252496475773,-0.0429733922794764,0.031650054811783,-0.0779304310888631,0.0002255231828913,-0.0775282862643305,0.2144298595727313,0.2725710878222169,0.2201299090848315,0.2183305201168644,0.1902923237289016,0.007730394613595,0.0039190413384619,0.0078756746550989,0.0250513185311872,0.0174883195628609,-0.0429733922794764,0.031650054811783,-0.0779304310888631,0.0002255231828913,-0.0775282862643305,-0.3902477505381951,0.0129321683031887,-0.5770920086457041,1.1157537003255458,0.0620647487012039,-0.3331130632759914,0.6985816054719183,-0.358703277514437,0.518245042,0.518245042,0.0,0.0,0.0,0.0,0.0937884666519254,-0.8514347412633555,0.9445417403075236,0.4116562588639233,-0.8026555563113982
44,2012-02-14,0.6976866216893212,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0055719151154956,-0.0362589283304908,0.1098552112018999,0.0155802157913207,-0.0270270545369789,0.0792983158733214,-0.0461066379648546,0.0386264639940293,-0.0264227947077909,-0.0542077822798316,0.007200896919459,0.0409970338108246,-0.0707568357703976,-0.0056530574754987,0.0068411030749156,0.1523591244201126,0.2193719840970193,0.2189464392761389,0.2505079569283407,0.1941418060365128,0.0038760419325594,0.0164318188789582,0.0060354792980231,0.0350258097512414,0.0111404347755274,0.007200896919459,0.0409970338108246,-0.0707568357703976,-0.0056530574754987,0.0068411030749156,-0.3599852430963473,0.0565775290102553,-0.0515541539665205,1.0353273107581242,0.0725095846363095,-0.0427417188813941,0.723249138659833,-0.3240015260566632,0.875070303,0.419778484,0.0,0.0,0.0,0.455291819,0.2989035357392366,-0.0397836381834775,0.0622021611487634,0.8428978737148961,-0.0739048463670826
45,2012-02-15,0.723249138659833,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0294116187671331,-0.0019425354974417,-0.0106865876960677,-0.0095577329234897,-0.0195475927381033,0.1532288305788176,0.0354359173380268,0.0330771889681738,0.073040609061327,-0.0007081896926652,0.1657019505849726,-0.0480653054243698,0.0033643732123338,0.0574225742923235,0.0145188621928056,0.2088520562216272,0.283630206012167,0.2522311700409045,0.2365932497374325,0.2123743423650739,0.0133596854170121,0.0115116616316663,0.0228573128092829,0.0213869251593819,0.0081629317390615,0.1657019505849726,-0.0480653054243698,0.0033643732123338,0.0574225742923235,0.0145188621928056,-0.3240015260566632,-0.0123228300879693,0.6799592659698115,1.1936810243772051,0.0772785167564047,0.3858849097161314,0.7926324737266582,-0.2323956279237161,0.377800635,0.377800635,0.0,0.0,0.0,0.0,-0.0248995372019088,1.0899802197816255,1.7994646415906803,1.0397953646244786,1.0018278866363648
49,2012-02-19,0.5196446792715309,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0098777842701611,0.0333834658853852,0.0377398054939007,0.0164221037356519,0.0411677359634753,0.0302321249232251,-0.0422137832126815,0.1611592042650284,0.1906882829468728,0.1027753386930816,0.0269442477999388,0.0110796865846509,0.1491118246391007,0.043625519083212,0.0662174969097711,0.174574471078813,0.223101998908953,0.2293962625378614,0.2217168175535542,0.1722819797257531,0.0058591412083326,0.014271160873661,0.0070998634714205,0.0148902598846636,0.0029892739338329,0.0269442477999388,0.0110796865846509,0.1491118246391007,0.043625519083212,0.0662174969097711,-0.654610010061935,0.1385908953485742,1.0365987176488731,1.0210715298049349,0.0451096993719106,0.5939575500333469,0.6001601528828332,-0.5105587379118001,0.774804889,0.406018515,0.0,0.0,0.0,0.368786374,0.6843322967814974,1.6407812739394072,-0.0941947607380786,-0.2883760727179733,1.5240319101335966
51,2012-02-21,0.6949289601943536,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0292498156366918,0.0187617293894873,-0.2206679283080315,-0.0177672000660099,-0.0677456412094542,-0.0260412549199247,-0.0100337929747854,-0.2465428074221815,0.0708647411551547,-0.0034834351739562,-0.0880922443504164,-0.0188492093207891,-0.0134471552296266,-0.0607275218829077,0.0363911254761963,0.2144851257241415,0.2344399495263591,0.1904957155499902,0.1639436896459665,0.1952358781877753,0.0154985219226959,0.0022827415916586,0.0118246632510045,0.0161844923001626,0.0103209659083879,-0.0880922443504164,-0.0188492093207891,-0.0134471552296266,-0.0607275218829077,0.0363911254761963,-0.3639456541894027,-0.3166688558307001,-0.50468655995078,0.9986003586342328,0.0561113849739095,-0.289450010615087,0.6988518255330014,-0.3583165398588812,0.331907736,0.0,0.0,0.0,0.0,0.331907736,-1.4551994610735763,-0.7396103278952573,-0.3407208552277543,0.1658564968088107,-0.6930735288860977
52,2012-02-22,0.6988518255330014,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0533907620896086,-0.0589155212324429,0.0432757233933958,-0.0645924598573887,-0.0161416354641434,-0.0351729522621667,-0.0804350675786691,-0.0497705290873625,-0.0615164052336859,-0.011470039983291,0.0198413684200146,-0.054065894656452,-0.0875979077293956,-0.1060948527972592,0.0416270525457972,0.25746870924948,0.2552355643697357,0.2108905076570177,0.2158453392792102,0.1894282424422973,0.0132453326191009,0.0113883416385813,0.0281190454044331,0.0054176301875688,0.0047792646218283,0.0198413684200146,-0.054065894656452,-0.0875979077293956,-0.1060948527972592,0.0416270525457972,-0.3583165398588812,-0.0429831310709706,-0.6109454625797652,1.128868362997741,0.0629496144715124,-0.37258046843459,0.7754031027976749,-0.2543722522087247,0.428874997,0.428874997,0.0,0.0,0.0,0.0,-0.1689902183759067,-0.9037186880504392,1.088419713759177,0.4481901925786349,-0.9017076841615314
59,2012-02-29,0.7022263425231657,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0092298937453874,-0.0493714728168478,0.0328487300092747,0.0156878451489237,-0.0426111602092702,0.0070312853723867,-0.0147185746241056,-0.0203196153999427,0.0452233315843094,-0.0721204767700774,-0.0021825493152006,-0.0358816057252651,-0.0485420067630148,0.0527072776966266,-0.0206604077998681,0.2079588443774617,0.2643403749839452,0.1778819341222212,0.2007145486024092,0.2012385791612218,0.0030304011478702,0.0036355507560839,0.0026915735616057,0.0090868330451484,0.0094682025478481,-0.0021825493152006,-0.0358816057252651,-0.0485420067630148,0.0527072776966266,-0.0206604077998681,-0.3534995016775007,-0.052675951613307,-0.1640226336508736,1.0521342812472592,0.0279125610585563,-0.109118583813444,0.68676067670482,-0.3757694074150872,0.447388747,0.447388747,0.0,0.0,0.0,0.0,-0.2145424494259835,-0.2134821925021713,0.246587601650049,-0.998403663686684,-0.2404921779922527
61,2012-03-02,0.8678133586915244,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0049395063459564,0.0685918874147584,0.063746492772159,0.0007076437666081,-0.0309329162075366,0.0141526894648245,0.1201471721601087,-0.001284860412548,0.0921757645150633,0.0420694659889812,0.102515103463781,0.0656667944706599,-0.0509952123647774,-0.0299072980152286,-0.0246858563158018,0.1943936185773987,0.2422714716061342,0.3741982372105121,0.2016211950030627,0.237247890743148,0.0095551418479328,0.0110406457968827,0.0065618055080994,0.0075163559638748,0.0035632481809018,0.102515103463781,0.0656667944706599,-0.0509952123647774,-0.0299072980152286,-0.0246858563158018,-0.1417786119918146,0.1070526140919453,0.3924472941936959,1.2497324131402556,0.0382371972976915,0.1251870624772662,0.7037819605600721,-0.3512866859092596,0.539888199,0.0,0.0,0.0,0.0,0.539888199,0.5361154729530464,0.6459410188696186,2.4143916455064125,-0.5721247989752944,0.3475493397901535
67,2012-03-08,0.7993328131397736,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0859896143220506,0.0670709853953773,-0.1868601258859188,-0.0935576339065102,-0.0784122782222265,0.0153962079500091,0.0381823744225364,-0.3138671967125763,-0.0635661216656404,-0.0548816017510573,-0.0977606011972633,0.0579658220504134,-0.0256838022451409,0.0058992425537866,0.0459880690294839,0.1794127935929031,0.2112685671722667,0.1640506839564656,0.1911888063780735,0.1719110507316812,0.0035221868742594,0.0044790210900679,0.0032153927881253,0.0102007440313617,0.0246824686485766,-0.0977606011972633,0.0579658220504134,-0.0256838022451409,0.0058992425537866,0.0459880690294839,-0.2239778828472688,-0.3777486669413288,-0.4059188773741692,0.91783190183139,0.0460998134323909,-0.0271825396174406,0.5192865487639301,-0.6552994310979414,0.483578497,0.0,0.0,0.0,0.0,0.483578497,-1.742249206403509,-0.5870715568092307,-1.2268131760198115,-0.247496695676436,-0.0348556662270879
69,2012-03-10,0.7152205501707025,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0281458708015683,-0.1041682378703535,-0.0856145901955843,-0.0482182635508533,0.0063651295600513,0.1469985970598806,-0.0976275377475553,-0.144951077577884,0.0266051086785577,-0.030506848095195,-0.0011906894470944,-0.0251345399965312,-0.0246796969065657,-0.0749796260544932,-0.0328671609017779,0.2325368294229683,0.2500598835959784,0.177687458930854,0.1396597959351492,0.1965506676182001,0.0081647113450647,0.0035038958630493,0.0145880657869383,0.0064661765732307,0.0094729136079917,-0.0011906894470944,-0.0251345399965312,-0.0246796969065657,-0.0749796260544932,-0.0328671609017779,-0.3351643220754761,-0.2597818328583081,-0.4171851842951207,0.99649463550315,0.0421957631762747,-0.3177034266129248,0.6040062324949346,-0.5041707624003368,0.435220648,0.0,0.0,0.0,0.0,0.435220648,-1.187854078697932,-0.604471465033937,-0.3638222635005557,-0.4086853392671202,-0.7639816861965388
73,2012-03-14,0.7836998224329225,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1224781496693071,0.0501333023400934,-0.0135130756480061,-0.108472916542348,-0.0378825048378726,-0.3449274503127942,0.0134990628290964,-0.092276024603392,-0.1586099496101773,-0.0574674819589114,-0.1367751039706554,0.0043429295067128,-0.0323865790892982,-0.0593062440193838,-0.0613814497879547,0.1776896617107559,0.2166427371369656,0.2072374496896447,0.1882046629843534,0.223799977121227,0.0042098403216368,0.0163586667833368,0.0109981609063224,0.0279598086003169,0.0094289879460415,-0.1367751039706554,0.0043429295067128,-0.0323865790892982,-0.0593062440193838,-0.0613814497879547,-0.2437292114986628,-0.2322133443574404,-1.2107947383773372,1.0135744886429467,0.0689554645576543,-0.5710128947211586,0.7635039495099124,-0.2698369814358308,0.682543651,0.682543651,0.0,0.0,0.0,0.0,-1.05829363213774,-1.830137826173184,-0.1764430896682117,0.6961569874418941,-1.3997174717106655
74,2012-03-15,0.7635039495099124,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0118664575054158,0.027538967055579,0.0476617013045495,-0.0313600143353494,-0.0347565462322579,-0.0055405793980594,-0.0228947424884241,0.0969095670800965,-0.02694159275659,-0.0398275015856635,-0.040957188103654,-0.0476709317087879,0.0701929715338391,-0.087605810234332,-0.0281826346673112,0.1968280467833694,0.2195781266322592,0.2296488854549445,0.1787694896034306,0.210895535685122,0.0056456967161335,0.0101969184759218,0.0067311114072828,0.0148904735302749,0.0046607348869656,-0.040957188103654,-0.0476709317087879,0.0701929715338391,-0.087605810234332,-0.0281826346673112,-0.2698369814358308,0.020950565297937,-0.2667420355091325,1.035720084159126,0.0421249350165785,-0.268447186360492,0.8685735387694488,-0.1409030235758893,0.417275852,0.0,0.0,0.0,0.0,0.417275852,0.1314716024286219,-0.3721240773514674,0.0665111885613892,-0.4116096599701014,-0.6403623251745769
75,2012-03-16,0.8685735387694488,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.114596019547082,-0.0210560376901798,0.0402953879589137,-0.0326139626505582,0.0343327109550704,0.1059268099265292,0.0856295509201537,0.0342167122696219,-0.0774608020393354,0.1629103121555921,0.1613579023031212,0.0339989575021169,0.0760730538954836,-0.0311026109858401,0.1264431851516798,0.1871838363751885,0.2422410371288044,0.2236871822071343,0.1527339371544865,0.212849301394696,0.0062810990562865,0.0132668573384748,0.0071181426623329,0.0160536429346886,0.0130036552364262,0.1613579023031212,0.0339989575021169,0.0760730538954836,-0.0311026109858401,0.1264431851516798,-0.1409030235758893,0.135554118120328,1.0447635589656843,1.0186952942603096,0.055723397228209,0.7335409757331226,0.6669416225697511,-0.405052759281002,0.614289286,0.614289286,0.0,0.0,0.0,0.0,0.6700607050044216,1.6533912170714908,-0.1202638990110201,0.1498374359984906,1.874347196193428
79,2012-03-20,0.7089192054681617,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0238101478496286,-0.0309030142933511,-0.0059442037622556,-0.0269722183787376,0.0090280267929135,-0.1594375697799627,-0.01991876613913,0.1134535324518031,0.0176097759768725,-0.0417226677533512,-0.0205891482522545,-0.0095635520279796,0.0686696254833034,0.0726040972881825,-0.0414325000689146,0.1914309793205735,0.2265068377864233,0.1498620820447529,0.1760622043573565,0.1889546232763677,0.0234587163559538,0.0074457592878872,0.0044954554912514,0.0159294042470829,0.0178740884295984,-0.0205891482522545,-0.0095635520279796,0.0686696254833034,0.0726040972881825,-0.0414325000689146,-0.3440137145595771,-0.0786015574910594,0.0493613496009061,0.932816726785474,0.0692034238117736,0.1393770448446743,0.7767542624091106,-0.2526312432324232,0.991768418,0.497574322,0.0,0.0,0.0,0.494194096,-0.3363820299586424,0.1160722703092882,-1.062418078653538,0.7063946158573154,0.3831622193802735
80,2012-03-21,0.7767542624091106,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1161674925634748,0.0063076489450292,0.1422688019798235,0.0270995792167118,-0.0459514880075899,0.265881442605434,-0.0592370793797766,0.132827814959163,-0.0401955476261412,0.0912329875947947,0.1959352939840494,-0.030831398819519,0.0197520281436391,-0.0012227867468904,0.0907831057845068,0.2315969251049682,0.2388634381460724,0.2140457263693679,0.1806219570623943,0.2163912832996845,0.0052710191493678,0.0231806586407764,0.0090162956123821,0.0185028928562678,0.0079894300987955,0.1959352939840494,-0.030831398819519,0.0197520281436391,-0.0012227867468904,0.0907831057845068,-0.2526312432324232,0.2458920346974494,0.9393421028450456,1.0815193299824872,0.0639602963575896,0.5488324846915718,0.7654992684297309,-0.2672270195612355,0.447816889,0.447816889,0.0,0.0,0.0,0.0,1.1886030887772263,1.4905762259404771,0.5689642702292802,0.4899187646079626,1.4107806405475258
83,2012-03-24,0.6449106751375197,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1067129289293264,0.0110861805030368,-0.034634693069266,0.0306252501017748,-0.0263728701009166,-0.0711186048461839,0.1401229133874106,-0.0927676916377952,-0.0060007414026334,-0.0812048395528699,-0.0024192075581572,0.0903010074645877,-0.0225085242312282,-0.0082208513772125,-0.0749373533801965,0.2027107365482051,0.2363010119236116,0.1731483233320743,0.2451674145914148,0.2127085239954068,0.0046381564789957,0.0092356684785154,0.002949980082794,0.0040577874005975,0.0062545942379969,-0.0024192075581572,0.0903010074645877,-0.0225085242312282,-0.0082208513772125,-0.0749373533801965,-0.4386434599356194,-0.1260090614946974,-0.1465388222164851,1.0700360103907125,0.0271361866788995,-0.0355698581644133,0.5004820419296601,-0.6921835611309932,0.46273168,0.46273168,0.0,0.0,0.0,0.0,-0.5591776100943516,-0.1864798467902249,0.442983389694313,-1.030458254423416,-0.055905485582986
85,2012-03-26,0.6781204683992635,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0289959835256644,-0.0045255335214879,0.0173095075506198,0.0658983485420335,0.0601179305504741,-0.188265294568996,-0.0098340716129579,-0.0131261649040719,0.0637789428341824,0.0395242314204646,-0.0969930838360758,-0.0424632305483494,-0.0408402751005876,-0.0036538351960914,-0.0141776545820725,0.1888595086250764,0.2115619094410883,0.1775818887464184,0.2086076435062568,0.2176547609158468,0.0264628131031217,0.0131689831747518,0.0112014103471866,0.009879756046539,0.0120020400240695,-0.0969930838360758,-0.0424632305483494,-0.0408402751005876,-0.0036538351960914,-0.0141776545820725,-0.3884303248205058,0.1098042695959751,-0.5041785153577322,1.0042657112346869,0.0727150026956685,-0.3962561585263534,0.6910068359849472,-0.3696055623763578,0.416458512,0.416458512,0.0,0.0,0.0,0.0,0.5490471110394323,-0.7388256937329613,-0.2785675637999417,0.851379080714025,-0.9611270321649192
86,2012-03-27,0.6910068359849472,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0137885045403631,-0.0521931796515989,-0.0661894987599977,0.0643490136878301,-0.0179679831075883,0.1325443213550614,0.0629950625128359,0.0343306372223379,0.0950667768813763,0.0072155381247998,0.0813134689689858,0.0328238104475571,0.078511393341797,0.0819762480064531,0.0351835507923926,0.1535541560519867,0.2286963151690629,0.1812809035772763,0.2024437097110785,0.1996261906879954,0.0035514178596304,0.0131843625781378,0.0069766023635877,0.0116429149228133,0.0052819342407019,0.0813134689689858,0.0328238104475571,0.078511393341797,0.0819762480064531,0.0351835507923926,-0.3696055623763578,-0.0582131432909917,0.9517692792107824,0.9656012751973998,0.040637231964871,0.6196169431143711,0.7514334304709882,-0.2857726559203438,0.550267496,0.0,0.0,0.0,0.0,0.550267496,-0.2405649506751046,1.509769003997494,-0.7027462743580216,-0.4730332639810318,1.5884297967898136
87,2012-03-28,0.7514334304709882,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0329640724536738,-0.1134628064100571,0.0243658708690884,0.0514291123190471,0.0975929566173119,0.0495203772151652,-0.15477589098221,-0.0450505800257108,0.0863642193464274,0.0266767421866497,0.1261830595951558,-0.0628475286528962,-0.11695206664715,0.018168414297361,-0.0413157722004122,0.2034775187860941,0.2488137041265379,0.1790937823300928,0.1997527802467812,0.2519706973048736,0.0100295487369293,0.0085457723405522,0.0040010851545597,0.0238028048024716,0.0038816595732703,0.1261830595951558,-0.0628475286528962,-0.11695206664715,0.018168414297361,-0.0413157722004122,-0.2857726559203438,0.0928892058490641,-0.1907929194755617,1.0831084827943795,0.0502608706077831,-0.1535277872158831,0.7372658841355044,-0.304806686404562,0.374812661,0.374812661,0.0,0.0,0.0,0.0,0.4695533363780128,-0.2548267537472138,0.5863985033311974,-0.0756968678043462,-0.3519468347011095
88,2012-03-29,0.7372658841355044,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.008121733668098,-0.0314525887369521,0.01516155089778,0.0463218945544791,0.0150801256020453,-0.0147230405591722,0.002224195589575,0.0843098128530219,0.1168077222448703,-0.0575369598850466,-0.0112235945811843,0.0181808115055738,0.0803152254358748,0.0326098259823237,-0.0615605305867955,0.2172012831034724,0.2860904071712866,0.2211413417523609,0.2182316532412347,0.2395969533192163,0.0039741108153116,0.0116402501729197,0.0090428192662062,0.0184630487775534,0.018399913255475,-0.0112235945811843,0.0181808115055738,0.0803152254358748,0.0326098259823237,-0.0615605305867955,-0.304806686404562,0.0369892486492543,0.2477252057548333,1.1822616385875708,0.0615201422874659,0.1166434755115849,0.8546012061120069,-0.1571203444556249,0.495240746,0.0,0.0,0.0,0.0,0.495240746,0.2068467531979066,0.4224293504415989,1.6741851642192522,0.3891707980316273,0.326107330491019
90,2012-03-31,0.6553248984160196,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1279916591615414,0.0003979385423506,-0.1917898436428848,-0.0001524450870304,-0.0132741160786977,0.1656226398231914,0.0695245096213955,-0.1298582594511483,0.0599515883910678,-0.0494599933997503,0.0645559004178447,0.012351087716959,-0.01210487617276,0.0190211891447419,-0.0379471596265851,0.1805158697134542,0.2140237218405627,0.1381553479991221,0.2071120995090982,0.2160439161705461,0.0119221621365556,0.0100409324405068,0.0028189101698659,0.0185327306984378,0.006618853842055,0.0645559004178447,0.012351087716959,-0.01210487617276,0.0190211891447419,-0.0379471596265851,-0.4226241382121042,-0.0768268071047209,0.2075327679451571,0.9558509552327834,0.0499335892874211,0.091752282960401,0.7027264719296458,-0.3527875497564676,0.849314928,0.403598256,0.0,0.0,0.0,0.445716672,-0.3280414402096014,0.3603553510270231,-0.8097148111842446,-0.0892095094561981,0.2636374119084692
