,purchase,HURRICANE,HOLIDAYS,NEWYEARSDAY,DAYAFTERNEWYEARS,BIRTHDAYOFMARTINLUTHERKINGJR,VALENTINESDAY,WASHINGTONSBIRTHDAY,EASTER,MEMORIALDAY,INDEPENDENCEDAY,LABORDAY,COLUMBUSDAY,VETERANSDAY,THANKSGIVING,CHRISTMASDAY,DAYAFTERCHRISTMAS,NEWYEARSEVE,FIRST_OF_MONTH,FIFTEENTH_OF_MONTH,MON,TUE,WED,THU,FRI,SAT,SUN,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC ,devils_vader_pe,giants_vader_pe,knicks_vader_pe,mets_vader_pe,yankees_vader_pe,devils_pysent_pe,giants_pysent_pe,knicks_pysent_pe,mets_pysent_pe,yankees_pysent_pe,devils_mean_no_neg_pysent,giants_mean_no_neg_pysent,knicks_mean_no_neg_pysent,mets_mean_no_neg_pysent,yankees_mean_no_neg_pysent,devils_mean_roberta,giants_mean_roberta,knicks_mean_roberta,mets_mean_roberta,yankees_mean_roberta,devils_mean_distilbert,giants_mean_distilbert,knicks_mean_distilbert,mets_mean_distilbert,yankees_mean_distilbert,devils_mean_no_neg_pysent.1,giants_mean_no_neg_pysent.1,knicks_mean_no_neg_pysent.1,mets_mean_no_neg_pysent.1,yankees_mean_no_neg_pysent.1,log_purchase,sum_vader,sum_pysent,sum_roberta,sum_distilbert,sum_no_neg_pysent,next_day_purchase,next_day_log_purchase,sum_pe,knicks_pe,mets_pe,yankees_pe,giants_pe,devils_pe,norm_sum_vader,norm_sum_pysent,norm_sum_roberta,norm_sum_distilbert,norm_sum_no_neg_pysent
2012-03-14,0.7836998224329225,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1224781496693071,0.0501333023400934,-0.0135130756480061,-0.108472916542348,-0.0378825048378726,-0.3449274503127942,0.0134990628290964,-0.092276024603392,-0.1586099496101773,-0.0574674819589114,-0.1367751039706554,0.0043429295067128,-0.0323865790892982,-0.0593062440193838,-0.0613814497879547,0.1776896617107559,0.2166427371369656,0.2072374496896447,0.1882046629843534,0.223799977121227,0.0042098403216368,0.0163586667833368,0.0109981609063224,0.0279598086003169,0.0094289879460415,-0.1367751039706554,0.0043429295067128,-0.0323865790892982,-0.0593062440193838,-0.0613814497879547,-0.24372921149866286,-0.2322133443574404,-1.2107947383773372,1.0135744886429467,0.06895546455765439,-0.5710128947211586,0.7635039495099124,-0.2698369814358308,0.682543651,0.682543651,0.0,0.0,0.0,0.0,-1.0582936321377399,-1.8301378261731838,-0.1764430896682117,0.6961569874418941,-1.3997174717106657
2012-03-15,0.7635039495099124,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0118664575054158,0.027538967055579,0.0476617013045495,-0.0313600143353494,-0.0347565462322579,-0.0055405793980594,-0.0228947424884241,0.0969095670800965,-0.02694159275659,-0.0398275015856635,-0.040957188103654,-0.0476709317087879,0.0701929715338391,-0.087605810234332,-0.0281826346673112,0.1968280467833694,0.2195781266322592,0.2296488854549445,0.1787694896034306,0.210895535685122,0.0056456967161335,0.0101969184759218,0.0067311114072828,0.0148904735302749,0.0046607348869656,-0.040957188103654,-0.0476709317087879,0.0701929715338391,-0.087605810234332,-0.0281826346673112,-0.2698369814358308,0.020950565297937,-0.2667420355091325,1.0357200841591259,0.042124935016578595,-0.26844718636049203,0.8685735387694488,-0.14090302357588935,0.417275852,0.0,0.0,0.0,0.0,0.417275852,0.13147160242862196,-0.3721240773514674,0.06651118856138923,-0.4116096599701014,-0.6403623251745769
2012-03-16,0.8685735387694488,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.114596019547082,-0.0210560376901798,0.0402953879589137,-0.0326139626505582,0.0343327109550704,0.1059268099265292,0.0856295509201537,0.0342167122696219,-0.0774608020393354,0.1629103121555921,0.1613579023031212,0.0339989575021169,0.0760730538954836,-0.0311026109858401,0.1264431851516798,0.1871838363751885,0.2422410371288044,0.2236871822071343,0.1527339371544865,0.212849301394696,0.0062810990562865,0.0132668573384748,0.0071181426623329,0.0160536429346886,0.0130036552364262,0.1613579023031212,0.0339989575021169,0.0760730538954836,-0.0311026109858401,0.1264431851516798,-0.14090302357588935,0.13555411812032808,1.0447635589656843,1.0186952942603096,0.055723397228209,0.7335409757331226,0.6669416225697511,-0.405052759281002,0.614289286,0.614289286,0.0,0.0,0.0,0.0,0.6700607050044216,1.6533912170714908,-0.12026389901102014,0.14983743599849064,1.874347196193428
2012-03-17,0.6669416225697511,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0134249804064441,0.0267947922094913,0.0256206420731326,0.0373067728104775,-0.0260312958703683,-0.1687179252053616,0.1920155843879954,0.1776337111577747,0.0710254645000515,0.0562459155308377,-0.0609821912316262,0.110976226910669,0.0892027789807239,-0.0141721088917041,-0.0070158377789301,0.1660031737091637,0.2186806783496622,0.2051773868571995,0.1851052672462537,0.2375028127074316,0.0146837823140322,0.0085554602823202,0.0208029442808239,0.0254565036201892,0.0036273457123967,-0.0609821912316262,0.110976226910669,0.0892027789807239,-0.0141721088917041,-0.0070158377789301,-0.405052759281002,0.07711589162917719,0.5642204863495627,1.0124693188697107,0.0731260362097622,0.236017735978265,0.5139784541861883,-0.6655739323312565,-0.071591376,0.552860357,0.0,0.0,0.0,-0.624451733,0.3954253103167196,0.9112309492742905,-0.18856765522263857,0.8683496446823719,0.6257032745933784
2012-03-19,0.7019794389290864,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2300473310878485,0.0161222789258689,-0.0967029093293354,-0.0023907140235132,-0.0121385659866566,-0.0534020734737415,-0.0777336959902646,-0.1865710446512849,-0.0401045266611377,-0.0662919582225528,0.0385267091194669,-0.0224837960986709,0.0370803177414187,0.0001784063825144,-0.0733959536774714,0.2593712516310107,0.2704033830528377,0.1154225865029729,0.1790652575017884,0.1861070013387437,0.0040234466805945,0.0072104850997176,0.0020223349711158,0.0223325969856886,0.0081173661660727,0.0385267091194669,-0.0224837960986709,0.0370803177414187,0.0001784063825144,-0.0733959536774714,-0.35385116466007077,-0.3251572415014848,-0.4642919320644663,1.0103694800273533,0.043706229903189196,-0.04018863306548459,0.7089192054681617,-0.34401371455957713,-0.56200656,0.0,0.0,0.0,0.0,-0.56200656,-1.495091348437927,-0.6772240621096226,-0.21160450830571387,-0.3463218790327699,-0.06749731636520857
2012-03-20,0.7089192054681617,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0238101478496286,-0.0309030142933511,-0.0059442037622556,-0.0269722183787376,0.0090280267929135,-0.1594375697799627,-0.01991876613913,0.1134535324518031,0.0176097759768725,-0.0417226677533512,-0.0205891482522545,-0.0095635520279796,0.0686696254833034,0.0726040972881825,-0.0414325000689146,0.1914309793205735,0.2265068377864233,0.1498620820447529,0.1760622043573565,0.1889546232763677,0.0234587163559538,0.0074457592878872,0.0044954554912514,0.0159294042470829,0.0178740884295984,-0.0205891482522545,-0.0095635520279796,0.0686696254833034,0.0726040972881825,-0.0414325000689146,-0.34401371455957713,-0.0786015574910594,0.04936134960090611,0.932816726785474,0.06920342381177369,0.13937704484467436,0.7767542624091106,-0.25263124323242325,0.991768418,0.497574322,0.0,0.0,0.0,0.494194096,-0.3363820299586424,0.11607227030928821,-1.062418078653538,0.7063946158573154,0.3831622193802735
2012-03-21,0.7767542624091106,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1161674925634748,0.0063076489450292,0.1422688019798235,0.0270995792167118,-0.0459514880075899,0.265881442605434,-0.0592370793797766,0.132827814959163,-0.0401955476261412,0.0912329875947947,0.1959352939840494,-0.030831398819519,0.0197520281436391,-0.0012227867468904,0.0907831057845068,0.2315969251049682,0.2388634381460724,0.2140457263693679,0.1806219570623943,0.2163912832996845,0.0052710191493678,0.0231806586407764,0.0090162956123821,0.0185028928562678,0.0079894300987955,0.1959352939840494,-0.030831398819519,0.0197520281436391,-0.0012227867468904,0.0907831057845068,-0.25263124323242325,0.2458920346974494,0.9393421028450456,1.0815193299824872,0.06396029635758961,0.5488324846915718,0.7654992684297309,-0.2672270195612355,0.447816889,0.447816889,0.0,0.0,0.0,0.0,1.1886030887772265,1.4905762259404771,0.5689642702292802,0.48991876460796263,1.4107806405475258
2012-03-23,0.8396633782684255,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0152838380261681,0.0272428750424585,-0.1482316022454461,-0.0307859093623821,-0.1853299050729607,-0.0109488942244977,0.1060808457797849,-0.233636598323786,-0.0083897186727184,-0.2488422208584464,-0.1049608831727284,0.017960613406763,-0.0058770874889665,-0.0479998981493718,-0.0818433660262554,0.2112894869906366,0.271745699805906,0.1394541833207619,0.2130964554481085,0.1715941666848863,0.0033270651183556,0.0083835438457026,0.0026017560857307,0.0177066635040844,0.0058894543782125,-0.1049608831727284,0.017960613406763,-0.0058770874889665,-0.0479998981493718,-0.0818433660262554,-0.17475420761920904,-0.3218207036121623,-0.8411778291607819,1.0071799922502993,0.0379084829320858,-0.44544124286111814,0.6449106751375197,-0.4386434599356194,-1.152190113,-0.5969648,0.0,0.0,0.0,-0.555225313,-1.4794110060465762,-1.2592941287848607,-0.246595651363039,-0.5856966075445481,-1.0845678117720194
2012-03-24,0.6449106751375197,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.1067129289293264,0.0110861805030368,-0.034634693069266,0.0306252501017748,-0.0263728701009166,-0.0711186048461839,0.1401229133874106,-0.0927676916377952,-0.0060007414026334,-0.0812048395528699,-0.0024192075581572,0.0903010074645877,-0.0225085242312282,-0.0082208513772125,-0.0749373533801965,0.2027107365482051,0.2363010119236116,0.1731483233320743,0.2451674145914148,0.2127085239954068,0.0046381564789957,0.0092356684785154,0.002949980082794,0.0040577874005975,0.0062545942379969,-0.0024192075581572,0.0903010074645877,-0.0225085242312282,-0.0082208513772125,-0.0749373533801965,-0.4386434599356194,-0.1260090614946974,-0.14653882221648518,1.0700360103907125,0.0271361866788995,-0.03556985816441336,0.5004820419296601,-0.6921835611309932,0.46273168,0.46273168,0.0,0.0,0.0,0.0,-0.5591776100943516,-0.18647984679022497,0.442983389694313,-1.030458254423416,-0.055905485582986
2012-03-25,0.5004820419296601,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.0492972692319574,-0.0119580002090606,0.0539622835218527,-0.0751612345043622,-0.0366858901818355,-0.0364312009616406,0.0039218350309071,0.2239570557178898,-0.0387101971421496,-0.0312063187314619,-0.0458741747040819,0.0020867494683975,0.1770644024682303,-0.0263746785319374,0.0148550411318456,0.176277175388635,0.2533525265231164,0.186960730176892,0.171082041795469,0.2202331537581895,0.0123817828976749,0.0075707603011378,0.0189081968322473,0.0096790614918081,0.0051599258453775,-0.0458741747040819,0.0020867494683975,0.1770644024682303,-0.0263746785319374,0.0148550411318456,-0.6921835611309932,-0.119140110605363,0.365045853578453,1.0079056276423017,0.0536997273682456,0.24351467966490822,0.6781204683992635,-0.3884303248205058,-0.499702782,0.0,0.0,0.0,0.0,-0.499702782,-0.5268963936397686,0.6036216896275483,-0.23863487095444685,0.06628507923980735,0.6445185025403529
2012-03-26,0.6781204683992635,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0289959835256644,-0.0045255335214879,0.0173095075506198,0.0658983485420335,0.0601179305504741,-0.188265294568996,-0.0098340716129579,-0.0131261649040719,0.0637789428341824,0.0395242314204646,-0.0969930838360758,-0.0424632305483494,-0.0408402751005876,-0.0036538351960914,-0.0141776545820725,0.1888595086250764,0.2115619094410883,0.1775818887464184,0.2086076435062568,0.2176547609158468,0.0264628131031217,0.0131689831747518,0.0112014103471866,0.009879756046539,0.0120020400240695,-0.0969930838360758,-0.0424632305483494,-0.0408402751005876,-0.0036538351960914,-0.0141776545820725,-0.3884303248205058,0.1098042695959751,-0.5041785153577322,1.0042657112346869,0.07271500269566859,-0.3962561585263534,0.6910068359849472,-0.3696055623763578,0.416458512,0.416458512,0.0,0.0,0.0,0.0,0.5490471110394323,-0.7388256937329613,-0.2785675637999417,0.851379080714025,-0.9611270321649192
2012-03-27,0.6910068359849472,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0137885045403631,-0.0521931796515989,-0.0661894987599977,0.0643490136878301,-0.0179679831075883,0.1325443213550614,0.0629950625128359,0.0343306372223379,0.0950667768813763,0.0072155381247998,0.0813134689689858,0.0328238104475571,0.078511393341797,0.0819762480064531,0.0351835507923926,0.1535541560519867,0.2286963151690629,0.1812809035772763,0.2024437097110785,0.1996261906879954,0.0035514178596304,0.0131843625781378,0.0069766023635877,0.0116429149228133,0.0052819342407019,0.0813134689689858,0.0328238104475571,0.078511393341797,0.0819762480064531,0.0351835507923926,-0.3696055623763578,-0.058213143290991705,0.9517692792107824,0.9656012751973998,0.040637231964871096,0.6196169431143711,0.7514334304709882,-0.28577265592034384,0.550267496,0.0,0.0,0.0,0.0,0.550267496,-0.24056495067510464,1.509769003997494,-0.7027462743580216,-0.47303326398103185,1.5884297967898136
2012-03-28,0.7514334304709882,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0329640724536738,-0.1134628064100571,0.0243658708690884,0.0514291123190471,0.0975929566173119,0.0495203772151652,-0.15477589098221,-0.0450505800257108,0.0863642193464274,0.0266767421866497,0.1261830595951558,-0.0628475286528962,-0.11695206664715,0.018168414297361,-0.0413157722004122,0.2034775187860941,0.2488137041265379,0.1790937823300928,0.1997527802467812,0.2519706973048736,0.0100295487369293,0.0085457723405522,0.0040010851545597,0.0238028048024716,0.0038816595732703,0.1261830595951558,-0.0628475286528962,-0.11695206664715,0.018168414297361,-0.0413157722004122,-0.28577265592034384,0.0928892058490641,-0.1907929194755617,1.0831084827943795,0.0502608706077831,-0.15352778721588317,0.7372658841355044,-0.30480668640456204,0.374812661,0.374812661,0.0,0.0,0.0,0.0,0.4695533363780128,-0.2548267537472138,0.5863985033311974,-0.07569686780434624,-0.3519468347011095
2012-03-29,0.7372658841355044,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.008121733668098,-0.0314525887369521,0.01516155089778,0.0463218945544791,0.0150801256020453,-0.0147230405591722,0.002224195589575,0.0843098128530219,0.1168077222448703,-0.0575369598850466,-0.0112235945811843,0.0181808115055738,0.0803152254358748,0.0326098259823237,-0.0615605305867955,0.2172012831034724,0.2860904071712866,0.2211413417523609,0.2182316532412347,0.2395969533192163,0.0039741108153116,0.0116402501729197,0.0090428192662062,0.0184630487775534,0.018399913255475,-0.0112235945811843,0.0181808115055738,0.0803152254358748,0.0326098259823237,-0.0615605305867955,-0.30480668640456204,0.0369892486492543,0.24772520575483337,1.1822616385875708,0.0615201422874659,0.11664347551158499,0.8546012061120069,-0.1571203444556249,0.495240746,0.0,0.0,0.0,0.0,0.495240746,0.20684675319790663,0.42242935044159896,1.6741851642192522,0.38917079803162735,0.326107330491019
2012-03-30,0.8546012061120069,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.041231137570091,-0.0850064427747532,0.0615129834491191,0.0464790116316945,-0.0103447744258004,0.1449592394618847,0.0279355744786283,0.1300579024337639,-0.0131588935718099,-0.0313054135677497,0.0761281637621244,-0.0140544623999144,0.0218944224612381,-0.0350083750435302,-0.0478029036583364,0.246546842999073,0.2402331900792243,0.1852612197581751,0.2433794137276709,0.1932407269434507,0.0210842135005183,0.0155139430547448,0.0123234139935126,0.0139341445281388,0.0044951024036017,0.0761281637621244,-0.0140544623999144,0.0218944224612381,-0.0350083750435302,-0.0478029036583364,-0.1571203444556249,0.05387191545035103,0.2608020994778802,1.108661393507594,0.0673508174805162,0.002313690243163004,0.6553248984160196,-0.4226241382121042,-0.662668605,-0.662668605,0.0,0.0,0.0,0.0,0.2861882756686864,0.4426255648925039,0.8667336595684215,0.6299050519294223,0.03917160563202718
2012-03-31,0.6553248984160196,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1279916591615414,0.0003979385423506,-0.1917898436428848,-0.0001524450870304,-0.0132741160786977,0.1656226398231914,0.0695245096213955,-0.1298582594511483,0.0599515883910678,-0.0494599933997503,0.0645559004178447,0.012351087716959,-0.01210487617276,0.0190211891447419,-0.0379471596265851,0.1805158697134542,0.2140237218405627,0.1381553479991221,0.2071120995090982,0.2160439161705461,0.0119221621365556,0.0100409324405068,0.0028189101698659,0.0185327306984378,0.006618853842055,0.0645559004178447,0.012351087716959,-0.01210487617276,0.0190211891447419,-0.0379471596265851,-0.4226241382121042,-0.0768268071047209,0.20753276794515715,0.9558509552327834,0.0499335892874211,0.091752282960401,0.7027264719296458,-0.3527875497564676,0.849314928,0.403598256,0.0,0.0,0.0,0.445716672,-0.3280414402096014,0.36035535102702315,-0.8097148111842446,-0.08920950945619814,0.2636374119084692
2012-04-03,0.5537585184246975,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.016940189672889,0.0232419836496786,-0.0314487400503415,0.0397687561462734,0.0273389503446841,-0.0969982103303324,0.0577785121937316,0.1689454193406782,0.0885243945757514,-0.0078019984202105,-0.1368104244846678,0.0700875422593411,0.050637701001943,0.0424439547142614,-0.0105653876097174,0.2042385035903071,0.2481768615867218,0.1949445901852515,0.2134538461886948,0.2652221826424625,0.0113556746809753,0.0306830805908762,0.0043745760013633,0.0127123908973633,0.0233525331558433,-0.1368104244846678,0.0700875422593411,0.050637701001943,0.0424439547142614,-0.0105653876097174,-0.5910265745813866,0.0419607604174056,0.2420348891219389,1.1260359841934378,0.08247825532642139,0.03158677176232064,0.7473220461038784,-0.2912590674722359,-0.235616565,-0.63676157,0.0,0.0,0.0,0.401145005,0.23021079380320356,0.41364111239016127,1.0573463318052092,1.2544797954445224,0.11263883768214981
2012-04-05,0.8110400349634809,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0309793217626269,-0.0244225285972955,-0.0628008395325198,0.1230704742966633,0.0778229078963103,0.1278845870140324,0.0701698988096183,-0.0450520481998615,0.1864740068348077,0.049649166701586,0.0408669124422361,-0.0099890077527622,-0.0874091597736999,0.1666734881691993,0.0971912068160088,0.1902343926869113,0.2151670860981502,0.1798993875971063,0.2465672188566532,0.2209492013504614,0.0129545049005708,0.0073509488126243,0.0040734698653977,0.0119223214673911,0.0225768574434498,0.0408669124422361,-0.0099890077527622,-0.0874091597736999,0.1666734881691993,0.0971912068160088,-0.20943786114865795,0.1446493358257852,0.803792490962147,1.0528172865892824,0.058878102489433704,0.41466687980196426,0.7336366253996611,-0.3097414337140647,1.287945091,0.426914587,0.5,0.0,0.0,0.361030504,0.7128044509099726,1.2812307125255291,0.2540806975018625,0.28008746574351484,1.0740625666023849
2012-04-06,0.7336366253996611,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1711836006416406,-0.0749980813446573,0.1239820391361792,0.0562094268669969,-0.0709153198135433,0.1669124148208973,-0.0993061409236369,0.1127374377811187,-0.0322122624845659,-0.2066934289906618,0.1002373085183837,-0.0312524391763464,0.0587348670530307,0.0334401911714363,0.0242816883316921,0.2432357546108208,0.1991790475428332,0.2650713867591164,0.1991954833333147,0.2007869324691575,0.0074907194510562,0.0099853157819835,0.0144517479460388,0.0077066327760257,0.0027788456268031,0.1002373085183837,-0.0312524391763464,0.0587348670530307,0.0334401911714363,0.0242816883316921,-0.3097414337140647,0.2054616654866161,0.3123212519995442,1.1074686047152427,0.0424132615819073,0.3708832317963928,0.506554728323619,-0.6801229091589857,-0.5,0.0,0.0,-0.5,0.0,0.0,0.9985971445128483,0.522192767524321,0.8536478457363054,-0.3997053644493955,0.9641778786537971
2012-04-07,0.506554728323619,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0344674739666445,-0.1136222015252362,0.0858856238404475,0.1053699841802972,-0.1825856060140071,0.2427085415093295,0.0071104823982227,0.0188098886075548,0.2208699897231439,-0.2648554551436253,0.1491946903807331,-0.0454332672498858,-0.0804530599895925,0.2098113263539577,-0.0506414206131221,0.2284074042573326,0.2094482006481731,0.3030095793306827,0.2348688178963493,0.1699350267637055,0.0128064241931735,0.0101607183225413,0.1247058996445654,0.0118416355566295,0.0051416829022491,0.1491946903807331,-0.0454332672498858,-0.0804530599895925,0.2098113263539577,-0.0506414206131221,-0.6801229091589857,-0.07048472555185412,0.5895999848588063,1.1456690288962432,0.1646563606191588,0.36495653776418074,0.6184968046693458,-0.480463253421071,0.324927454,0.0,0.45,-0.45,0.0,0.324927454,-0.29823629082374675,0.9504275509600371,1.2727359880343578,4.647411867524513,0.9493035373423214
2012-04-08,0.6184968046693458,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.0645058607316071,-0.0997021924279889,0.17138413421444,0.1218689857622675,0.0509481807180468,-0.0701324859327622,-0.0513658803187724,0.3057726419866983,0.102982781854431,-0.0178357164848909,-0.1193753541264405,0.0619232932252731,0.2052846656937467,0.0795388450561343,-0.061743861892202,0.1931894674631101,0.2118122702623582,0.2419935267910285,0.2744075192161835,0.2116336474474753,0.0042374579530067,0.0109269138265882,0.0175606090808729,0.0254683797129836,0.0053183334543858,-0.1193753541264405,0.0619232932252731,0.2052846656937467,0.0795388450561343,-0.061743861892202,-0.480463253421071,0.17999324753515827,0.600676517017727,1.1330364311801557,0.0635116940278372,0.3312551759130232,0.6569696507687606,-0.4201174552193408,0.384223128,0.384223128,0.405,-0.405,0.0,0.0,0.8789061573603013,0.9675343672722052,1.1341466392839623,0.4713970765402617,0.8647225625001693
2012-04-09,0.6569696507687606,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0262250500168782,0.0321129111348875,0.1903199813682921,-0.1092185390765854,-0.1760674980021776,-0.0206424692444881,0.0748644900735175,0.1352623201337008,-0.103391444032642,-0.1497930069942859,-0.0908003771540029,0.0786077790382816,0.0242548731033666,-0.0381859582367631,0.0228404896797,0.2510170900008895,0.2872801501892488,0.2303662379458546,0.1798596696533037,0.1877596037968198,0.0037088567335475,0.016284279084512,0.0025656480318866,0.0187987041157464,0.0126651117537078,-0.0908003771540029,0.0786077790382816,0.0242548731033666,-0.0381859582367631,0.0228404896797,-0.4201174552193408,-0.03662809455870522,-0.0702664972030333,1.1362827515861165,0.05402259971940031,-0.006566387138835589,0.778055772750011,-0.2509570700338142,1.0,0.0,0.3645,0.6355,0.0,0.0,-0.13912418606116755,-0.06868335281658676,1.1697612801526625,0.07961568538506103,0.016885099675372793
2012-04-10,0.778055772750011,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0934142414541541,0.082585630173683,0.065371921215959,-0.1558926447648865,-0.0652680282570577,-0.1884267050876121,0.0783666475605586,0.0905089989536895,-0.1058426541437406,-0.0279574910079554,-0.1179071937965197,0.0489086899631508,-0.0743359566066772,0.0153840125829922,0.0229895042519238,0.2868276826365916,0.2742648596817162,0.2414665399552431,0.1779893073406202,0.1932211699199408,0.0189209791965684,0.0147886010311776,0.0022029411487638,0.0070127433349202,0.0131925489469319,-0.1179071937965197,0.0489086899631508,-0.0743359566066772,0.0153840125829922,0.0229895042519238,-0.2509570700338142,-0.1666173630864563,-0.3632730909353202,1.173769559534112,0.0561178136583619,-0.20992188721026017,0.4870822072315782,-0.7193223667949664,-0.754199185,-0.654199185,-0.67195,0.57195,0.0,0.0,-0.7500197626524675,-0.5212085570336377,1.5810205014945817,0.16612192139583581,-0.4934802235871846
2012-04-11,0.4870822072315782,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000681787342424,-0.0126035450885832,-0.0511456846020257,-0.0733523321182542,0.0249275477273709,-0.0572481032851268,0.0644940322313795,-0.0362144579717406,-0.1351228102222418,0.0620673865987259,-0.0309032292724716,0.0070506749606541,-0.0272774726612067,-0.0375173726853897,0.087027989305784,0.2142347114905715,0.2099334092214418,0.1690787999983174,0.1892773226434692,0.1968414161267286,0.0029934220138238,0.0037693423558321,0.0084767002798382,0.0127424502795141,0.0178746604660497,-0.0309032292724716,0.0070506749606541,-0.0272774726612067,-0.0375173726853897,0.087027989305784,-0.7193223667949664,-0.1114922267390682,-0.10526277335426358,0.9793656594805284,0.0458565753950579,-0.0032388207052598122,0.7175216505633071,-0.33195215680249224,0.321220734,0.411220734,-0.604755,0.514755,0.0,0.0,-0.49095451569000503,-0.12273229693912553,-0.5517403532781735,-0.25753939664985304,0.02523635901162409
