,date,mean_distilbert,PE_distilbert
0,2012-01-01,0.004111021551609819,0.0
1,2012-01-02,0.0025290700677681973,-0.0015819514838416216
2,2012-01-03,0.00905628411477994,0.005103457711554284
3,2012-01-04,0.0028696286565664847,-0.0015935435178146
4,2012-01-05,0.024568972567329737,0.02026515474473011
5,2012-01-06,0.0030043346664200814,-0.0033259986306525546
6,2012-01-07,0.0036427778785797713,-0.002354955555427609
7,2012-01-08,0.0031203046551025516,-0.002641933223362068
8,2012-01-09,0.0025464608504613003,-0.0029515837056671127
9,2012-01-10,0.030369310116399068,0.025166423930837366
10,2012-01-11,0.0033720217595275504,-0.004347506819117888
11,2012-01-12,0.011170721974614134,0.003885944077880484
12,2012-01-13,0.009624437254175399,0.001951064949653701
13,2012-01-14,0.006097954772485484,-0.0017705240270015849
14,2012-01-15,0.01705519861356789,0.009363772216780981
15,2012-01-16,0.00337199001223776,-0.005255813606227249
16,2012-01-17,0.0017630639922571816,-0.006339158265585102
17,2012-01-18,0.002323107975306382,-0.0051451984559773905
18,2012-01-19,0.003035924148736947,-0.0039178624369490865
19,2012-01-20,0.0025790746097505033,-0.0039829257322406214
20,2012-01-21,0.002608781035536202,-0.003554926733230861
21,2012-01-22,0.0068957530261313975,0.0010875379306874208
22,2012-01-23,0.0029569149548713067,-0.0029600539336414123
23,2012-01-24,0.02065063724148781,0.01502967374633923
24,2012-01-25,0.004998207341274044,-0.002125723528508457
25,2012-01-26,0.007157703710851228,0.00024634519391957335
26,2012-01-27,0.01017023111358623,0.0032342380772626186
27,2012-01-28,0.007131786618309148,-0.0001276302257407257
28,2012-01-29,0.0044640027044806135,-0.0027826511169951875
29,2012-01-30,0.0015497047245255529,-0.005418683985250729
30,2012-01-31,0.0017071678170891482,-0.004719352494162061
31,2012-02-01,0.0030160545783776602,-0.0029385304834573423
32,2012-02-02,0.005705879936512097,4.514792302282803e-05
33,2012-02-03,0.0056650683535886944,-1.784522028567409e-07
34,2012-02-04,0.00798363304233075,0.002318404081759485
35,2012-02-05,0.006172945517379683,0.0002758761486324696
36,2012-02-06,0.004577502319056266,-0.0013471546645541952
37,2012-02-07,0.015171153193790393,0.009381211676635352
38,2012-02-08,0.003834199660238487,-0.002893863024580089
39,2012-02-09,0.01297862374970762,0.006539947367347054
40,2012-02-10,0.00787567465509893,0.0007830035360036573
41,2012-02-11,0.011103844285832,0.0039328728131363625
42,2012-02-12,0.015582463898270076,0.008018205144260802
43,2012-02-13,0.00522245067700814,-0.0031436285914272144
44,2012-02-14,0.006035479298023103,-0.0020162371112695306
45,2012-02-15,0.022857312809282982,0.015007220111117301
46,2012-02-16,0.011136277344849026,0.0017854626355716142
47,2012-02-17,0.0034583481901790413,-0.006071012782655533
48,2012-02-18,0.011486616975383732,0.0025643572808147115
49,2012-02-19,0.007099863471420513,-0.002078831951229978
50,2012-02-20,0.01923831976447177,0.010267507536944278
51,2012-02-21,0.011824663251004511,0.0018271002697825903
52,2012-02-22,0.02811904540443315,0.01793877239623297
53,2012-02-23,0.00573718989701825,-0.006236960350805227
54,2012-02-24,0.013015135601419925,0.0016646813886769703
55,2012-02-25,0.005308621625536659,-0.006208300726073992
56,2012-02-26,0.0027276265234472807,-0.008168465755555972
57,2012-02-27,0.05378738166914302,0.043708135965695366
58,2012-02-28,0.0018803765798854912,-0.012569682720131701
59,2012-02-29,0.0026915735616057147,-0.010501517466398309
60,2012-03-01,0.005225159238798687,-0.006917780042565506
61,2012-03-02,0.0065618055080994475,-0.0048893557690081945
62,2012-03-03,0.0027800977210669,-0.008182127979139923
63,2012-03-04,0.004189532484481419,-0.005954480417811411
64,2012-03-05,0.0019341595780133,-0.007614405282498389
65,2012-03-06,0.002369565525441373,-0.006417558806820477
66,2012-03-07,0.0028809755536452703,-0.005264392897934533
67,2012-03-08,0.0032153927881253407,-0.00440353637366101
68,2012-03-09,0.014943237906998886,0.007764662382578637
69,2012-03-10,0.01458806578693834,0.006633024024260227
70,2012-03-11,0.003959020627636866,-0.004659323537467269
71,2012-03-12,0.005760081695028311,-0.002392330116329097
72,2012-03-13,0.007819246224428747,-9.39325752957517e-05
73,2012-03-14,0.010998160906322487,0.003094375364127565
74,2012-03-15,0.0067311114072828885,-0.0014821116713247913
75,2012-03-16,0.007118142662332913,-0.0009468692491422879
76,2012-03-17,0.020802944280823982,0.01283261929426301
77,2012-03-18,0.012773209053480733,0.0035196221374934594
78,2012-03-19,0.002022334971115875,-0.007583214158620744
79,2012-03-20,0.0044954554912514455,-0.004351772222623098
80,2012-03-21,0.009016295612382187,0.0006042451207699528
81,2012-03-22,0.013478340524909588,0.0050058655212203585
82,2012-03-23,0.002601756085730724,-0.006371305470080542
83,2012-03-24,0.0029499800827940546,-0.005385950926009157
84,2012-03-25,0.018908196832247343,0.011110860916045047
85,2012-03-26,0.011201410347186691,0.0022929883393798915
86,2012-03-27,0.006976602363587768,-0.002161118478157021
87,2012-03-28,0.0040010851545597996,-0.004920523839369286
88,2012-03-29,0.009042819266206292,0.000613262656214135
89,2012-03-30,0.012323413993512672,0.0038325311178991003
90,2012-03-31,0.00281891016986599,-0.006055225817537492
91,2012-04-01,0.008040260613254665,-0.00022835279239506907
92,2012-04-02,0.002155680451489182,-0.0060900976749210444
93,2012-04-03,0.004374576001363342,-0.0032621923575547798
94,2012-04-04,0.01841285265821941,0.011102303535056765
95,2012-04-05,0.004073469865397732,-0.0043473096112705886
96,2012-04-06,0.014451747946038882,0.00646569943049762
97,2012-04-07,0.12470589964456542,0.1160732811859744
