,date,mean_roberta,PE_roberta
0,2012-01-01,0.19843639831584037,0.0
1,2012-01-02,0.15628249333866945,-0.04215390497717092
2,2012-01-03,0.2069359679572517,0.012714960139128428
3,2012-01-04,0.18484404734529866,-0.010648456486737456
4,2012-01-05,0.16904103558161296,-0.025386622601749426
5,2012-01-06,0.21702206253379985,0.025133066610612403
6,2012-01-07,0.2140805696010889,0.019678267016840223
7,2012-01-08,0.22492759832239245,0.028557469036459754
8,2012-01-09,0.21287607578388243,0.013650199594303747
9,2012-01-10,0.1516134701471902,-0.04897742600181884
10,2012-01-11,0.18935606591115386,-0.006337087637673294
11,2012-01-12,0.17639940303168258,-0.018660041753377238
12,2012-01-13,0.199147043772222,0.005953603162499904
13,2012-01-14,0.2211138020011002,0.027325001075128114
14,2012-01-15,0.20544700987788067,0.00892570884439578
15,2012-01-16,0.20074637227396408,0.0033325003560396027
16,2012-01-17,0.15702291126287873,-0.040724210690649715
17,2012-01-18,0.21178270395009793,0.018108003065634454
18,2012-01-19,0.1731968830659318,-0.02228861812509511
19,2012-01-20,0.2164714912945085,0.02321485191599107
20,2012-01-21,0.20008989598018206,0.004511771410065535
21,2012-01-22,0.17050081731881508,-0.02552848439230801
22,2012-01-23,0.14559176976714902,-0.04788468350474326
23,2012-01-24,0.22724659995256677,0.038558615031148824
24,2012-01-25,0.18665711347653996,-0.0058867329479928565
25,2012-01-26,0.11688620098201288,-0.07506897214772065
26,2012-01-27,0.1225120243383571,-0.06193625157660436
27,2012-01-28,0.14158602491021152,-0.03666862584708949
28,2012-01-29,0.11553586328115598,-0.0590519248914361
29,2012-01-30,0.11212218748009264,-0.05656040820335581
30,2012-01-31,0.16252704820892008,-0.0004995066541927939
31,2012-02-01,0.2356049772798827,0.07262837308218908
32,2012-02-02,0.18608726829761404,0.01584782679170152
33,2012-02-03,0.1839003558288272,0.01207613164374452
34,2012-02-04,0.2217350686423015,0.04870323129284437
35,2012-02-05,0.2226747911828266,0.04477263070408505
36,2012-02-06,0.21226842795223208,0.029889004403082037
37,2012-02-07,0.18248897038560097,-0.002879353603857271
38,2012-02-08,0.2015544349531264,0.016474046324053887
39,2012-02-09,0.1714113352942572,-0.015316457967220698
40,2012-02-10,0.21442985957273136,0.02923371210797554
41,2012-02-11,0.16351802392063786,-0.02460149475491552
42,2012-02-12,0.13342743941757357,-0.05223192978248825
43,2012-02-13,0.16710646697046125,-0.01332970925135174
44,2012-02-14,0.15235912442011268,-0.02674408087656513
45,2012-02-15,0.20885205622162725,0.032423259012605954
46,2012-02-16,0.1856805578466843,0.006009434736402419
47,2012-02-17,0.16971776033328334,-0.010554306250638773
48,2012-02-18,0.22656629887536506,0.04734966291650683
49,2012-02-19,0.17457447107881305,-0.009377131171695863
50,2012-02-20,0.22530938298065178,0.04229549384731246
51,2012-02-21,0.21448512572414158,0.027241687206071008
52,2012-02-22,0.25746870924948,0.06750110201080234
53,2012-02-23,0.2503378583394267,0.05362014089966877
54,2012-02-24,0.22915261129724215,0.027072879767517377
55,2012-02-25,0.17006234478804483,-0.034724674718431686
56,2012-02-26,0.22247434952723966,0.021159797492606325
57,2012-02-27,0.170449111877063,-0.03298141990683098
58,2012-02-28,0.18852768656844743,-0.011604703224763452
59,2012-02-29,0.2079588443774617,0.008986924906727173
60,2012-03-01,0.12122566492762413,-0.07864494703378314
61,2012-03-02,0.19439361857739873,0.002387501319369767
62,2012-03-03,0.22293487867702627,0.030690011287060337
63,2012-03-04,0.18605041855813972,-0.009263449960532244
64,2012-03-05,0.20344948290461085,0.009061959381992113
65,2012-03-06,0.1699555470899213,-0.02533817237089664
66,2012-03-07,0.21349909712931586,0.020739194905587593
67,2012-03-08,0.17941279359290313,-0.015421028121383906
68,2012-03-09,0.24787819617922652,0.05458647727707788
69,2012-03-10,0.23253682942296833,0.0337864627931119
70,2012-03-11,0.22809475984210242,0.025965746932934797
71,2012-03-12,0.21427327702986076,0.00954768942739967
72,2012-03-13,0.20383045437841837,-0.0018499021667826854
73,2012-03-14,0.1776896617107559,-0.02780570461776688
74,2012-03-15,0.19682804678336946,-0.005886749083376636
75,2012-03-16,0.18718383637518854,-0.01494228458321989
76,2012-03-17,0.16600317370916376,-0.03462871879092269
77,2012-03-18,0.15875545495030718,-0.03841356567068699
78,2012-03-19,0.2593712516310107,0.06604358757708523
79,2012-03-20,0.1914309793205735,-0.008501043491060484
80,2012-03-21,0.23159692510496824,0.03251500664244028
81,2012-03-22,0.21682888374704382,0.01449546462027182
82,2012-03-23,0.21128948699063668,0.007506521401837496
83,2012-03-24,0.20271073654820515,-0.00182288118077778
84,2012-03-25,0.17627717538863508,-0.02807415422227008
85,2012-03-26,0.18885950862507647,-0.012684405563601675
86,2012-03-27,0.1535541560519867,-0.046721317580331295
87,2012-03-28,0.20347751878609416,0.007874176911809305
88,2012-03-29,0.21720128310347248,0.020810523538006692
89,2012-03-30,0.24654684299907306,0.048075031079806624
90,2012-03-31,0.18051586971345424,-0.022763445313792874
91,2012-04-01,0.23210160018426915,0.031098629688401325
92,2012-04-02,0.1507628861951028,-0.05334994726960515
93,2012-04-03,0.20423850359030715,0.0054606648525596935
94,2012-04-04,0.2161416060592207,0.01681770083621728
95,2012-04-05,0.19023439268691136,-0.010771282619713773
96,2012-04-06,0.24323575461082086,0.0433072075661671
97,2012-04-07,0.22840740425733266,0.024148136456062202
98,2012-04-08,0.19318946746311016,-0.013484613983766519
99,2012-04-09,0.2510170900008895,0.045691469952389485
100,2012-04-10,0.2868276826365916,0.07693291559285262
