date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,rangers_mask,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,islanders_mask,devils_wins,devils_losses,devils_num_events,devils_ties,devils_mask,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,knicks_mask,mets_wins,mets_losses,mets_num_events,mets_ties,mets_mask,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,yankees_mask,giants_wins,giants_losses,giants_num_events,giants_ties,giants_mask,jets_wins,jets_losses,jets_num_events,jets_ties,jets_mask,nets_wins,nets_losses,nets_num_events,nets_ties,nets_mask,num_events,sum_wins,sum_losses,sports_composite,composite_mask,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,old_sum_pe,mean_pe
10/03/2012,,,,,1,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,-0.437923262,-0.437923262,0.435220648,0.435220648,0,,0,,0,,0,,0,,0,,-0.002702614,0.435220648,-0.002702614,-0.001351307
11/03/2012,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4,2,2,0,0,0.5,0.5,0.525180005,0.525180005,-0.394130936,-0.394130936,0.391698583,0.391698583,-0.391921419,-0.391921419,0,,0,,0,,0,,0,,0.130826234,-0.000222836,0.130826234,0.032706558
12/03/2012,,,,,1,0,,,,,1,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,-0.352729277,-0.352729277,0,,0,,0,,0,,0,,-0.352729277,-0.352729277,-0.352729277,-0.352729277
13/03/2012,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0.472662005,0.472662005,-0.354717842,-0.354717842,-0.647471276,-0.647471276,0,,0,,0,,0,,0,,0,,-0.529527113,-0.647471276,-0.529527113,-0.176509038
14/03/2012,,,,,1,0,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0.682543651,0.682543651,0,,0,,0,,0,,0,,0.682543651,0.682543651,0.682543651,0.682543651
15/03/2012,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,-0.574604196,-0.574604196,-0.319246058,-0.319246058,0.417275852,0.417275852,0,,0,,0,,0,,0,,0,,-0.476574402,0.417275852,-0.476574402,-0.158858134
16/03/2012,,,,,1,0,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0.614289286,0.614289286,0,,0,,0,,0,,0,,0.614289286,0.614289286,0.614289286,0.614289286
17/03/2012,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4,2,2,0,0,0.5,0.5,-0.517143776,-0.517143776,0.712678548,0.712678548,-0.624451733,-0.624451733,0.552860357,0.552860357,0,,0,,0,,0,,0,,0.123943396,-0.071591376,0.123943396,0.030985849
18/03/2012,,,,,1,0,,,,,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
19/03/2012,1,0,1,0,1,0,,,,,1,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0.534570601,0.534570601,0,,-0.56200656,-0.56200656,0,,0,,0,,0,,0,,0,,-0.027435959,-0.56200656,-0.027435959,-0.013717979
20/03/2012,,,,,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,3,0,3,0,1,0,0,,0.641410693,0.641410693,0.494194096,0.494194096,0.497574322,0.497574322,0,,0,,0,,0,,0,,1.633179111,0.991768418,1.633179111,0.544393037
21/03/2012,1,0,1,0,1,0,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0.481113541,0.481113541,0,,0,,0.447816889,0.447816889,0,,0,,0,,0,,0,,0.928930431,0.447816889,0.928930431,0.464465215
22/03/2012,,,,,1,0,,,,,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
23/03/2012,0,1,1,0,1,0,,,,,1,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,0,3,-3,0,0,1,-0.566997813,-0.566997813,0,,-0.555225313,-0.555225313,-0.5969648,-0.5969648,0,,0,,0,,0,,0,,-1.719187926,-1.152190113,-1.719187926,-0.573062642
24/03/2012,1,0,1,0,1,0,0,1,1,0,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0.489701968,0.489701968,-0.422730376,-0.422730376,0,,0.46273168,0.46273168,0,,0,,0,,0,,0,,0.529703273,0.46273168,0.529703273,0.176567758
25/03/2012,,,,,1,0,1,0,1,0,1,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0.619542661,0.619542661,-0.499702782,-0.499702782,0,,0,,0,,0,,0,,0,,0.119839879,-0.499702782,0.119839879,0.05991994
26/03/2012,,,,,1,0,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0.416458512,0.416458512,0,,0,,0,,0,,0,,0.416458512,0.416458512,0.416458512,0.416458512
27/03/2012,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,3,0,3,0,1,0,0.440731772,0.440731772,0.557588395,0.557588395,0.550267496,0.550267496,0,,0,,0,,0,,0,,0,,1.548587663,0.550267496,1.548587663,0.516195888
28/03/2012,1,0,1,0,1,0,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0.396658594,0.396658594,0,,0,,0.374812661,0.374812661,0,,0,,0,,0,,0,,0.771471256,0.374812661,0.771471256,0.385735628
29/03/2012,,,,,1,0,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0.501829556,0.501829556,0.495240746,0.495240746,0,,0,,0,,0,,0,,0,,0.997070302,0.495240746,0.997070302,0.498535151
30/03/2012,1,0,1,0,1,0,,,,,1,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0.356992735,0.356992735,0,,0,,-0.662668605,-0.662668605,0,,0,,0,,0,,0,,-0.30567587,-0.662668605,-0.30567587,-0.152837935
31/03/2012,,,,,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,-0.5483534,-0.5483534,0.445716672,0.445716672,0.403598256,0.403598256,0,,0,,0,,0,,0,,0.300961528,0.849314928,0.300961528,0.100320509
01/04/2012,0,1,1,0,1,0,0,1,1,0,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,-0.678706539,-0.678706539,-0.49351806,-0.49351806,0,,0,,0,,0,,0,,0,,0,,-1.172224598,0,-1.172224598,-0.586112299
02/04/2012,,,,,1,0,,,,,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
03/04/2012,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,4,2,2,0,0,0.5,0.5,0.389164115,0.389164115,-0.444166254,-0.444166254,0.401145005,0.401145005,-0.63676157,-0.63676157,0,,0,,0,,0,,0,,-0.290618704,-0.235616565,-0.290618704,-0.072654676
04/04/2012,,,,,1,0,,,,,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
05/04/2012,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,,,,,0,5,4,1,3,0,0.8,0.2,-0.649752296,-0.649752296,0.600250372,0.600250372,0.361030504,0.361030504,0.426914587,0.426914587,0.5,0.5,0,,0,,0,,0,,1.238443166,1.287945091,1.238443166,0.247688633
06/04/2012,,,,,1,0,,,,,1,,,,,1,,,,,1,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.5,-0.5,0,,0,,0,,-0.5,-0.5,-0.5,-0.5
07/04/2012,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,,,,,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,5,2,3,-1,0,0.4,0.6,-0.584777067,-0.584777067,-0.459774666,-0.459774666,0.324927454,0.324927454,0,,0.45,0.45,-0.45,-0.45,0,,0,,0,,-0.719624278,0.324927454,-0.719624278,-0.143924856
08/04/2012,,,,,1,0,,,,,0,,,,,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0.384223128,0.384223128,0.405,0.405,-0.405,-0.405,0,,0,,0,,0.384223128,0.384223128,0.384223128,0.128074376
09/04/2012,,,,,1,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.3645,0.3645,0.6355,0.6355,0,,0,,0,,1,1,1,0.5
10/04/2012,,,,,1,0,,,,,0,,,,,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,0,,-0.654199185,-0.654199185,-0.67195,-0.67195,0.57195,0.57195,0,,0,,0,,-0.754199185,-0.754199185,-0.754199185,-0.251399728
11/04/2012,,,,,1,0,,,,,0,,,,,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0.411220734,0.411220734,-0.604755,-0.604755,0.514755,0.514755,0,,0,,0,,0.321220734,0.321220734,0.321220734,0.107073578
12/04/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0.47370064,0.47370064,0,,0,,0,,0,,0,,0,,0,,0,,0.47370064,0,0.47370064,0.47370064
13/04/2012,,,,,1,0,,,,,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,4,0,4,0,1,0,0,,0,,0.292434708,0.292434708,0.370098661,0.370098661,0.4557205,0.4557205,0.4632795,0.4632795,0,,0,,0,,1.581533369,1.581533369,1.581533369,0.395383342
14/04/2012,0,1,1,0,1,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,-0.573669424,-0.573669424,0,,0,,0,,0.41014845,0.41014845,-0.58304845,-0.58304845,0,,0,,0,,-0.746569424,-0.1729,-0.746569424,-0.248856475
15/04/2012,,,,,1,0,,,,,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,1,3,-2,0,0.25,0.75,0,,0,,-0.736808762,-0.736808762,-0.666911206,-0.666911206,-0.630866395,-0.630866395,0.475256395,0.475256395,0,,0,,0,,-1.559329968,-1.559329968,-1.559329968,-0.389832492
16/04/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0.483697518,0.483697518,0,,0,,0,,0.432220245,0.432220245,-0.572269245,-0.572269245,0,,0,,0,,0.343648518,-0.140049,0.343648518,0.114549506
17/04/2012,,,,,1,0,,,,,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,2,2,0,0,0.5,0.5,0,,0,,-0.663127886,-0.663127886,0.399779915,0.399779915,-0.61100178,-0.61100178,0.48495768,0.48495768,0,,0,,0,,-0.389392071,-0.389392071,-0.389392071,-0.097348018
18/04/2012,0,1,1,0,1,0,,,,,0,,,,,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,4,1,3,-2,0,0.25,0.75,-0.564672233,-0.564672233,0,,0,,0.359801924,0.359801924,-0.549901602,-0.549901602,-0.563538088,-0.563538088,0,,0,,0,,-1.31831,-0.753637766,-1.31831,-0.3295775
19/04/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,1,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0.403184902,0.403184902,0,,0,,0.492815721,0.492815721,0,,0,,0,,0.896000623,0.896000623,0.896000623,0.448000312
20/04/2012,,,,,1,0,,,,,0,,,,,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,0,,-0.676178269,-0.676178269,-0.494911442,-0.494911442,0.443534149,0.443534149,0,,0,,0,,-0.727555562,-0.727555562,-0.727555562,-0.242518521
21/04/2012,0,1,1,0,1,0,,,,,0,0,1,1,0,1,,,,,1,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,2,2,0,0,0.5,0.5,-0.50820501,-0.50820501,0,,-0.637133588,-0.637133588,0,,0.554579702,0.554579702,0.399180734,0.399180734,0,,0,,0,,-0.191578162,0.316626848,-0.191578162,-0.04789454
22/04/2012,,,,,1,0,,,,,0,,,,,1,1,0,1,0,1,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0.391439558,0.391439558,0,,0,,0,,0,,0,,0.391439558,0.391439558,0.391439558,0.391439558
23/04/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,1,0,2,2,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,2,2,0,0,0.5,0.5,0.542615491,0.542615491,0,,0,,0,,-0.500878268,-0.500878268,0.35926266,0.35926266,0,,0,,0,,0.400999884,-0.141615608,0.400999884,0.133666628
24/04/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0.426579771,0.426579771,0,,0.549209559,0.549209559,-0.676663606,-0.676663606,0,,0,,0,,0.299125724,0.299125724,0.299125724,0.099708575
25/04/2012,,,,,1,0,,,,,0,,,,,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0.352295602,0.352295602,0.494288603,0.494288603,-0.608997245,-0.608997245,0,,0,,0,,0.23758696,0.23758696,0.23758696,0.079195653
26/04/2012,1,0,1,0,1,0,,,,,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,4,4,0,4,0,1,0,0.488353942,0.488353942,0,,0.383921794,0.383921794,0.317066042,0.317066042,0.444859743,0.444859743,0,,0,,0,,0,,1.63420152,1.145847579,1.63420152,0.40855038
27/04/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.599626232,-0.599626232,0.451902479,0.451902479,0,,0,,0,,-0.147723752,-0.147723753,-0.147723752,-0.073861876
28/04/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0.439518548,0.439518548,0,,0,,0,,0.460336392,0.460336392,-0.593287768,-0.593287768,0,,0,,0,,0.306567171,-0.132951376,0.306567171,0.102189057
29/04/2012,,,,,1,0,,,,,0,0,1,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,-0.654470386,-0.654470386,0,,0.414302752,0.414302752,0.466041008,0.466041008,0,,0,,0,,0.225873375,0.225873374,0.225873375,0.075291125
30/04/2012,0,1,1,0,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,-0.604433307,-0.604433307,0,,0,,0,,-0.627127523,-0.627127523,0.419436908,0.419436908,0,,0,,0,,-0.812123922,-0.207690615,-0.812123922,-0.270707974
01/05/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,0.410976653,0.410976653,0,,-0.564414771,-0.564414771,-0.622506783,-0.622506783,0,,0,,0,,-0.775944901,-0.775944901,-0.775944901,-0.2586483
02/05/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0.456010024,0.456010024,0,,0,,0,,-0.507973293,-0.507973293,-0.560256105,-0.560256105,0,,0,,0,,-0.612219375,-1.068229398,-0.612219375,-0.204073125
03/05/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,0,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0.369878988,0.369878988,0,,0,,-0.504230494,-0.504230494,0,,0,,0,,-0.134351507,-0.134351506,-0.134351507,-0.067175753
04/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.457175964,-0.457175964,0.546192555,0.546192555,0,,0,,0,,0.089016591,0.089016591,0.089016591,0.044508295
05/05/2012,0,1,1,0,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,-0.589590979,-0.589590979,0,,0,,0,,0.588541632,0.588541632,-0.5084267,-0.5084267,0,,0,,0,,-0.509476047,0.080114932,-0.509476047,-0.169825349
06/05/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,3,0,3,0,1,0,0,,0,,0.332891089,0.332891089,0,,0.529687469,0.529687469,0.54241597,0.54241597,0,,0,,0,,1.404994528,1.404994528,1.404994528,0.468331509
07/05/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0.469368119,0.469368119,0,,0,,0,,0.476718722,0.476718722,0,,0,,0,,0,,0.946086841,0.476718722,0.946086841,0.473043421
08/05/2012,,,,,1,0,,,,,0,1,0,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,3,0,3,0,1,0,0,,0,,0.29960198,0.29960198,0,,0.42904685,0.42904685,0.488174373,0.488174373,0,,0,,0,,1.216823203,1.216823203,1.216823203,0.405607734
09/05/2012,0,1,1,0,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,-0.577568693,-0.577568693,0,,0,,0,,0.386142165,0.386142165,-0.560643065,-0.560643065,0,,0,,0,,-0.752069592,-0.1745009,-0.752069592,-0.250689864
10/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.495421242,0.495421242,0,,0,,0,,0.495421242,0.495421242,0.495421242,0.495421242
11/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.652472052,-0.652472052,0.445879118,0.445879118,0,,0,,0,,-0.206592934,-0.206592934,-0.206592934,-0.103296467
12/05/2012,1,0,1,0,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,3,0,3,0,1,0,0.480188176,0.480188176,0,,0,,0,,0.412775154,0.412775154,0.401291206,0.401291206,0,,0,,0,,1.294254536,0.81406636,1.294254536,0.431418179
13/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.628502362,-0.628502362,-0.638837915,-0.638837915,0,,0,,0,,-1.267340276,-1.267340277,-1.267340276,-0.633670138
14/05/2012,1,0,1,0,1,0,,,,,0,0,1,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,3,1,2,0,0.75,0.25,0.432169359,0.432169359,0,,-0.730358218,-0.730358218,0,,0.434347874,0.434347874,0.425045877,0.425045877,0,,0,,0,,0.561204892,0.129035533,0.561204892,0.140301223
15/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.609086913,-0.609086913,-0.617458711,-0.617458711,0,,0,,0,,-1.226545624,-1.226545624,-1.226545624,-0.613272812
16/05/2012,0,1,1,0,1,0,,,,,0,1,0,1,0,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,4,1,3,-2,0,0.25,0.75,-0.611047577,-0.611047577,0,,0.342677604,0.342677604,0,,-0.548178222,-0.548178222,-0.55571284,-0.55571284,0,,0,,0,,-1.372261035,-0.761213458,-1.372261035,-0.343065259
17/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.5066396,0.5066396,-0.500141556,-0.500141556,0,,0,,0,,0.006498045,0.006498044,0.006498045,0.003249022
18/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.54402436,-0.54402436,0.5498726,0.5498726,0,,0,,0,,0.00584824,0.00584824,0.00584824,0.00292412
19/05/2012,1,0,1,0,1,0,,,,,0,0,1,1,0,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,4,1,3,-2,0,0.25,0.75,0.450057181,0.450057181,0,,-0.691590157,-0.691590157,0,,-0.489621924,-0.489621924,-0.50511466,-0.50511466,0,,0,,0,,-1.23626956,-1.686326741,-1.23626956,-0.30906739
20/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.559340269,0.559340269,-0.454603194,-0.454603194,0,,0,,0,,0.104737075,0.104737075,0.104737075,0.052368537
21/05/2012,0,1,1,0,1,0,,,,,0,1,0,1,0,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,4,1,3,-2,0,0.25,0.75,-0.594948537,-0.594948537,0,,0.377568859,0.377568859,0,,-0.496593758,-0.496593758,-0.409142875,-0.409142875,0,,0,,0,,-1.123116311,-0.528167774,-1.123116311,-0.280779078
22/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.553065618,0.553065618,0.631771413,0.631771413,0,,0,,0,,1.18483703,1.184837031,1.18483703,0.592418515
23/05/2012,0,1,1,0,1,0,,,,,0,1,0,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,3,1,2,0,0.75,0.25,-0.535453684,-0.535453684,0,,0.339811973,0.339811973,0,,0.497759056,0.497759056,0.568594271,0.568594271,0,,0,,0,,0.870711617,1.4061653,0.870711617,0.217677904
24/05/2012,,,,,1,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,-0.55201685,-0.55201685,0,,0,,0,,0,,-0.55201685,-0.55201685,-0.55201685,-0.55201685
25/05/2012,0,1,1,0,1,0,,,,,0,1,0,1,0,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,4,3,1,2,0,0.75,0.25,-0.481908315,-0.481908315,0,,0.305830776,0.305830776,0,,0.503184835,0.503184835,0.511734844,0.511734844,0,,0,,0,,0.83884214,1.320750455,0.83884214,0.209710535
26/05/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.452866352,0.452866352,0.46056136,0.46056136,0,,0,,0,,0.913427712,0.913427712,0.913427712,0.456713856
27/05/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.407579717,0.407579717,0.414505224,0.414505224,0,,0,,0,,0.82208494,0.822084941,0.82208494,0.41104247
28/05/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.633178255,-0.633178255,-0.626945299,-0.626945299,0,,0,,0,,-1.260123554,-1.260123554,-1.260123554,-0.630061777
