date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,rangers_mask,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,islanders_mask,devils_wins,devils_losses,devils_num_events,devils_ties,devils_mask,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,knicks_mask,mets_wins,mets_losses,mets_num_events,mets_ties,mets_mask,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,yankees_mask,giants_wins,giants_losses,giants_num_events,giants_ties,giants_mask,jets_wins,jets_losses,jets_num_events,jets_ties,jets_mask,nets_wins,nets_losses,nets_num_events,nets_ties,nets_mask,num_events,sum_wins,sum_losses,sports_composite,composite_mask,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,old_sum_pe,mean_pe
29/05/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.43013957,0.43013957,-0.564250769,-0.564250769,0,,0,,0,,-0.134111198,-0.134111199,-0.134111198,-0.067055599
30/05/2012,,,,,0,0,,,,,0,0,1,1,0,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,-0.724752302,-0.724752302,0,,-0.612874387,-0.612874387,0.492174308,0.492174308,0,,0,,0,,-0.84545238,-0.845452381,-0.84545238,-0.28181746
31/05/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
01/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.448413052,0.448413052,0.442956877,0.442956877,0,,0,,0,,0.891369929,0.891369929,0.891369929,0.445684965
02/06/2012,,,,,0,0,,,,,0,0,1,1,0,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,3,1,2,-1,0,0.333333333,0.666666667,0,,0,,-0.652277072,-0.652277072,0,,0.403571747,0.403571747,-0.60133881,-0.60133881,0,,0,,0,,-0.850044135,-0.850044135,-0.850044135,-0.283348045
03/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.363214572,0.363214572,0.458795071,0.458795071,0,,0,,0,,0.822009643,0.822009643,0.822009643,0.411004821
04/06/2012,,,,,0,0,,,,,0,0,1,1,0,1,,,,,0,0,1,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,-0.587049364,-0.587049364,0,,-0.673106885,-0.673106885,0,,0,,0,,0,,-1.260156249,-1.260156249,-1.260156249,-0.630078125
05/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.605796197,-0.605796197,0.412915564,0.412915564,0,,0,,0,,-0.192880633,-0.192880633,-0.192880633,-0.096440316
06/06/2012,,,,,0,0,,,,,0,1,0,1,0,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0.471655572,0.471655572,0,,-0.545216577,-0.545216577,0.371624007,0.371624007,0,,0,,0,,0.298063002,0.298063002,0.298063002,0.099354334
07/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.509305081,0.509305081,-0.665538393,-0.665538393,0,,0,,0,,-0.156233313,-0.156233312,-0.156233313,-0.078116656
08/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.541625427,-0.541625427,0.401015446,0.401015446,0,,0,,0,,-0.140609981,-0.140609981,-0.140609981,-0.070304991
09/06/2012,,,,,0,0,,,,,0,1,0,1,0,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,3,2,1,1,0,0.666666667,0.333333333,0,,0,,0.424490015,0.424490015,0,,-0.487462885,-0.487462885,0.360913901,0.360913901,0,,0,,0,,0.297941032,0.297941031,0.297941032,0.099313677
10/06/2012,,,,,0,0,,,,,0,,,,,1,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.438716596,-0.438716596,0.324822511,0.324822511,0,,0,,0,,-0.113894085,-0.113894085,-0.113894085,-0.056947042
11/06/2012,,,,,0,0,,,,,0,0,1,1,0,1,,,,,0,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,-0.617958987,-0.617958987,0,,0,,0.29234026,0.29234026,0,,0,,0,,-0.325618727,-0.325618727,-0.325618727,-0.162809363
12/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.605155064,0.605155064,0.263106234,0.263106234,0,,0,,0,,0.868261298,0.868261298,0.868261298,0.434130649
13/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.544639557,0.544639557,0.236795611,0.236795611,0,,0,,0,,0.781435168,0.781435168,0.781435168,0.390717584
14/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0.490175601,0.490175601,0,,0,,0,,0,,0.490175601,0.490175601,0.490175601,0.490175601
15/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.558841959,-0.558841959,0.21311605,0.21311605,0,,0,,0,,-0.345725909,-0.345725909,-0.345725909,-0.172862955
16/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.502957763,-0.502957763,0.191804445,0.191804445,0,,0,,0,,-0.311153318,-0.311153318,-0.311153318,-0.155576659
17/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.452661987,-0.452661987,0.172624,0.172624,0,,0,,0,,-0.280037986,-0.280037987,-0.280037986,-0.140018993
18/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.592604212,0.592604212,0.1553616,0.1553616,0,,0,,0,,0.747965812,0.747965812,0.747965812,0.373982906
19/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.533343791,0.533343791,-0.86017456,-0.86017456,0,,0,,0,,-0.326830769,-0.326830769,-0.326830769,-0.163415384
20/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.480009412,0.480009412,-0.774157104,-0.774157104,0,,0,,0,,-0.294147692,-0.294147692,-0.294147692,-0.147073846
21/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
22/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.432008471,0.432008471,-0.696741394,-0.696741394,0,,0,,0,,-0.264732923,-0.264732923,-0.264732923,-0.132366461
23/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.611192376,-0.611192376,0.372932746,0.372932746,0,,0,,0,,-0.238259631,-0.23825963,-0.238259631,-0.119129815
24/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.550073139,-0.550073139,0.335639471,0.335639471,0,,0,,0,,-0.214433668,-0.214433668,-0.214433668,-0.107216834
25/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.495065825,-0.495065825,0.302075524,0.302075524,0,,0,,0,,-0.192990301,-0.192990301,-0.192990301,-0.09649515
26/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.445559242,-0.445559242,0.271867972,0.271867972,0,,0,,0,,-0.173691271,-0.17369127,-0.173691271,-0.086845635
27/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.598996682,0.598996682,0.244681175,0.244681175,0,,0,,0,,0.843677856,0.843677857,0.843677856,0.421838928
28/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.539097014,0.539097014,-0.779786943,-0.779786943,0,,0,,0,,-0.240689929,-0.240689929,-0.240689929,-0.120344965
29/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.485187312,0.485187312,-0.701808249,-0.701808249,0,,0,,0,,-0.216620936,-0.216620937,-0.216620936,-0.108310468
30/06/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.436668581,0.436668581,0.368372576,0.368372576,0,,0,,0,,0.805041157,0.805041157,0.805041157,0.402520579
01/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.606998277,-0.606998277,0.331535319,0.331535319,0,,0,,0,,-0.275462958,-0.275462958,-0.275462958,-0.137731479
02/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.701618213,-0.701618213,0,,0,,0,,-0.701618213,-0.701618213,-0.701618213,-0.701618213
03/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.453701551,0.453701551,-0.631456392,-0.631456392,0,,0,,0,,-0.177754841,-0.177754841,-0.177754841,-0.088877421
04/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.591668604,-0.591668604,0.431689247,0.431689247,0,,0,,0,,-0.159979357,-0.159979357,-0.159979357,-0.079989679
05/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0.467498256,0.467498256,0,,0,,0,,0,,0.467498256,0.467498256,0.467498256,0.467498256
06/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.57925157,-0.57925157,0.388520323,0.388520323,0,,0,,0,,-0.190731247,-0.190731247,-0.190731247,-0.095365624
07/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,1,2,0,1,,,,,0,,,,,0,,,,,0,2,2,1,1,0,0.666666667,0.333333333,0,,0,,0,,0,,0.478673587,0.478673587,-0.15033171,-0.15033171,0,,0,,0,,0.328341878,0.328341877,0.328341878,0.164170939
08/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.569193771,-0.569193771,0.364701461,0.364701461,0,,0,,0,,-0.20449231,-0.20449231,-0.20449231,-0.102246155
09/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
10/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
11/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
12/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,,,,,0,,,,,0,,,,,0,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
13/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.512274394,-0.512274394,0.328231315,0.328231315,0,,0,,0,,-0.184043079,-0.184043079,-0.184043079,-0.09202154
14/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.461046955,-0.461046955,0.295408184,0.295408184,0,,0,,0,,-0.165638771,-0.165638771,-0.165638771,-0.082819386
15/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.414942259,-0.414942259,-0.734132635,-0.734132635,0,,0,,0,,-1.149074894,-1.149074894,-1.149074894,-0.574537447
16/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.339280629,0.339280629,0,,0,,0,,0.339280629,0.339280629,0.339280629,0.339280629
17/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.373448033,-0.373448033,0.305352566,0.305352566,0,,0,,0,,-0.068095468,-0.068095467,-0.068095468,-0.034047734
18/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.33610323,-0.33610323,0.274817309,0.274817309,0,,0,,0,,-0.061285921,-0.061285921,-0.061285921,-0.03064296
19/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.697507093,0.697507093,-0.752664422,-0.752664422,0,,0,,0,,-0.055157329,-0.055157329,-0.055157329,-0.027578664
20/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.372243616,-0.372243616,-0.677397979,-0.677397979,0,,0,,0,,-1.049641596,-1.049641595,-1.049641596,-0.524820798
21/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.335019255,-0.335019255,-0.609658182,-0.609658182,0,,0,,0,,-0.944677436,-0.944677437,-0.944677436,-0.472338718
22/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.301517329,-0.301517329,-0.548692363,-0.548692363,0,,0,,0,,-0.850209693,-0.850209692,-0.850209693,-0.425104846
23/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.271365596,-0.271365596,0.506176873,0.506176873,0,,0,,0,,0.234811277,0.234811277,0.234811277,0.117405638
24/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.244229037,-0.244229037,-0.544440814,-0.544440814,0,,0,,0,,-0.788669851,-0.788669851,-0.788669851,-0.394334926
25/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.219806133,-0.219806133,0.510003267,0.510003267,0,,0,,0,,0.290197134,0.290197134,0.290197134,0.145098567
26/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0.80217448,0.80217448,0,,0,,0,,0,,0.80217448,0.80217448,0.80217448,0.80217448
27/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.278042968,-0.278042968,0.45900294,0.45900294,0,,0,,0,,0.180959973,0.180959972,0.180959973,0.090479986
28/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.250238671,-0.250238671,-0.586897354,-0.586897354,0,,0,,0,,-0.837136025,-0.837136025,-0.837136025,-0.418568012
29/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.774785196,0.774785196,-0.528207618,-0.528207618,0,,0,,0,,0.246577578,0.246577578,0.246577578,0.123288789
30/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.697306677,0.697306677,-0.475386856,-0.475386856,0,,0,,0,,0.22191982,0.221919821,0.22191982,0.11095991
31/07/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.372423991,-0.372423991,-0.427848171,-0.427848171,0,,0,,0,,-0.800272162,-0.800272162,-0.800272162,-0.400136081
01/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.664818408,0.664818408,0.614936646,0.614936646,0,,0,,0,,1.279755054,1.279755054,1.279755054,0.639877527
02/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,,,,,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0.598336567,0.598336567,0,,0,,0,,0,,0.598336567,0.598336567,0.598336567,0.598336567
03/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.46149709,-0.46149709,0.553442982,0.553442982,0,,0,,0,,0.091945892,0.091945892,0.091945892,0.045972946
04/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.584652619,0.584652619,-0.501901317,-0.501901317,0,,0,,0,,0.082751303,0.082751302,0.082751303,0.041375651
05/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.473812643,-0.473812643,0.548288815,0.548288815,0,,0,,0,,0.074476173,0.074476172,0.074476173,0.037238086
06/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,-0.506540066,-0.506540066,0,,0,,0,,-0.506540066,-0.506540066,-0.506540066,-0.506540066
07/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.426431378,-0.426431378,-0.45588606,-0.45588606,0,,0,,0,,-0.882317438,-0.882317438,-0.882317438,-0.441158719
08/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.38378824,-0.38378824,0.589702546,0.589702546,0,,0,,0,,0.205914306,0.205914306,0.205914306,0.102957153
09/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,2,0,2,0,1,0,0,,0,,0,,0,,0.654590584,0.654590584,0.530732292,0.530732292,0,,0,,0,,1.185322875,1.185322876,1.185322875,0.592661438
10/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.410868475,-0.410868475,0.477659062,0.477659062,0,,0,,0,,0.066790588,0.066790587,0.066790588,0.033395294
11/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.369781627,-0.369781627,0.429893156,0.429893156,0,,0,,0,,0.060111529,0.060111529,0.060111529,0.030055764
12/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.667196535,0.667196535,-0.613096159,-0.613096159,0,,0,,0,,0.054100376,0.054100376,0.054100376,0.027050188
13/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,,,,,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0.448213457,0.448213457,0,,0,,0,,0.448213457,0.448213457,0.448213457,0.448213457
14/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.399523118,-0.399523118,0.403392111,0.403392111,0,,0,,0,,0.003868993,0.003868993,0.003868993,0.001934496
15/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.359570806,-0.359570806,0.3630529,0.3630529,0,,0,,0,,0.003482093,0.003482094,0.003482093,0.001741047
16/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.676386274,0.676386274,-0.67325239,-0.67325239,0,,0,,0,,0.003133884,0.003133884,0.003133884,0.001566942
17/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.391252353,-0.391252353,0.394072849,0.394072849,0,,0,,0,,0.002820496,0.002820496,0.002820496,0.001410248
18/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0.647872882,0.647872882,-0.645334436,-0.645334436,0,,0,,0,,0.002538446,0.002538446,0.002538446,0.001269223
19/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,0,1,,,,,0,,,,,0,,,,,0,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,-0.416914406,-0.416914406,0.419199008,0.419199008,0,,0,,0,,0.002284602,0.002284602,0.002284602,0.001142301
20/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.375222965,-0.375222965,-0.622720893,-0.622720893,0,,0,,0,,-0.997943859,-0.997943858,-0.997943859,-0.498971929
21/08/2012,,,,,0,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,,,,,0,,,,,0,,,,,0,2,0,2,-2,0,0,1,0,,0,,0,,0,,-0.337700669,-0.337700669,-0.560448804,-0.560448804,0,,0,,0,,-0.898149473,-0.898149473,-0.898149473,-0.449074736
