,giants_wins,giants_losses,giants_ties,giants_num_events,temp,sharks_wins,sharks_losses,sharks_ties,sharks_num_events,raiders_wins,raiders_losses,raiders_ties,raiders_num_events,warriors_wins,warriors_losses,warriors_ties,warriors_num_events,49ers_wins,49ers_losses,49ers_ties,49ers_num_events,athletics_wins,athletics_losses,athletics_ties,athletics_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,giants_streak,giants_loss_streak,sharks_streak,sharks_loss_streak,raiders_streak,raiders_loss_streak,warriors_streak,warriors_loss_streak,49ers_streak,49ers_loss_streak,athletics_streak,athletics_loss_streak,date,giants_pe,sharks_pe,raiders_pe,warriors_pe,49ers_pe,athletics_pe,sum_pe,sum_pe_with_na,mean_pe
2013-05-27,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-05-27,-0.539984487387,0.0,0.0,0.0,0.0,0.33265546058,-0.207329026808,-0.207329026808,-0.103664513404
2013-05-28,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2013-05-28,-0.485986038649,-0.617076226029,0.0,0.0,0.0,0.299389914522,-0.803672350156,-0.803672350156,-0.267890783385
2013-05-29,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2013-05-29,-0.437387434784,0.0,0.0,0.0,0.0,0.26945092307,-0.167936511714,-0.167936511714,-0.0839682558571
2013-05-30,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-05-30,0.606351308695,0.0,0.0,0.0,0.0,-0.757494169237,-0.151142860543,-0.151142860543,-0.0755714302714
2013-05-31,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-05-31,0.0,0.0,0.0,0.0,0.0,0.318255247686,0.318255247686,0.318255247686,0.318255247686
2013-06-01,0.0,2.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-06-01,-0.454283822175,0.0,0.0,0.0,0.0,0.286429722918,-0.167854099257,-0.167854099257,-0.0839270496286
2013-06-02,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-06-02,0.591144560043,0.0,0.0,0.0,0.0,0.257786750626,0.848931310669,0.848931310669,0.424465655334
2013-06-03,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-06-03,0.0,0.0,0.0,0.0,0.0,0.232008075563,0.232008075563,0.232008075563,0.232008075563
2013-06-04,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-04,0.532030104038,0.0,0.0,0.0,0.0,-0.791192731993,-0.259162627955,-0.259162627955,-0.129581313977
2013-06-05,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-05,-0.521172906366,0.0,0.0,0.0,0.0,0.287926541206,-0.233246365159,-0.233246365159,-0.11662318258
2013-06-06,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-06-06,0.0,0.0,0.0,0.0,0.0,0.259133887086,0.259133887086,0.259133887086,0.259133887086
2013-06-07,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-06-07,-0.469055615729,0.0,0.0,0.0,0.0,0.233220498377,-0.235835117352,-0.235835117352,-0.117917558676
2013-06-08,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-08,0.577849945844,0.0,0.0,0.0,0.0,-0.790101551461,-0.212251605617,-0.212251605617,-0.106125802808
2013-06-09,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-09,0.52006495126,0.0,0.0,0.0,0.0,-0.711091396315,-0.191026445055,-0.191026445055,-0.0955132225275
2013-06-10,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-06-11,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-11,-0.531941543866,0.0,0.0,0.0,0.0,0.360017743317,-0.171923800549,-0.171923800549,-0.0859619002747
2013-06-12,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-06-12,-0.47874738948,0.0,0.0,0.0,0.0,0.324015968985,-0.154731420495,-0.154731420495,-0.0773657102473
2013-06-13,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-06-13,0.569127349468,0.0,0.0,0.0,0.0,0.291614372087,0.860741721555,0.860741721555,0.430370860777
2013-06-14,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-14,0.512214614521,0.0,0.0,0.0,0.0,-0.737547065122,-0.225332450601,-0.225332450601,-0.1126662253
2013-06-15,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-15,-0.539006846931,0.0,0.0,0.0,0.0,-0.66379235861,-1.20279920554,-1.20279920554,-0.60139960277
2013-06-16,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-16,-0.485106162238,0.0,0.0,0.0,0.0,0.402586877251,-0.0825192849865,-0.0825192849865,-0.0412596424932
2013-06-17,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-17,-0.436595546014,0.0,0.0,0.0,0.0,-0.637671810474,-1.07426735649,-1.07426735649,-0.537133678244
2013-06-18,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-18,0.607064008587,0.0,0.0,0.0,0.0,0.426095370573,1.03315937916,1.03315937916,0.51657968958
2013-06-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-19,0.546357607729,0.0,0.0,0.0,0.0,-0.616514166484,-0.0701565587551,-0.0701565587551,-0.0350782793776
2013-06-20,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-20,-0.508278153044,0.0,0.0,0.0,0.0,-0.554862749835,-1.06314090288,-1.06314090288,-0.53157045144
2013-06-21,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-21,-0.45745033774,0.0,0.0,0.0,0.0,0.500623525148,0.0431731874083,0.0431731874083,0.0215865937042
2013-06-22,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-22,0.588294696034,0.0,0.0,0.0,0.0,-0.549438827367,0.0388558686675,0.0388558686675,0.0194279343338
2013-06-23,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-23,-0.470534773569,0.0,0.0,0.0,0.0,-0.49449494463,-0.965029718199,-0.965029718199,-0.4825148591
2013-06-24,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-06-24,-0.423481296212,0.0,0.0,0.0,0.0,0.0,-0.423481296212,-0.423481296212,-0.423481296212
2013-06-25,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-25,-0.381133166591,0.0,0.0,0.0,0.0,0.554954549833,0.173821383242,0.173821383242,0.086910691621
2013-06-26,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-06-26,-0.343019849932,0.0,0.0,0.0,0.0,0.49945909485,0.156439244918,0.156439244918,0.0782196224589
2013-06-27,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-06-28,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-06-28,-0.308717864939,0.0,0.0,0.0,0.0,0.449513185365,0.140795320426,0.140795320426,0.070397660213
2013-06-29,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-06-29,-0.277846078445,0.0,0.0,0.0,0.0,-0.595438133172,-0.873284211617,-0.873284211617,-0.436642105808
2013-06-30,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-06-30,0.7499385294,0.0,0.0,0.0,0.0,0.464105680145,1.21404420955,1.21404420955,0.607022104773
2013-07-01,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-01,-0.32505532354,0.0,0.0,0.0,0.0,0.0,-0.32505532354,-0.32505532354,-0.32505532354
2013-07-02,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-02,-0.292549791186,0.0,0.0,0.0,0.0,0.417695112131,0.125145320945,0.125145320945,0.0625726604723
2013-07-03,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-03,-0.263294812068,0.0,0.0,0.0,0.0,-0.624074399082,-0.88736921115,-0.88736921115,-0.443684605575
2013-07-04,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-04,0.0,0.0,0.0,0.0,0.0,0.438333040826,0.438333040826,0.438333040826,0.438333040826
2013-07-05,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-05,-0.236965330861,0.0,0.0,0.0,0.0,0.394499736743,0.157534405882,0.157534405882,0.0787672029412
2013-07-06,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-06,0.786731202225,0.0,0.0,0.0,0.0,-0.644950236931,0.141780965294,0.141780965294,0.0708904826471
2013-07-07,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-07,-0.291941917997,0.0,0.0,0.0,0.0,0.419544786762,0.127602868765,0.127602868765,0.0638014343824
2013-07-08,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-08,-0.262747726198,0.0,0.0,0.0,0.0,0.377590308086,0.114842581888,0.114842581888,0.0574212909442
2013-07-09,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-07-09,-0.236472953578,0.0,0.0,0.0,0.0,0.339831277277,0.103358323699,0.103358323699,0.0516791618497
2013-07-10,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-10,-0.21282565822,0.0,0.0,0.0,0.0,-0.69415185045,-0.90697750867,-0.90697750867,-0.453488754335
2013-07-11,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-11,0.808456907602,0.0,0.0,0.0,0.0,0.0,0.808456907602,0.808456907602,0.808456907602
2013-07-12,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-07-12,0.727611216842,0.0,0.0,0.0,0.0,-0.624736665405,0.102874551436,0.102874551436,0.0514372757182
2013-07-13,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-13,0.654850095158,0.0,0.0,0.0,0.0,0.437737001135,1.09258709629,1.09258709629,0.546293548146
2013-07-14,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-14,-0.410634914358,0.0,0.0,0.0,0.0,0.393963301022,-0.0166716133365,-0.0166716133365,-0.00833580666826
2013-07-15,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-16,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-17,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-18,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-07-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-19,0.630428577078,0.0,0.0,0.0,0.0,-0.645433029081,-0.0150044520029,-0.0150044520029,-0.00750222600143
2013-07-20,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-07-20,0.56738571937,0.0,0.0,0.0,0.0,-0.580889726172,-0.0135040068026,-0.0135040068026,-0.00675200340129
2013-07-21,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-21,-0.489352852567,0.0,0.0,0.0,0.0,0.477199246445,-0.0121536061223,-0.0121536061223,-0.00607680306116
2013-07-22,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-22,-0.44041756731,0.0,0.0,0.0,0.0,0.4294793218,-0.0109382455101,-0.0109382455101,-0.00546912275504
2013-07-23,1.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-23,0.103624189421,0.0,0.0,0.0,0.0,-0.61346861038,-0.509844420959,-0.509844420959,-0.25492221048
2013-07-24,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-24,-0.406738229521,0.0,0.0,0.0,0.0,0.447878250658,0.0411400211368,0.0411400211368,0.0205700105684
2013-07-25,,,,,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-25,0.0,0.0,0.0,0.0,0.0,-0.596909574408,-0.596909574408,-0.596909574408,-0.596909574408
2013-07-26,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-07-26,-0.366064406569,0.0,0.0,0.0,0.0,0.462781383033,0.0967169764639,0.0967169764639,0.048358488232
2013-07-27,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2013-07-27,-0.329457965912,0.0,0.0,0.0,0.0,0.41650324473,0.0870452788175,0.0870452788175,0.0435226394088
2013-07-28,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2013-07-28,-0.296512169321,0.0,0.0,0.0,0.0,0.374852920257,0.0783407509358,0.0783407509358,0.0391703754679
2013-07-29,,,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2013-07-29,0.0,0.0,0.0,0.0,0.0,0.337367628231,0.337367628231,0.337367628231,0.337367628231
2013-07-30,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-07-30,-0.266860952389,0.0,0.0,0.0,0.0,-0.696369134592,-0.963230086981,-0.963230086981,-0.48161504349
2013-07-31,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-07-31,0.75982514285,0.0,0.0,0.0,0.0,-0.626732221133,0.133092921717,0.133092921717,0.0665464608586
2013-08-01,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2013-08-01,0.683842628565,0.0,0.0,0.0,0.0,0.0,0.683842628565,0.683842628565,0.683842628565
2013-08-02,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2013-08-02,0.615458365708,0.0,0.0,0.0,0.0,-0.564058999019,0.051399366689,0.051399366689,0.0256996833445
2013-08-03,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2013-08-03,-0.446087470862,0.0,0.0,0.0,0.0,0.492346900882,0.0462594300201,0.0462594300201,0.02312971501
2013-08-04,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2013-08-04,-0.401478723776,0.0,0.0,0.0,0.0,-0.556887789206,-0.958366512982,-0.958366512982,-0.479183256491
