,kings_wins,kings_losses,kings_ties,kings_num_events,temp,dodgers_wins,dodgers_losses,dodgers_ties,dodgers_num_events,angels_wins,angels_losses,angels_ties,angels_num_events,lakers_wins,lakers_losses,lakers_ties,lakers_num_events,clippers_wins,clippers_losses,clippers_ties,clippers_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,kings_streak,kings_loss_streak,dodgers_streak,dodgers_loss_streak,angels_streak,angels_loss_streak,lakers_streak,lakers_loss_streak,clippers_streak,clippers_loss_streak,date,kings_pe,dodgers_pe,angels_pe,lakers_pe,clippers_pe,sum_pe,sum_pe_with_na,mean_pe
2013-01-01,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-01-01,0.0,0.0,0.0,-0.5,-0.5,-1.0,-1.0,-0.5
2013-01-02,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-01-02,0.0,0.0,0.0,0.0,-0.45,-0.45,-0.45,-0.45
2013-01-03,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-01-04,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2013-01-04,0.0,0.0,0.0,-0.45,0.595,0.145,0.145,0.0725
2013-01-05,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-01-05,0.0,0.0,0.0,0.0,0.5355,0.5355,0.5355,0.5355
2013-01-06,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2013-01-06,0.0,0.0,0.0,-0.405,0.0,-0.405,-0.405,-0.405
2013-01-07,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2013-01-07,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-01-08,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,2013-01-08,0.0,0.0,0.0,-0.3645,0.0,-0.3645,-0.3645,-0.3645
2013-01-09,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2013-01-09,0.0,0.0,0.0,-0.32805,0.48195,0.1539,0.1539,0.07695
2013-01-10,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2013-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-01-11,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2013-01-11,0.0,0.0,0.0,-0.295245,0.0,-0.295245,-0.295245,-0.295245
2013-01-12,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2013-01-12,0.0,0.0,0.0,0.0,-0.566245,-0.566245,-0.566245,-0.566245
2013-01-13,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-01-13,0.0,0.0,0.0,0.7342795,0.0,0.7342795,0.7342795,0.7342795
2013-01-14,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-01-14,0.0,0.0,0.0,0.0,0.4903795,0.4903795,0.4903795,0.4903795
2013-01-15,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2013-01-15,0.0,0.0,0.0,0.66085155,0.44134155,1.1021931,1.1021931,0.55109655
2013-01-16,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2013-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-01-17,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2013-01-17,0.0,0.0,0.0,-0.405233605,0.397207395,-0.00802621,-0.00802621,-0.004013105
2013-01-18,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2013-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-01-19,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-01-19,-0.5,0.0,0.0,0.0,0.3574866555,-0.1425133445,-0.1425133445,-0.07125667225
2013-01-20,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2013-01-20,0.0,0.0,0.0,-0.3647102445,0.0,-0.3647102445,-0.3647102445,-0.3647102445
2013-01-21,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2013-01-21,0.0,0.0,0.0,-0.32823922005,-0.67826201005,-1.0065012301,-1.0065012301,-0.50325061505
2013-01-22,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2013-01-22,-0.45,0.0,0.0,0.0,-0.610435809045,-1.06043580904,-1.06043580904,-0.530217904522
2013-01-23,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2013-01-23,0.0,0.0,0.0,-0.295415298045,0.0,-0.295415298045,-0.295415298045,-0.295415298045
2013-01-24,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2013-01-24,-0.405,0.0,0.0,0.0,-0.54939222814,-0.95439222814,-0.95439222814,-0.47719611407
2013-01-25,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2013-01-25,0.0,0.0,0.0,0.734126231759,0.0,0.734126231759,0.734126231759,0.734126231759
2013-01-26,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2013-01-26,0.6355,0.0,0.0,0.0,-0.494453005326,0.141046994674,0.141046994674,0.0705234973368
2013-01-27,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-01-27,0.0,0.0,0.0,0.660713608584,0.554992295206,1.21570590379,1.21570590379,0.607852951895
2013-01-28,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-01-28,0.57195,0.0,0.0,0.0,0.0,0.57195,0.57195,0.57195
2013-01-29,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-01-29,0.0,0.0,0.0,0.594642247725,0.0,0.594642247725,0.594642247725,0.594642247725
2013-01-30,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-01-30,0.0,0.0,0.0,-0.464821977047,0.499493065686,0.0346710886383,0.0346710886383,0.0173355443191
2013-01-31,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-01-31,-0.485245,0.0,0.0,0.0,0.0,-0.485245,-0.485245,-0.485245
2013-02-01,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-02-01,0.0,0.0,0.0,0.581660220657,-0.550456240883,0.0312039797744,0.0312039797744,0.0156019898872
2013-02-02,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-02-02,-0.4367205,0.0,0.0,0.0,0.0,-0.4367205,-0.4367205,-0.4367205
2013-02-03,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2013-02-03,0.0,0.0,0.0,0.523494198592,-0.495410616795,0.028083581797,0.028083581797,0.0140417908985
2013-02-04,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2013-02-04,0.0,0.0,0.0,0.0,-0.445869555115,-0.445869555115,-0.445869555115,-0.445869555115
2013-02-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2013-02-05,0.60695155,0.0,0.0,0.471144778733,0.0,1.07809632873,1.07809632873,0.539048164366
2013-02-06,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-02-06,0.0,0.0,0.0,0.0,0.598717400396,0.598717400396,0.598717400396,0.598717400396
2013-02-07,0.0,1.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-02-07,-0.453743605,0.0,0.0,-0.575969699141,0.0,-1.02971330414,-1.02971330414,-0.51485665207
2013-02-08,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-02-08,0.0,0.0,0.0,0.481627270773,-0.461154339643,0.02047293113,0.02047293113,0.010236465565
2013-02-09,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-02-10,0.0,1.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-02-10,-0.4083692445,0.0,0.0,-0.566535456304,0.584961094321,-0.389943606483,-0.389943606483,-0.129981202161
2013-02-11,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-02-11,0.63246767995,0.0,0.0,0.0,0.526464984889,1.15893266484,1.15893266484,0.579466332419
2013-02-12,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-02-12,0.0,0.0,0.0,0.490118089326,0.0,0.490118089326,0.490118089326,0.490118089326
2013-02-13,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-02-13,0.0,0.0,0.0,0.0,0.4738184864,0.4738184864,0.4738184864,0.4738184864
2013-02-14,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-14,0.0,0.0,0.0,-0.558893719606,0.42643663776,-0.132457081846,-0.132457081846,-0.0662285409231
2013-02-15,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-15,0.569220911955,0.0,0.0,0.0,0.0,0.569220911955,0.569220911955,0.569220911955
2013-02-16,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-02-17,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-17,-0.487701179241,0.0,0.0,0.0,0.0,-0.487701179241,-0.487701179241,-0.487701179241
2013-02-18,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-18,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-02-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-02-19,0.561068938684,0.0,0.0,0.0,0.0,0.561068938684,0.561068938684,0.561068938684
2013-02-20,1.0,0.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2013-02-20,0.504962044815,0.0,0.0,0.496995652354,0.0,1.00195769717,1.00195769717,0.500978848585
2013-02-21,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-02-21,0.0,0.0,0.0,0.0,-0.616207026016,-0.616207026016,-0.616207026016,-0.616207026016
2013-02-22,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-02-22,0.0,0.0,0.0,0.447296087119,0.0,0.447296087119,0.447296087119,0.447296087119
2013-02-23,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-02-23,0.454465840334,0.0,0.0,0.0,0.445413676586,0.899879516919,0.899879516919,0.44993975846
2013-02-24,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-02-24,0.0,0.0,0.0,0.402566478407,0.0,0.402566478407,0.402566478407,0.402566478407
2013-02-25,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-02-25,0.4090192563,0.0,0.0,-0.637690169434,0.0,-0.228670913133,-0.228670913133,-0.114335456567
2013-02-26,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-02-26,0.0,0.0,0.0,0.0,0.400872308927,0.400872308927,0.400872308927,0.400872308927
2013-02-27,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-02-27,0.36811733067,0.0,0.0,0.0,0.0,0.36811733067,0.36811733067,0.36811733067
2013-02-28,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-02-28,0.0,0.0,0.0,0.42607884751,0.360785078034,0.786863925544,0.786863925544,0.393431962772
2013-03-01,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2013-03-01,0.0,0.0,0.0,0.0,0.324706570231,0.324706570231,0.324706570231,0.324706570231
2013-03-02,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2013-03-02,-0.668694402397,0.0,0.0,0.0,0.0,-0.668694402397,-0.668694402397,-0.668694402397
2013-03-03,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-03-03,0.0,0.0,0.0,0.383470962759,-0.707764086792,-0.324293124033,-0.324293124033,-0.162146562017
2013-03-04,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-03-04,0.398175037843,0.0,0.0,0.0,0.0,0.398175037843,0.398175037843,0.398175037843
2013-03-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-03-05,0.358357534059,0.0,0.0,-0.654876133517,0.0,-0.296518599459,-0.296518599459,-0.148259299729
2013-03-06,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-03-06,0.0,0.0,0.0,0.410611479835,0.363012321887,0.773623801722,0.773623801722,0.386811900861
2013-03-07,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-03-07,-0.677478219347,0.0,0.0,0.0,-0.673288910302,-1.35076712965,-1.35076712965,-0.675383564824
2013-03-08,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-03-08,0.0,0.0,0.0,0.369550331851,0.0,0.369550331851,0.369550331851,0.369550331851
2013-03-09,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-03-09,0.390269602587,0.0,0.0,0.0,0.0,0.390269602587,0.390269602587,0.390269602587
2013-03-10,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-03-10,0.0,0.0,0.0,0.332595298666,0.394039980729,0.726635279395,0.726635279395,0.363317639697
2013-03-11,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2013-03-11,0.351242642329,0.0,0.0,0.0,0.0,0.351242642329,0.351242642329,0.351242642329
2013-03-12,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2013-03-12,-0.683881621904,0.0,0.0,0.299335768799,0.0,-0.384545853105,-0.384545853105,-0.192272926552
2013-03-13,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-03-13,0.0,0.0,0.0,-0.730597808081,-0.645364017344,-1.37596182542,-1.37596182542,-0.687980912712
2013-03-14,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-03-14,-0.615493459714,0.0,0.0,0.0,0.0,-0.615493459714,-0.615493459714,-0.615493459714
2013-03-15,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-03-15,0.0,0.0,0.0,0.342461972728,0.0,0.342461972728,0.342461972728,0.342461972728
2013-03-16,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-03-16,0.446055886258,0.0,0.0,0.0,0.0,0.446055886258,0.446055886258,0.446055886258
2013-03-17,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-03-17,0.0,0.0,0.0,0.308215775455,0.41917238439,0.727388159845,0.727388159845,0.363694079922
2013-03-18,1.0,0.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-03-18,0.401450297632,0.0,0.0,-0.722605802091,0.0,-0.321155504459,-0.321155504459,-0.160577752229
2013-03-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-03-19,0.361305267869,0.0,0.0,0.0,-0.622744854049,-0.26143958618,-0.26143958618,-0.13071979309
2013-03-20,,,,,0.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-03-20,0.0,0.0,0.0,0.0,0.439529631356,0.439529631356,0.439529631356,0.439529631356
2013-03-21,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-03-21,-0.674825258918,0.0,0.0,0.0,0.0,-0.674825258918,-0.674825258918,-0.674825258918
2013-03-22,,,,,0.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2013-03-22,0.0,0.0,0.0,-0.650345221882,0.0,-0.650345221882,-0.650345221882,-0.650345221882
