,kings_wins,kings_losses,kings_ties,kings_num_events,temp,dodgers_wins,dodgers_losses,dodgers_ties,dodgers_num_events,angels_wins,angels_losses,angels_ties,angels_num_events,lakers_wins,lakers_losses,lakers_ties,lakers_num_events,clippers_wins,clippers_losses,clippers_ties,clippers_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,kings_streak,kings_loss_streak,dodgers_streak,dodgers_loss_streak,angels_streak,angels_loss_streak,lakers_streak,lakers_loss_streak,clippers_streak,clippers_loss_streak,date,kings_pe,dodgers_pe,angels_pe,lakers_pe,clippers_pe,sum_pe,sum_pe_with_na,mean_pe
2013-10-09,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-09,0.5545,0.0,0.0,0.0,0.0,0.5545,0.5545,0.5545
2013-10-10,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-11,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-11,0.49905,-0.540110070147,0.0,0.0,0.0,-0.0410600701467,-0.0410600701467,-0.0205300350733
2013-10-12,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-12,0.0,-0.486099063132,0.0,0.0,0.0,-0.486099063132,-0.486099063132,-0.486099063132
2013-10-13,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-13,0.449145,0.0,0.0,0.0,0.0,0.449145,0.449145,0.449145
2013-10-14,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-14,0.0,0.562510843181,0.0,0.0,0.0,0.562510843181,0.562510843181,0.562510843181
2013-10-15,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-15,-0.5957695,-0.493740241137,0.0,0.0,0.0,-1.08950974114,-1.08950974114,-0.544754870568
2013-10-16,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-16,0.0,0.555633782977,0.0,0.0,0.0,0.555633782977,0.555633782977,0.555633782977
2013-10-17,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-17,0.46380745,0.0,0.0,0.0,0.0,0.46380745,0.46380745,0.46380745
2013-10-18,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-18,0.0,-0.499929595321,0.0,0.0,0.0,-0.499929595321,-0.499929595321,-0.499929595321
2013-10-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-19,0.417426705,0.0,0.0,0.0,0.0,0.417426705,0.417426705,0.417426705
2013-10-20,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-21,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-21,-0.6243159655,0.0,0.0,0.0,0.0,-0.6243159655,-0.6243159655,-0.6243159655
2013-10-22,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-22,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-23,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-24,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-24,0.43811563105,0.0,0.0,0.0,0.0,0.43811563105,0.43811563105,0.43811563105
2013-10-25,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-26,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-27,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-27,0.394304067945,0.0,0.0,0.0,0.0,0.394304067945,0.394304067945,0.394304067945
2013-10-28,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-10-29,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-29,-0.64512633885,0.0,0.0,0.0,0.0,-0.64512633885,-0.64512633885,-0.64512633885
2013-10-30,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-30,0.419386295035,0.0,0.0,0.0,0.0,0.419386295035,0.419386295035,0.419386295035
2013-10-31,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-11-01,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2013-11-01,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,0.0
2013-11-02,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,2013-11-02,-0.622552334468,0.0,0.0,0.0,0.0,-0.622552334468,-0.622552334468,-0.622552334468
2013-11-03,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2013-11-03,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55
2013-11-04,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2013-11-04,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45
2013-11-05,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2013-11-05,0.0,0.0,0.0,-0.505,0.0,-0.505,-0.505,-0.505
2013-11-06,,,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-11-06,0.0,0.0,0.0,0.0,-0.595,-0.595,-0.595,-0.595
2013-11-07,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2013-11-07,0.439702898979,0.0,0.0,0.5455,-0.5355,0.449702898979,0.449702898979,0.149900966326
2013-11-08,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-11-08,0.0,0.0,0.0,-0.50905,0.0,-0.50905,-0.50905,-0.50905
2013-11-09,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-11-09,0.395732609081,0.0,0.0,0.0,0.51805,0.913782609081,0.913782609081,0.45689130454
2013-11-10,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2013-11-10,0.0,0.0,0.0,-0.458145,0.0,-0.458145,-0.458145,-0.458145
2013-11-11,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-11-11,0.0,0.0,0.0,0.0,0.466245,0.466245,0.466245,0.466245
2013-11-12,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-11-12,-0.643840651827,0.0,0.0,0.5876695,0.0,-0.0561711518272,-0.0561711518272,-0.0280855759136
2013-11-13,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2013-11-13,0.0,0.0,0.0,-0.47109745,0.4196205,-0.05147695,-0.05147695,-0.025738475
2013-11-14,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2013-11-14,0.420543413355,0.0,0.0,0.0,0.0,0.420543413355,0.420543413355,0.420543413355
2013-11-15,1.0,0.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2013-11-15,0.37848907202,0.0,0.0,-0.423987705,0.0,-0.0454986329801,-0.0454986329801,-0.02274931649
2013-11-16,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2013-11-16,0.0,0.0,0.0,0.0,0.37765845,0.37765845,0.37765845,0.37765845
2013-11-17,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2013-11-17,0.340640164818,0.0,0.0,0.6184110655,0.0,0.959051230318,0.959051230318,0.479525615159
2013-11-18,,,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-11-18,0.0,0.0,0.0,0.0,-0.660107395,-0.660107395,-0.660107395,-0.660107395
2013-11-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-11-19,0.306576148336,0.0,0.0,0.0,0.0,0.306576148336,0.306576148336,0.306576148336
2013-11-20,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-11-20,0.0,0.0,0.0,0.0,0.4059033445,0.4059033445,0.4059033445,0.4059033445
2013-11-21,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-11-21,-0.724081466497,0.0,0.0,0.0,-0.63468698995,-1.35876845645,-1.35876845645,-0.679384228224
2013-11-22,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2013-11-22,0.0,0.0,0.0,0.55656995895,0.0,0.55656995895,0.55656995895,0.55656995895
2013-11-23,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2013-11-23,-0.651673319848,0.0,0.0,0.0,0.428781709045,-0.222891610803,-0.222891610803,-0.111445805401
2013-11-24,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2013-11-24,0.0,0.0,0.0,0.500912963055,0.38590353814,0.886816501195,0.886816501195,0.443408250598
2013-11-25,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2013-11-25,0.413494012137,0.0,0.0,0.0,0.0,0.413494012137,0.413494012137,0.413494012137
2013-11-26,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-11-26,0.0,0.0,0.0,-0.549178333251,0.0,-0.549178333251,-0.549178333251,-0.549178333251
2013-11-27,0.0,1.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-11-27,-0.627855389077,0.0,0.0,0.505739500075,0.347313184326,0.225197295324,0.225197295324,0.0750657651081
2013-11-28,,,,,1.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-11-29,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2013-11-29,0.0,0.0,0.0,0.455165550067,0.312581865894,0.767747415961,0.767747415961,0.38387370798
2013-11-30,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2013-11-30,-0.565069850169,0.0,0.0,0.0,0.0,-0.565069850169,-0.565069850169,-0.565069850169
2013-12-01,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-12-01,0.0,0.0,0.0,-0.59035100494,-0.718676320696,-1.30902732564,-1.30902732564,-0.654513662818
2013-12-02,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-12-02,0.491437134848,0.0,0.0,0.0,0.0,0.491437134848,0.491437134848,0.491437134848
2013-12-03,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-12-03,0.442293421363,0.0,0.0,0.0,0.0,0.442293421363,0.442293421363,0.442293421363
2013-12-04,,,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2013-12-04,0.0,0.0,0.0,0.0,-0.646808688626,-0.646808688626,-0.646808688626,-0.646808688626
2013-12-05,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-12-05,0.0,0.0,0.0,0.0,0.417872180237,0.417872180237,0.417872180237,0.417872180237
2013-12-06,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-12-06,0.0,0.0,0.0,0.468684095554,0.0,0.468684095554,0.468684095554,0.468684095554
2013-12-07,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2013-12-07,0.398064079227,0.0,0.0,0.0,-0.623915037787,-0.22585095856,-0.22585095856,-0.11292547928
2013-12-08,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2013-12-08,0.0,0.0,0.0,-0.578184314001,0.0,-0.578184314001,-0.578184314001,-0.578184314001
2013-12-09,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013-12-09,0.0,0.0,0.0,0.0,0.438476465992,0.438476465992,0.438476465992,0.438476465992
2013-12-10,1.0,0.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2013-12-10,0.358257671304,0.0,0.0,-0.520365882601,0.0,-0.162108211297,-0.162108211297,-0.0810541056484
2013-12-11,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,7.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2013-12-11,0.322431904174,0.0,0.0,0.0,0.394628819392,0.717060723566,0.717060723566,0.358530361783
2013-12-12,,,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2013-12-12,0.0,0.0,0.0,0.0,-0.644834062547,-0.644834062547,-0.644834062547,-0.644834062547
2013-12-13,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2013-12-13,0.0,0.0,0.0,-0.468329294341,0.0,-0.468329294341,-0.468329294341,-0.468329294341
2013-12-14,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,3.0,0.0,3.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-12-14,0.290188713756,0.0,0.0,0.578503635093,0.419649343708,1.28834169256,1.28834169256,0.429447230852
2013-12-15,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2013-12-15,-0.738830157619,0.0,0.0,0.0,0.0,-0.738830157619,-0.738830157619,-0.738830157619
2013-12-16,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2013-12-16,0.0,0.0,0.0,-0.479346728416,0.377684409337,-0.101662319079,-0.101662319079,-0.0508311595395
2013-12-17,1.0,0.0,0.0,1.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2013-12-17,0.335052858143,0.0,0.0,0.568587944425,0.0,0.903640802568,0.903640802568,0.451820401284
2013-12-18,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-12-18,0.0,0.0,0.0,0.0,0.339915968403,0.339915968403,0.339915968403,0.339915968403
2013-12-19,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2013-12-19,0.301547572328,0.0,0.0,0.0,0.0,0.301547572328,0.301547572328,0.301547572328
2013-12-20,,,,,1.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2013-12-20,0.0,0.0,0.0,0.511729149983,0.0,0.511729149983,0.511729149983,0.511729149983
2013-12-21,1.0,0.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2013-12-21,0.271392815096,0.0,0.0,-0.539443765015,0.305924371563,0.0378734216432,0.0378734216432,0.0126244738811
2013-12-22,,,,,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1,1.0,0.0,1.0,1.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2013-12-22,0.0,0.0,0.0,0.0,0.275331934407,0.275331934407,0.275331934407,0.275331934407
2013-12-23,0.0,1.0,0.0,1.0,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2013-12-23,-0.755746466414,0.0,0.0,-0.485499388514,0.0,-1.24124585493,-1.24124585493,-0.620622927464
2013-12-24,,,,,1.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,2013-12-24,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-12-25,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2013-12-25,0.0,0.0,0.0,-0.436949449662,-0.752201259034,-1.1891507087,-1.1891507087,-0.594575354348
2013-12-26,,,,,1.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1,0.0,1.0,-1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2013-12-26,0.0,0.0,0.0,0.0,-0.676981133131,-0.676981133131,-0.676981133131,-0.676981133131
2013-12-27,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2013-12-27,0.0,0.0,0.0,-0.393254504696,0.0,-0.393254504696,-0.393254504696,-0.393254504696
2013-12-28,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,1.0,0.0,0.0,1.0,2,1.0,1.0,0.0,0.5,0.5,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2013-12-28,-0.680171819773,0.0,0.0,0.0,0.390716980183,-0.28945483959,-0.28945483959,-0.144727419795
2013-12-29,,,,,1.0,,,,,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2013-12-29,0.0,0.0,0.0,-0.353929054227,0.0,-0.353929054227,-0.353929054227,-0.353929054227
