date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,temp,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,mets_wins,mets_losses,mets_num_events,mets_ties,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,giants_wins,giants_losses,giants_num_events,giants_ties,jets_wins,jets_losses,jets_num_events,jets_ties,nets_wins,nets_losses,nets_num_events,nets_ties,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,rangers_pe,rangers_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,mean_pe
09/04/2013,,,,,0,1,0,1,0,0,1,1,0,1,0,1,0,,,,,,,,,1,0,1,0,4,3,1,2,0.75,0.25,0,,0.171440884,0.171440884,-0.62234155,-0.62234155,0.50524155,0.50524155,0,,0,,0.436352245,0.436352245,0.490693129,0.490693129,0.122673282
10/04/2013,1,0,1,0,0,,,,,0,1,1,0,,,,,,,,,,,,,1,0,1,0,3,2,1,1,0.666666667,0.333333333,0.536380662,0.536380662,0,,-0.560107395,-0.560107395,0,,0,,0,,0.39271702,0.39271702,0.368990287,0.368990287,0.122996762
11/04/2013,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,-0.845703204,-0.845703204,0,,0,,0,,0,,0,,-0.845703204,-0.845703204,-0.845703204
12/04/2013,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,1,0,1,0,4,4,0,4,1,0,0,,0.238867116,0.238867116,0.495903345,0.495903345,0.454717395,0.454717395,0,,0,,0.353445318,0.353445318,1.542933174,1.542933174,0.385733293
13/04/2013,1,0,1,0,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.482742595,0.482742595,0,,0.44631301,0.44631301,-0.590754345,-0.590754345,0,,0,,0,,0.338301261,0.338301261,0.112767087
14/04/2013,,,,,0,1,0,1,0,,,,,1,0,1,0,,,,,,,,,0,1,1,0,3,2,1,1,0.666666667,0.333333333,0,,0.214980404,0.214980404,0,,0.46832109,0.46832109,0,,0,,-0.681899214,-0.681899214,0.001402281,0.001402281,0.000467427
15/04/2013,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,0,2,1,1,0,0.5,0.5,0,,-0.806517636,-0.806517636,0,,0,,0,,0,,0.386290708,0.386290708,-0.420226928,-0.420226928,-0.210113464
16/04/2013,0,1,1,0,0,,,,,0,2,2,0,1,0,1,0,,,,,,,,,,,,,3,1,3,-2,0.25,0.75,-0.565531664,-0.565531664,0,,-0.598318291,-0.598318291,0.421488981,0.421488981,0,,0,,0,,-0.742360974,-0.742360974,-0.247453658
17/04/2013,,,,,0,1,0,1,0,,,,,1,0,1,0,,,,,,,,,1,0,1,0,3,3,0,3,1,0,0,,0.274134128,0.274134128,0,,0.379340083,0.379340083,0,,0,,0.347661637,0.347661637,1.001135847,1.001135847,0.333711949
18/04/2013,1,0,1,0,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,0.491021502,0.491021502,0,,-0.538486462,-0.538486462,-0.658593925,-0.658593925,0,,0,,0,,-0.706058885,-0.706058885,-0.235352962
19/04/2013,1,0,1,0,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,3,3,0,3,1,0,0.441919352,0.441919352,0,,0.515362184,0.515362184,0.407265467,0.407265467,0,,0,,0,,1.364547003,1.364547003,0.454849001
20/04/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.536174034,-0.536174034,0.36653892,0.36653892,0,,0,,0,,-0.169635114,-0.169635114,-0.084817557
21/04/2013,1,0,1,0,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.397727417,0.397727417,0,,0.517443369,0.517443369,-0.670114972,-0.670114972,0,,0,,0,,0.245055814,0.245055814,0.081685271
22/04/2013,,,,,0,,,,,,,,,0,1,1,0,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,0,,-0.603103474,-0.603103474,0,,0,,0,,-0.603103474,-0.603103474,-0.603103474
23/04/2013,0,1,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,-0.642045325,-0.642045325,0,,-0.534300968,-0.534300968,0.457206873,0.457206873,0,,0,,0,,-0.71913942,-0.71913942,-0.23971314
24/04/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.519129129,0.519129129,-0.588513814,-0.588513814,0,,0,,0,,-0.069384685,-0.069384685,-0.034692343
25/04/2013,1,0,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.422159208,0.422159208,0,,-0.532783784,-0.532783784,0.470337567,0.470337567,0,,0,,0,,0.359712991,0.359712991,0.11990433
26/04/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.479505405,-0.479505405,0.42330381,0.42330381,0,,0,,0,,-0.056201595,-0.056201595,-0.028100798
27/04/2013,1,0,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.379943287,0.379943287,0,,-0.431554865,-0.431554865,0.380973429,0.380973429,0,,0,,0,,0.329361851,0.329361851,0.109787284
28/04/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.388399378,-0.388399378,0.342876086,0.342876086,0,,0,,0,,-0.045523292,-0.045523292,-0.022761646
29/04/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.349559441,-0.349559441,-0.691411522,-0.691411522,0,,0,,0,,-1.040970963,-1.040970963,-0.520485481
30/04/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.314603496,-0.314603496,0.37772963,0.37772963,0,,0,,0,,0.063126134,0.063126134,0.031563067
01/05/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.716856853,0.716856853,0.339956667,0.339956667,0,,0,,0,,1.05681352,1.05681352,0.52840676
02/05/2013,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,-0.658051042,-0.658051042,0,,0,,0,,0,,0,,0,,-0.658051042,-0.658051042,-0.658051042
03/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.645171168,0.645171168,-0.694039,-0.694039,0,,0,,0,,-0.048867832,-0.048867832,-0.024433916
04/05/2013,0,1,1,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,-0.592245938,-0.592245938,0,,0,,0.3753649,0.3753649,0,,0,,0,,-0.216881037,-0.216881037,-0.108440519
05/05/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.419345949,-0.419345949,-0.66217159,-0.66217159,0,,0,,0,,-1.081517539,-1.081517539,-0.540758769
06/05/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.466978656,0.466978656,0,,0,,0,,0,,0,,0,,0.466978656,0.466978656,0.466978656
07/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.622588646,0.622588646,-0.595954431,-0.595954431,0,,0,,0,,0.026634215,0.026634215,0.013317108
08/05/2013,1,0,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.420280791,0.420280791,0,,-0.439670219,-0.439670219,0.463641012,0.463641012,0,,0,,0,,0.444251584,0.444251584,0.148083861
09/05/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.604296803,0.604296803,0.417276911,0.417276911,0,,0,,0,,1.021573714,1.021573714,0.510786857
10/05/2013,0,1,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,-0.621747289,-0.621747289,0,,-0.456132877,-0.456132877,0.37554922,0.37554922,0,,0,,0,,-0.702330946,-0.702330946,-0.234110315
11/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.410519589,-0.410519589,0.337994298,0.337994298,0,,0,,0,,-0.072525291,-0.072525291,-0.036262646
12/05/2013,1,0,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,2,1,1,0.666666667,0.333333333,0.44042744,0.44042744,0,,-0.36946763,-0.36946763,0.304194868,0.304194868,0,,0,,0,,0.375154678,0.375154678,0.125051559
13/05/2013,1,0,1,0,0,,,,,0,1,1,0,1,1,2,0,,,,,,,,,,,,,3,2,2,0,0.5,0.5,0.396384696,0.396384696,0,,-0.332520867,-0.332520867,-0.226224619,-0.226224619,0,,0,,0,,-0.16236079,-0.16236079,-0.054120263
14/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.299268781,-0.299268781,0.296397843,0.296397843,0,,0,,0,,-0.002870937,-0.002870937,-0.001435469
15/05/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.269341903,-0.269341903,-0.733241941,-0.733241941,0,,0,,0,,-1.002583844,-1.002583844,-0.501291922
16/05/2013,0,1,1,0,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,-0.643253773,-0.643253773,0,,0.757592288,0.757592288,-0.659917747,-0.659917747,0,,0,,0,,-0.545579233,-0.545579233,-0.181859744
17/05/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.681833059,0.681833059,0.406074028,0.406074028,0,,0,,0,,1.087907087,1.087907087,0.543953543
18/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.386350247,-0.386350247,0.365466625,0.365466625,0,,0,,0,,-0.020883622,-0.020883622,-0.010441811
19/05/2013,0,1,1,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,2,1,1,0,0.5,0.5,-0.578928396,-0.578928396,0,,0.652284778,0.652284778,0,,0,,0,,0,,0.073356382,0.073356382,0.036678191
20/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.4129437,-0.4129437,0.328919962,0.328919962,0,,0,,0,,-0.084023738,-0.084023738,-0.042011869
21/05/2013,0,1,1,0,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,3,0,3,-3,0,1,-0.521035556,-0.521035556,0,,-0.37164933,-0.37164933,-0.703972034,-0.703972034,0,,0,,0,,-1.59665692,-1.59665692,-0.532218973
22/05/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.334484397,-0.334484397,-0.63357483,-0.63357483,0,,0,,0,,-0.968059227,-0.968059227,-0.484029614
23/05/2013,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0.531067999,0.531067999,0,,0,,0,,0,,0,,0,,0.531067999,0.531067999,0.531067999
24/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.301035957,-0.301035957,0.429782653,0.429782653,0,,0,,0,,0.128746695,0.128746695,0.064373348
25/05/2013,0,1,1,0,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,3,1,2,-1,0.333333333,0.666666667,-0.522038801,-0.522038801,0,,-0.270932362,-0.270932362,0.386804387,0.386804387,0,,0,,0,,-0.406166775,-0.406166775,-0.135388925
26/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.756160875,0.756160875,-0.651876051,-0.651876051,0,,0,,0,,0.104284823,0.104284823,0.052142412
27/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.680544787,0.680544787,-0.586688446,-0.586688446,0,,0,,0,,0.093856341,0.093856341,0.04692817
28/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.612490308,0.612490308,-0.528019602,-0.528019602,0,,0,,0,,0.084470707,0.084470707,0.042235353
29/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.551241278,0.551241278,-0.475217641,-0.475217641,0,,0,,0,,0.076023636,0.076023636,0.038011818
30/05/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.49611715,0.49611715,-0.427695877,-0.427695877,0,,0,,0,,0.068421272,0.068421272,0.034210636
31/05/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.553494565,-0.553494565,0.61507371,0.61507371,0,,0,,0,,0.061579145,0.061579145,0.030789573
01/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.498145109,-0.498145109,-0.446433661,-0.446433661,0,,0,,0,,-0.944578769,-0.944578769,-0.472289385
02/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.448330598,-0.448330598,-0.401790295,-0.401790295,0,,0,,0,,-0.850120892,-0.850120892,-0.425060446
03/06/2013,,,,,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0,,0.638388735,0.638388735,0,,0,,0,,0.638388735,0.638388735,0.638388735
04/06/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.403497538,-0.403497538,0.574549861,0.574549861,0,,0,,0,,0.171052323,0.171052323,0.085526162
05/06/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.636852216,0.636852216,0.517094875,0.517094875,0,,0,,0,,1.153947091,1.153947091,0.576973546
06/06/2013,,,,,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0,,0.465385388,0.465385388,0,,0,,0,,0.465385388,0.465385388,0.465385388
07/06/2013,,,,,0,,,,,,,,,0,1,1,0,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,0,,-0.581153151,-0.581153151,0,,0,,0,,-0.581153151,-0.581153151,-0.581153151
08/06/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.426833006,-0.426833006,0.476962164,0.476962164,0,,0,,0,,0.050129158,0.050129158,0.025064579
09/06/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.384149705,-0.384149705,0.429265948,0.429265948,0,,0,,0,,0.045116242,0.045116242,0.022558121
10/06/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
11/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.345734735,-0.345734735,-0.613660647,-0.613660647,0,,0,,0,,-0.959395382,-0.959395382,-0.479697691
12/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.688838739,0.688838739,-0.552294582,-0.552294582,0,,0,,0,,0.136544156,0.136544156,0.068272078
13/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.380045135,-0.380045135,-0.497065124,-0.497065124,0,,0,,0,,-0.877110259,-0.877110259,-0.43855513
14/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.342040622,-0.342040622,-0.447358612,-0.447358612,0,,0,,0,,-0.789399233,-0.789399233,-0.394699617
15/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.307836559,-0.307836559,-0.402622751,-0.402622751,0,,0,,0,,-0.71045931,-0.71045931,-0.355229655
16/06/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.722947097,0.722947097,0.637639524,0.637639524,0,,0,,0,,1.360586621,1.360586621,0.680293311
17/06/2013,,,,,0,,,,,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,0,,-0.349347613,-0.349347613,0,,0,,0,,0,,-0.349347613,-0.349347613,-0.349347613
18/06/2013,,,,,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,1,2,0,2,1,0,0,,0,,0.685587148,0.685587148,0,,0,,0,,0,,0.685587148,0.685587148,0.685587148
19/06/2013,,,,,0,,,,,0,1,1,0,1,1,2,0,,,,,,,,,,,,,2,1,2,-1,0.333333333,0.666666667,0,,0,,-0.382971567,-0.382971567,0.073875572,0.073875572,0,,0,,0,,-0.309095995,-0.309095995,-0.154547997
20/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.65532559,0.65532559,-0.433511985,-0.433511985,0,,0,,0,,0.221813605,0.221813605,0.110906802
21/06/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.589793031,0.589793031,0.609839213,0.609839213,0,,0,,0,,1.199632244,1.199632244,0.599816122
22/06/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.469186272,-0.469186272,0.548855292,0.548855292,0,,0,,0,,0.07966902,0.07966902,0.03983451
23/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.577732355,0.577732355,-0.506030237,-0.506030237,0,,0,,0,,0.071702118,0.071702118,0.035851059
24/06/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
25/06/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.48004088,-0.48004088,0.544572787,0.544572787,0,,0,,0,,0.064531906,0.064531906,0.032265953
26/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.567963208,0.567963208,-0.509884492,-0.509884492,0,,0,,0,,0.058078716,0.058078716,0.029039358
27/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.511166887,0.511166887,-0.458896043,-0.458896043,0,,0,,0,,0.052270844,0.052270844,0.026135422
28/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.539949802,-0.539949802,-0.413006439,-0.413006439,0,,0,,0,,-0.95295624,-0.95295624,-0.47647812
29/06/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.514045178,0.514045178,-0.371705795,-0.371705795,0,,0,,0,,0.142339384,0.142339384,0.071169692
30/06/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.537359339,-0.537359339,-0.334535215,-0.334535215,0,,0,,0,,-0.871894555,-0.871894555,-0.435947277
01/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.516376594,0.516376594,0.698918306,0.698918306,0,,0,,0,,1.215294901,1.215294901,0.60764745
02/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.464738935,0.464738935,0.629026476,0.629026476,0,,0,,0,,1.093765411,1.093765411,0.546882705
03/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.581734958,-0.581734958,0.566123828,0.566123828,0,,0,,0,,-0.01561113,-0.01561113,-0.007805565
04/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.523561463,-0.523561463,0.509511445,0.509511445,0,,0,,0,,-0.014050017,-0.014050017,-0.007025009
05/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.528794684,0.528794684,0.458560301,0.458560301,0,,0,,0,,0.987354984,0.987354984,0.493677492
06/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.524084785,-0.524084785,0.412704271,0.412704271,0,,0,,0,,-0.111380514,-0.111380514,-0.055690257
07/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.528323694,0.528323694,-0.628566156,-0.628566156,0,,0,,0,,-0.100242463,-0.100242463,-0.050121231
08/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.475491324,0.475491324,-0.565709541,-0.565709541,0,,0,,0,,-0.090218216,-0.090218216,-0.045109108
09/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.427942192,0.427942192,-0.509138587,-0.509138587,0,,0,,0,,-0.081196395,-0.081196395,-0.040598197
10/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.385147973,0.385147973,0.541775272,0.541775272,0,,0,,0,,0.926923245,0.926923245,0.463461622
11/07/2013,,,,,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0,,0.487597745,0.487597745,0,,0,,0,,0.487597745,0.487597745,0.487597745
12/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.653366825,-0.653366825,0.43883797,0.43883797,0,,0,,0,,-0.214528854,-0.214528854,-0.107264427
13/07/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.588030142,-0.588030142,-0.605045827,-0.605045827,0,,0,,0,,-1.193075969,-1.193075969,-0.596537984
14/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.470772872,0.470772872,-0.544541244,-0.544541244,0,,0,,0,,-0.073768372,-0.073768372,-0.036884186
15/07/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
16/07/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
17/07/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
18/07/2013,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
19/07/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.576304415,-0.576304415,-0.49008712,-0.49008712,0,,0,,0,,-1.066391535,-1.066391535,-0.533195767
20/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.481326026,0.481326026,0.558921592,0.558921592,0,,0,,0,,1.040247619,1.040247619,0.520123809
21/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.433193424,0.433193424,-0.496970567,-0.496970567,0,,0,,0,,-0.063777143,-0.063777143,-0.031888572
22/07/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.610125919,-0.610125919,-0.44727351,-0.44727351,0,,0,,0,,-1.057399429,-1.057399429,-0.528699714
23/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.450886673,0.450886673,0.597453841,0.597453841,0,,0,,0,,1.048340514,1.048340514,0.524170257
24/07/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.594201994,-0.594201994,-0.462291543,-0.462291543,0,,0,,0,,-1.056493537,-1.056493537,-0.528246769
25/07/2013,,,,,0,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,2,2,0,2,1,0,0,,0,,0.465218205,0.465218205,0.583937611,0.583937611,0,,0,,0,,1.049155816,1.049155816,0.524577908
26/07/2013,,,,,0,,,,,1,1,2,0,0,1,1,0,,,,,,,,,,,,,2,1,2,-1,0.333333333,0.666666667,0,,0,,-0.081303615,-0.081303615,-0.47445615,-0.47445615,0,,0,,0,,-0.555759765,-0.555759765,-0.277879883
27/07/2013,,,,,0,,,,,0,1,1,0,0,1,1,0,,,,,,,,,,,,,2,0,2,-2,0,1,0,,0,,-0.573173254,-0.573173254,-0.427010535,-0.427010535,0,,0,,0,,-1.000183789,-1.000183789,-0.500091894
28/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.515855928,-0.515855928,0.615690518,0.615690518,0,,0,,0,,0.09983459,0.09983459,0.049917295
29/07/2013,,,,,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0,,0.535729665,0.535729665,0,,0,,0,,0,,0.535729665,0.535729665,0.535729665
30/07/2013,,,,,0,,,,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,0.482156698,0.482156698,-0.445878533,-0.445878533,0,,0,,0,,0.036278165,0.036278165,0.018139082
31/07/2013,,,,,0,,,,,0,1,1,0,1,0,1,0,,,,,,,,,,,,,2,1,1,0,0.5,0.5,0,,0,,-0.566058972,-0.566058972,0.59870932,0.59870932,0,,0,,0,,0.032650348,0.032650348,0.016325174
