,rangers_wins,rangers_losses,rangers_ties,rangers_num_events,temp,stars_wins,stars_losses,stars_ties,stars_num_events,mavericks_wins,mavericks_losses,mavericks_ties,mavericks_num_events,cowboys_wins,cowboys_losses,cowboys_ties,cowboys_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,rangers_streak,rangers_loss_streak,stars_streak,stars_loss_streak,mavericks_streak,mavericks_loss_streak,cowboys_streak,cowboys_loss_streak,date,rangers_pe,stars_pe,mavericks_pe,cowboys_pe,sum_pe,sum_pe_with_na,mean_pe
2013-03-25,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2013-03-25,0.0,-0.509047786261,0.0,0.0,-0.509047786261,-0.509047786261,-0.509047786261
2013-03-26,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2013-03-26,0.0,0.0,0.366833113285,0.0,0.366833113285,0.366833113285,0.366833113285
2013-03-27,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2013-03-27,0.0,0.0,0.0,0.0,0.0,,
2013-03-28,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-03-28,0.0,0.0,-0.669850198044,0.0,-0.669850198044,-0.669850198044,-0.669850198044
2013-03-29,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-03-29,0.0,0.541856992365,0.0,0.0,0.541856992365,0.541856992365,0.541856992365
2013-03-30,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-03-30,0.0,0.0,0.39713482176,0.0,0.39713482176,0.39713482176,0.39713482176
2013-03-31,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-03-31,-0.5,-0.512328706871,0.0,0.0,-1.01232870687,-1.01232870687,-0.506164353436
2013-04-01,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2013-04-01,0.0,-0.461095836184,0.0,0.0,-0.461095836184,-0.461095836184,-0.461095836184
2013-04-02,1.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2013-04-02,0.55,0.0,-0.642578660416,0.0,-0.0925786604156,-0.0925786604156,-0.0462893302078
2013-04-03,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2013-04-03,0.495,-0.414986252566,0.0,0.0,0.0800137474343,0.0800137474343,0.0400068737172
2013-04-04,,,,,0.0,,,,,0.0,1.0,0.0,1.0,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2013-04-04,0.0,0.0,-0.578320794374,0.0,-0.578320794374,-0.578320794374,-0.578320794374
2013-04-05,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,3.0,0.0,3.0,1.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-04-05,0.4455,0.626512372691,0.479511285063,0.0,1.55152365775,1.55152365775,0.517174552585
2013-04-06,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-04-06,-0.59905,0.0,0.0,0.0,-0.59905,-0.59905,-0.59905
2013-04-07,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,3.0,0.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-04-07,0.460855,0.563861135422,0.431560156557,0.0,1.45627629198,1.45627629198,0.48542543066
2013-04-08,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-04-08,0.4147695,0.0,0.0,0.0,0.4147695,0.4147695,0.4147695
2013-04-09,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,8.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2013-04-09,0.37329255,0.50747502188,0.0,0.0,0.88076757188,0.88076757188,0.44038378594
2013-04-10,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2013-04-10,-0.664036705,0.0,-0.611595859099,0.0,-1.2756325641,-1.2756325641,-0.637816282049
2013-04-11,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2013-04-11,0.4023669655,0.0,0.0,0.0,0.4023669655,0.4023669655,0.4023669655
2013-04-12,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,5.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2013-04-12,-0.63786973105,0.456727519692,0.449563726811,0.0,0.268421515453,0.268421515453,0.0894738384843
2013-04-13,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,7.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2013-04-13,0.425917242055,0.411054767722,0.0,0.0,0.836972009777,0.836972009777,0.418486004889
2013-04-14,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2013-04-14,-0.61667448215,0.0,0.40460735413,0.0,-0.21206712802,-0.21206712802,-0.10603356401
2013-04-15,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-04-15,0.0,-0.63005070905,-0.635853381283,0.0,-1.26590409033,-1.26590409033,-0.632952045166
2013-04-16,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-04-16,0.444992966065,0.0,0.0,0.0,0.444992966065,0.444992966065,0.444992966065
2013-04-17,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-04-17,0.0,0.0,0.427731956845,0.0,0.427731956845,0.427731956845,0.427731956845
2013-04-18,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2013-04-18,-0.599506330542,0.432954361855,0.0,0.0,-0.166551968687,-0.166551968687,-0.0832759843433
2013-04-19,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-04-19,0.460444302512,-0.61034107433,0.0,0.0,-0.149896771818,-0.149896771818,-0.074948385909
2013-04-20,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2013-04-20,0.414399872261,0.0,0.0,0.0,0.414399872261,0.414399872261,0.414399872261
2013-04-21,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-04-21,0.372959885035,-0.549306966897,0.0,0.0,-0.176347081862,-0.176347081862,-0.0881735409312
2013-04-22,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2013-04-22,0.335663896531,0.0,0.0,0.0,0.335663896531,0.335663896531,0.335663896531
2013-04-23,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-04-23,-0.697902493122,-0.494376270208,0.0,0.0,-1.19227876333,-1.19227876333,-0.596139381665
2013-04-24,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2013-04-24,0.37188775619,0.0,0.0,0.0,0.37188775619,0.37188775619,0.37188775619
2013-04-25,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-04-25,0.334698980571,-0.444938643187,0.0,0.0,-0.110239662615,-0.110239662615,-0.0551198313077
2013-04-26,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2013-04-26,0.301229082514,0.0,0.0,0.0,0.301229082514,0.301229082514,0.301229082514
2013-04-27,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2013-04-27,-0.728893825737,-0.400444778868,0.0,0.0,-1.12933860461,-1.12933860461,-0.564669302303
2013-04-28,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-28,-0.656004443163,0.0,0.0,0.0,-0.656004443163,-0.656004443163,-0.656004443163
2013-04-29,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-29,0.0,0.0,0.0,0.0,0.0,,
2013-04-30,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.409596001153,0.0,0.0,0.0,0.409596001153,0.409596001153,0.409596001153
2013-05-01,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01,-0.631363598962,0.0,0.0,0.0,-0.631363598962,-0.631363598962,-0.631363598962
2013-05-02,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-02,-0.568227239066,0.0,0.0,0.0,-0.568227239066,-0.568227239066,-0.568227239066
2013-05-03,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-03,0.48859548484,0.0,0.0,0.0,0.48859548484,0.48859548484,0.48859548484
2013-05-04,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-04,0.439735936356,0.0,0.0,0.0,0.439735936356,0.439735936356,0.439735936356
2013-05-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-05,0.395762342721,0.0,0.0,0.0,0.395762342721,0.395762342721,0.395762342721
2013-05-06,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-06,-0.643813891551,0.0,0.0,0.0,-0.643813891551,-0.643813891551,-0.643813891551
2013-05-07,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,-0.579432502396,0.0,0.0,0.0,-0.579432502396,-0.579432502396,-0.579432502396
2013-05-08,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-08,0.478510747843,0.0,0.0,0.0,0.478510747843,0.478510747843,0.478510747843
2013-05-09,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-09,0.0,0.0,0.0,0.0,0.0,,
2013-05-10,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-10,0.430659673059,0.0,0.0,0.0,0.430659673059,0.430659673059,0.430659673059
2013-05-11,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-11,0.387593705753,0.0,0.0,0.0,0.387593705753,0.387593705753,0.387593705753
2013-05-12,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-12,0.348834335178,0.0,0.0,0.0,0.348834335178,0.348834335178,0.348834335178
2013-05-13,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-13,-0.68604909834,0.0,0.0,0.0,-0.68604909834,-0.68604909834,-0.68604909834
2013-05-14,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.382555811494,0.0,0.0,0.0,0.382555811494,0.382555811494,0.382555811494
2013-05-15,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-15,0.344300230345,0.0,0.0,0.0,0.344300230345,0.344300230345,0.344300230345
2013-05-16,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-16,0.30987020731,0.0,0.0,0.0,0.30987020731,0.30987020731,0.30987020731
2013-05-17,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-17,-0.721116813421,0.0,0.0,0.0,-0.721116813421,-0.721116813421,-0.721116813421
2013-05-18,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-18,0.350994867921,0.0,0.0,0.0,0.350994867921,0.350994867921,0.350994867921
2013-05-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-19,0.315895381129,0.0,0.0,0.0,0.315895381129,0.315895381129,0.315895381129
2013-05-20,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-20,-0.715694156984,0.0,0.0,0.0,-0.715694156984,-0.715694156984,-0.715694156984
2013-05-21,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,-0.644124741285,0.0,0.0,0.0,-0.644124741285,-0.644124741285,-0.644124741285
2013-05-22,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,0.420287732843,0.0,0.0,0.0,0.420287732843,0.420287732843,0.420287732843
2013-05-23,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-23,0.0,0.0,0.0,0.0,0.0,,
2013-05-24,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-24,0.378258959559,0.0,0.0,0.0,0.378258959559,0.378258959559,0.378258959559
2013-05-25,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-25,0.340433063603,0.0,0.0,0.0,0.340433063603,0.340433063603,0.340433063603
2013-05-26,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-26,-0.693610242757,0.0,0.0,0.0,-0.693610242757,-0.693610242757,-0.693610242757
2013-05-27,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,1,0.0,2.0,-2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-27,-0.624249218482,0.0,0.0,0.0,-0.624249218482,-0.624249218482,-0.624249218482
2013-05-28,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0,0.0,0.0,0.0,0.0,,
2013-05-29,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-29,0.0,0.0,0.0,0.0,0.0,,
2013-05-30,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-30,0.438175703367,0.0,0.0,0.0,0.438175703367,0.438175703367,0.438175703367
2013-05-31,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-31,0.39435813303,0.0,0.0,0.0,0.39435813303,0.39435813303,0.39435813303
2013-06-01,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-01,-0.645077680273,0.0,0.0,0.0,-0.645077680273,-0.645077680273,-0.645077680273
2013-06-02,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-02,0.419430087754,0.0,0.0,0.0,0.419430087754,0.419430087754,0.419430087754
2013-06-03,,,,,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-03,0.0,0.0,0.0,0.0,0.0,,
2013-06-04,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,-0.622512921021,0.0,0.0,0.0,-0.622512921021,-0.622512921021,-0.622512921021
2013-06-05,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-05,0.439738371081,0.0,0.0,0.0,0.439738371081,0.439738371081,0.439738371081
2013-06-06,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-06,-0.604235466027,0.0,0.0,0.0,-0.604235466027,-0.604235466027,-0.604235466027
2013-06-07,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-07,-0.543811919424,0.0,0.0,0.0,-0.543811919424,-0.543811919424,-0.543811919424
2013-06-08,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-08,-0.489430727482,0.0,0.0,0.0,-0.489430727482,-0.489430727482,-0.489430727482
2013-06-09,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-09,0.559512345266,0.0,0.0,0.0,0.559512345266,0.559512345266,0.559512345266
2013-06-10,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-10,0.50356111074,0.0,0.0,0.0,0.50356111074,0.50356111074,0.50356111074
2013-06-11,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-11,-0.546795000334,0.0,0.0,0.0,-0.546795000334,-0.546795000334,-0.546795000334
2013-06-12,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-12,-0.492115500301,0.0,0.0,0.0,-0.492115500301,-0.492115500301,-0.492115500301
2013-06-13,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-13,-0.442903950271,0.0,0.0,0.0,-0.442903950271,-0.442903950271,-0.442903950271
2013-06-14,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-14,-0.398613555244,0.0,0.0,0.0,-0.398613555244,-0.398613555244,-0.398613555244
2013-06-15,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-15,-0.358752199719,0.0,0.0,0.0,-0.358752199719,-0.358752199719,-0.358752199719
2013-06-16,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-16,-0.322876979747,0.0,0.0,0.0,-0.322876979747,-0.322876979747,-0.322876979747
2013-06-17,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-17,0.709410718227,0.0,0.0,0.0,0.709410718227,0.709410718227,0.709410718227
2013-06-18,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-18,-0.361530353595,0.0,0.0,0.0,-0.361530353595,-0.361530353595,-0.361530353595
2013-06-19,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-19,0.674622681764,0.0,0.0,0.0,0.674622681764,0.674622681764,0.674622681764
2013-06-20,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-20,0.607160413588,0.0,0.0,0.0,0.607160413588,0.607160413588,0.607160413588
2013-06-21,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-21,0.546444372229,0.0,0.0,0.0,0.546444372229,0.546444372229,0.546444372229
2013-06-22,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-22,0.491799935006,0.0,0.0,0.0,0.491799935006,0.491799935006,0.491799935006
2013-06-23,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-23,0.442619941505,0.0,0.0,0.0,0.442619941505,0.442619941505,0.442619941505
