,bears_wins,bears_losses,bears_ties,bears_num_events,temp,white-sox_wins,white-sox_losses,white-sox_ties,white-sox_num_events,blackhawks_wins,blackhawks_losses,blackhawks_ties,blackhawks_num_events,cubs_wins,cubs_losses,cubs_ties,cubs_num_events,bulls_wins,bulls_losses,bulls_ties,bulls_num_events,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,sum_streak,sum_loss_streak,bears_streak,bears_loss_streak,white-sox_streak,white-sox_loss_streak,blackhawks_streak,blackhawks_loss_streak,cubs_streak,cubs_loss_streak,bulls_streak,bulls_loss_streak,date,bears_pe,white-sox_pe,blackhawks_pe,cubs_pe,bulls_pe,sum_pe,sum_pe_with_na,mean_pe
2013-04-17,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,1.0,0.0,0.0,1.0,2,2.0,0.0,2.0,1.0,0.0,10.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,2013-04-17,0.0,0.569165655894,0.0,0.0,0.517303793555,1.08646944945,1.08646944945,0.543234724724
2013-04-18,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2013-04-18,0.0,-0.487750909696,0.0,0.677846910925,0.0,0.19009600123,0.19009600123,0.0950480006149
2013-04-19,,,,,0.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,2013-04-19,0.0,0.0,0.202698371433,-0.389937780167,0.0,-0.187239408734,-0.187239408734,-0.0936197043669
2013-04-20,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2013-04-20,0.0,-0.438975818726,-0.81757146571,-0.35094400215,0.0,-1.60749128659,-1.60749128659,-0.535830428862
2013-04-21,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2013-04-21,0.0,-0.395078236853,0.0,-0.315849601935,0.0,-0.710927838789,-0.710927838789,-0.355463919394
2013-04-22,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,2013-04-22,0.0,-0.355570413168,-0.735814319139,-0.284264641742,0.0,-1.37564937405,-1.37564937405,-0.45854979135
2013-04-23,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2013-04-23,0.0,0.0,0.0,0.744161822432,0.0,0.744161822432,0.744161822432,0.744161822432
2013-04-24,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-04-24,0.0,0.679986628149,0.337767112775,-0.330254359811,0.0,0.687499381113,0.687499381113,0.229166460371
2013-04-25,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-04-25,0.0,0.611987965334,0.0,0.70277107617,0.0,1.3147590415,1.3147590415,0.657379520752
2013-04-26,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,3.0,0.0,3.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-04-26,0.0,0.5507891688,0.303990401497,0.632493968553,0.0,1.48727353885,1.48727353885,0.495757846284
2013-04-27,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2013-04-27,0.0,-0.50428974808,-0.726408638652,0.569244571698,0.0,-0.661453815034,-0.661453815034,-0.220484605011
2013-04-28,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-04-28,0.0,-0.453860773272,0.0,-0.487679885472,0.0,-0.941540658744,-0.941540658744,-0.470770329372
2013-04-29,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-04-29,0.0,0.0,0.0,0.561088103075,0.0,0.561088103075,0.561088103075,0.561088103075
2013-04-30,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-04-30,0.0,-0.408474695944,0.346232225213,-0.495020707232,0.0,-0.557263177964,-0.557263177964,-0.185754392655
2013-05-01,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-05-01,0.0,0.63237277365,0.0,0.554481363491,0.0,1.18685413714,1.18685413714,0.59342706857
2013-05-02,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-05-02,0.0,0.569135496285,0.0,-0.500966772858,0.0,0.0681687234269,0.0681687234269,0.0340843617134
2013-05-03,,,,,0.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,4.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-05-03,0.0,0.0,0.311609002692,-0.450870095572,0.0,-0.139261092881,-0.139261092881,-0.0696305464404
2013-05-04,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2013-05-04,0.0,-0.487778053344,0.0,-0.405783086015,0.0,-0.893561139359,-0.893561139359,-0.446780569679
2013-05-05,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2013-05-05,0.0,-0.439000248009,-0.719551897578,-0.365204777414,0.0,-1.523756923,-1.523756923,-0.507918974333
2013-05-06,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-05-06,0.0,0.604899776792,0.0,0.671315700328,0.0,1.27621547712,1.27621547712,0.63810773856
2013-05-07,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2013-05-07,0.0,-0.455590200887,0.35240329218,0.604184130295,0.0,0.500997221588,0.500997221588,0.166999073863
2013-05-08,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-05-08,0.0,0.589968819201,0.0,-0.456234282734,0.0,0.133734536467,0.133734536467,0.0668672682334
2013-05-09,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-05-09,0.0,0.0,0.317162962962,0.0,0.0,0.317162962962,0.317162962962,0.317162962962
2013-05-10,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-05-10,0.0,-0.469028062719,0.0,-0.410610854461,0.0,-0.87963891718,-0.87963891718,-0.43981945859
2013-05-11,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-05-11,0.0,-0.422125256447,0.0,0.630450230985,0.0,0.208324974538,0.208324974538,0.104162487269
2013-05-12,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-05-12,0.0,0.620087269198,0.0,0.567405207887,0.0,1.18749247708,1.18749247708,0.593746238542
2013-05-13,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2013-05-13,0.0,-0.441921457722,0.0,0.510664687098,0.0,0.0687432293759,0.0687432293759,0.0343716146879
2013-05-14,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-05-14,0.0,0.60227068805,0.0,-0.540401781612,0.0,0.0618689064383,0.0618689064383,0.0309344532191
2013-05-15,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,3.0,0.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2013-05-15,0.0,0.542043619245,0.285446666666,0.513638396549,0.0,1.34112868246,1.34112868246,0.447042894153
2013-05-16,,,,,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2013-05-16,0.0,0.487839257321,0.0,0.0,0.0,0.487839257321,0.487839257321,0.487839257321
2013-05-17,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2013-05-17,0.0,0.439055331589,0.0,-0.537725443106,0.0,-0.098670111517,-0.098670111517,-0.0493350557585
2013-05-18,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-05-18,0.0,-0.60485020157,-0.743098000001,0.516047101205,0.0,-0.831901100366,-0.831901100366,-0.277300366789
2013-05-19,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-05-19,0.0,-0.544365181413,0.0,-0.535557608916,0.0,-1.07992279033,-1.07992279033,-0.539961395164
2013-05-20,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2013-05-20,0.0,0.510071336728,-0.668788200001,0.0,0.0,-0.158716863273,-0.158716863273,-0.0793584316363
2013-05-21,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2013-05-21,0.0,0.459064203055,0.0,-0.482001848024,0.0,-0.0229376449687,-0.0229376449687,-0.0114688224844
2013-05-22,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2013-05-22,0.0,-0.58684221725,0.0,-0.433801663222,0.0,-1.02064388047,-1.02064388047,-0.510321940236
2013-05-23,,,,,0.0,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,2013-05-23,0.0,0.0,-0.601909380001,-0.390421496899,0.0,-0.9923308769,-0.9923308769,-0.49616543845
2013-05-24,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2013-05-24,0.0,0.471842004475,0.0,-0.351379347209,0.0,0.120462657265,0.120462657265,0.0602313286326
2013-05-25,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2013-05-25,0.0,0.424657804027,0.458281558,-0.316241412489,0.0,0.566697949538,0.566697949538,0.188899316513
2013-05-26,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-05-26,0.0,0.382192023625,0.0,0.71538272876,0.0,1.09757475238,1.09757475238,0.548787376192
2013-05-27,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-05-27,0.0,-0.656027178738,0.4124534022,0.643844455884,0.0,0.400270679346,0.400270679346,0.133423559782
2013-05-28,,,,,0.0,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2013-05-28,0.0,0.0,0.0,0.0,0.0,0.0,,
2013-05-29,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,6.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2013-05-29,0.0,-0.590424460864,0.37120806198,0.579460010296,0.0,0.360243611411,0.360243611411,0.120081203804
2013-05-30,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,7.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,2013-05-30,0.0,-0.531382014778,0.0,0.521514009266,0.0,-0.00986800551143,-0.00986800551143,-0.00493400275571
2013-05-31,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,8.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,2013-05-31,0.0,-0.4782438133,0.0,0.46936260834,0.0,-0.00888120496029,-0.00888120496029,-0.00444060248014
2013-06-01,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,4.0,6.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,2013-06-01,0.0,-0.43041943197,0.334087255782,-0.577573652494,0.0,-0.673905828683,-0.673905828683,-0.224635276228
2013-06-02,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,5.0,8.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,2013-06-02,0.0,-0.387377488773,0.300678530203,-0.519816287245,0.0,-0.606515245814,-0.606515245814,-0.202171748605
2013-06-03,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,5.0,9.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,2013-06-03,0.0,-0.348639739896,0.0,0.0,0.0,-0.348639739896,-0.348639739896,-0.348639739896
2013-06-04,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,2013-06-04,0.0,-0.313775765906,-0.729389322817,-0.46783465852,0.0,-1.51099974724,-1.51099974724,-0.503666582414
2013-06-05,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2013-06-05,0.0,0.717601810685,0.0,0.578948807332,0.0,1.29655061802,1.29655061802,0.648275309008
2013-06-06,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-06-06,0.0,-0.354158370384,0.343549609465,0.0,0.0,-0.0106087609191,-0.0106087609191,-0.00530438045955
2013-06-07,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-06-07,0.0,-0.318742533346,0.0,-0.478946073402,0.0,-0.797688606747,-0.797688606747,-0.398844303374
2013-06-08,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-06-08,0.0,0.713131719989,0.309194648518,-0.431051466061,0.0,0.591274902446,0.591274902446,0.197091634149
2013-06-09,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-06-09,0.0,0.64181854799,0.0,0.612053680545,0.0,1.25387222853,1.25387222853,0.626936114267
2013-06-10,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-06-10,0.0,0.577636693191,0.0,-0.44915168751,0.0,0.128485005681,0.128485005681,0.0642425028407
2013-06-11,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2013-06-11,0.0,-0.480126976128,0.0,-0.404236518759,0.0,-0.884363494887,-0.884363494887,-0.442181747443
2013-06-12,,,,,0.0,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2013-06-12,0.0,0.0,0.278275183667,-0.363812866883,0.0,-0.0855376832164,-0.0855376832164,-0.0427688416082
2013-06-13,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2013-06-13,0.0,0.0,0.0,0.672568419805,0.0,0.672568419805,0.672568419805,0.672568419805
2013-06-14,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,5.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2013-06-14,0.0,-0.432114278515,0.0,0.605311577825,0.0,0.17319729931,0.17319729931,0.0865986496548
2013-06-15,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,3.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,2013-06-15,0.0,-0.388902850664,-0.7495523347,0.544780420042,0.0,-0.593674765321,-0.593674765321,-0.19789158844
2013-06-16,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,2013-06-16,0.0,-0.350012565597,0.0,-0.509697621962,0.0,-0.859710187559,-0.859710187559,-0.42985509378
2013-06-17,,,,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2013-06-17,0.0,0.684988690962,-0.67459710123,-0.458727859766,0.0,-0.448336270033,-0.448336270033,-0.149445423344
2013-06-18,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2013-06-18,0.0,-0.383510178134,0.0,0.587144926211,0.0,0.203634748077,0.203634748077,0.101817374039
2013-06-19,,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2013-06-19,0.0,-0.34515916032,0.392862608893,-0.47156956641,0.0,-0.423866117838,-0.423866117838,-0.141288705946
2013-06-20,,,,,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,2.0,-2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2013-06-20,0.0,-0.310643244288,0.0,-0.424412609769,0.0,-0.735055854058,-0.735055854058,-0.367527927029
2013-06-21,,,,,0.0,1.0,0.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2013-06-21,0.0,0.72042108014,0.0,0.618028651208,0.0,1.33844973135,1.33844973135,0.669224865674
2013-06-22,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,4.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2013-06-22,0.0,0.648378972126,0.353576348004,-0.443774213913,0.0,0.558181106217,0.558181106217,0.186060368739
2013-06-23,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2013-06-23,0.0,-0.416458925086,0.0,0.600603207478,0.0,0.184144282392,0.184144282392,0.092072141196
2013-06-24,,,,,0.0,,,,,1.0,0.0,0.0,1.0,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2013-06-24,0.0,0.0,0.318218713203,0.0,0.0,0.318218713203,0.318218713203,0.318218713203
2013-06-25,,,,,0.0,1.0,0.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-06-25,0.0,0.625186967422,0.0,-0.45945711327,0.0,0.165729854153,0.165729854153,0.0828649270764
2013-06-26,,,,,0.0,0.0,1.0,0.0,1.0,,,,,1.0,0.0,0.0,1.0,,,,,2,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-06-26,0.0,-0.43733172932,0.0,0.586488598057,0.0,0.149156868738,0.149156868738,0.0745784343688
2013-06-27,,,,,0.0,,,,,,,,,1.0,0.0,0.0,1.0,,,,,1,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2013-06-27,0.0,0.0,0.0,0.527839738252,0.0,0.527839738252,0.527839738252,0.527839738252
2013-06-28,,,,,0.0,0.0,2.0,0.0,2.0,,,,,0.0,1.0,0.0,1.0,,,,,2,0.0,3.0,-3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2013-06-28,0.0,-0.393598556388,0.0,-0.524944235574,0.0,-0.918542791961,-0.918542791961,-0.459271395981
