,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,devils_wins,devils_losses,devils_num_events,devils_ties,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,mets_wins,mets_losses,mets_num_events,mets_ties,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,giants_wins,giants_losses,giants_num_events,giants_ties,jets_wins,jets_losses,jets_num_events,jets_ties,nets_wins,nets_losses,nets_num_events,nets_ties,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,mean_pe
2013-05-08,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.420280790515,0.420280790515,0.0,,0.0,,0.0,,-0.439670218638,-0.439670218638,0.463641012298,0.463641012298,0.0,,0.0,,0.0,,0.444251584175,0.444251584175,0.148083861392
2013-05-09,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,-0.51896110645,-0.51896110645,0.0,,0.0,,0.604296803226,0.604296803226,0.417276911068,0.417276911068,0.0,,0.0,,0.0,,0.502612607844,0.502612607844,0.167537535948
2013-05-10,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.621747288537,-0.621747288537,0.0,,0.0,,0.0,,-0.456132877097,-0.456132877097,0.375549219962,0.375549219962,0.0,,0.0,,0.0,,-0.702330945672,-0.702330945672,-0.234110315224
2013-05-11,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.0,,-0.467064995805,-0.467064995805,0.0,,0.0,,-0.410519589387,-0.410519589387,0.337994297965,0.337994297965,0.0,,0.0,,0.0,,-0.539590287227,-0.539590287227,-0.179863429076
2013-05-12,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.440427440317,0.440427440317,0.0,,0.0,,0.0,,-0.369467630448,-0.369467630448,0.304194868169,0.304194868169,0.0,,0.0,,0.0,,0.375154678038,0.375154678038,0.125051559346
2013-05-13,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,3,2.0,2.0,0.0,0.5,0.5,0.396384696285,0.396384696285,0.0,,0.0,,0.0,,-0.332520867404,-0.332520867404,-0.226224618648,-0.226224618648,0.0,,0.0,,0.0,,-0.162360789766,-0.162360789766,-0.0541202632554
2013-05-14,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.299268780663,-0.299268780663,0.296397843217,0.296397843217,0.0,,0.0,,0.0,,-0.0028709374464,-0.0028709374464,-0.0014354687232
2013-05-15,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.269341902597,-0.269341902597,-0.733241941105,-0.733241941105,0.0,,0.0,,0.0,,-1.0025838437,-1.0025838437,-0.501291921851
2013-05-16,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.643253773343,-0.643253773343,0.0,,0.0,,0.0,,0.757592287663,0.757592287663,-0.659917746994,-0.659917746994,0.0,,0.0,,0.0,,-0.545579232675,-0.545579232675,-0.181859744225
2013-05-17,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.681833058897,0.681833058897,0.406074027705,0.406074027705,0.0,,0.0,,0.0,,1.0879070866,1.0879070866,0.543953543301
2013-05-18,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.386350246993,-0.386350246993,0.365466624935,0.365466624935,0.0,,0.0,,0.0,,-0.0208836220586,-0.0208836220586,-0.0104418110293
2013-05-19,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,-0.578928396009,-0.578928396009,0.0,,0.0,,0.0,,0.652284777706,0.652284777706,0.0,,0.0,,0.0,,0.0,,0.0733563816973,0.0733563816973,0.0366781908487
2013-05-20,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.412943700064,-0.412943700064,0.328919962441,0.328919962441,0.0,,0.0,,0.0,,-0.0840237376233,-0.0840237376233,-0.0420118688117
2013-05-21,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,-0.521035556408,-0.521035556408,0.0,,0.0,,0.0,,-0.371649330058,-0.371649330058,-0.703972033803,-0.703972033803,0.0,,0.0,,0.0,,-1.59665692027,-1.59665692027,-0.532218973423
2013-05-22,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.334484397052,-0.334484397052,-0.633574830423,-0.633574830423,0.0,,0.0,,0.0,,-0.968059227475,-0.968059227475,-0.484029613737
2013-05-23,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.531067999233,0.531067999233,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.531067999233,0.531067999233,0.531067999233
2013-05-24,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.301035957347,-0.301035957347,0.42978265262,0.42978265262,0.0,,0.0,,0.0,,0.128746695273,0.128746695273,0.0643733476363
2013-05-25,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.52203880069,-0.52203880069,0.0,,0.0,,0.0,,-0.270932361612,-0.270932361612,0.386804387358,0.386804387358,0.0,,0.0,,0.0,,-0.406166774945,-0.406166774945,-0.135388924982
2013-05-26,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.756160874549,0.756160874549,-0.651876051378,-0.651876051378,0.0,,0.0,,0.0,,0.104284823171,0.104284823171,0.0521424115854
2013-05-27,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.680544787094,0.680544787094,-0.58668844624,-0.58668844624,0.0,,0.0,,0.0,,0.0938563408537,0.0938563408537,0.0469281704269
2013-05-28,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.612490308385,0.612490308385,-0.528019601616,-0.528019601616,0.0,,0.0,,0.0,,0.0844707067683,0.0844707067683,0.0422353533842
2013-05-29,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.551241277546,0.551241277546,-0.475217641455,-0.475217641455,0.0,,0.0,,0.0,,0.0760236360915,0.0760236360915,0.0380118180458
2013-05-30,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.496117149792,0.496117149792,-0.427695877309,-0.427695877309,0.0,,0.0,,0.0,,0.0684212724824,0.0684212724824,0.0342106362412
2013-05-31,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.553494565188,-0.553494565188,0.615073710422,0.615073710422,0.0,,0.0,,0.0,,0.0615791452341,0.0615791452341,0.0307895726171
2013-06-01,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.498145108669,-0.498145108669,-0.44643366062,-0.44643366062,0.0,,0.0,,0.0,,-0.944578769289,-0.944578769289,-0.472289384645
2013-06-02,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.448330597802,-0.448330597802,-0.401790294558,-0.401790294558,0.0,,0.0,,0.0,,-0.85012089236,-0.85012089236,-0.42506044618
2013-06-03,,,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.638388734897,0.638388734897,0.0,,0.0,,0.0,,0.638388734897,0.638388734897,0.638388734897
2013-06-04,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.403497538022,-0.403497538022,0.574549861408,0.574549861408,0.0,,0.0,,0.0,,0.171052323386,0.171052323386,0.085526161693
2013-06-05,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.63685221578,0.63685221578,0.517094875267,0.517094875267,0.0,,0.0,,0.0,,1.15394709105,1.15394709105,0.576973545524
2013-06-06,,,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.46538538774,0.46538538774,0.0,,0.0,,0.0,,0.46538538774,0.46538538774,0.46538538774
2013-06-07,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,-0.581153151034,-0.581153151034,0.0,,0.0,,0.0,,-0.581153151034,-0.581153151034,-0.581153151034
2013-06-08,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.426833005798,-0.426833005798,0.47696216407,0.47696216407,0.0,,0.0,,0.0,,0.050129158272,0.050129158272,0.025064579136
2013-06-09,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.384149705218,-0.384149705218,0.429265947663,0.429265947663,0.0,,0.0,,0.0,,0.0451162424448,0.0451162424448,0.0225581212224
2013-06-10,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-06-11,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.345734734696,-0.345734734696,-0.613660647104,-0.613660647104,0.0,,0.0,,0.0,,-0.9593953818,-0.9593953818,-0.4796976909
2013-06-12,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.688838738774,0.688838738774,-0.552294582393,-0.552294582393,0.0,,0.0,,0.0,,0.13654415638,0.13654415638,0.0682720781901
2013-06-13,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.380045135104,-0.380045135104,-0.497065124154,-0.497065124154,0.0,,0.0,,0.0,,-0.877110259258,-0.877110259258,-0.438555129629
2013-06-14,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.342040621593,-0.342040621593,-0.447358611739,-0.447358611739,0.0,,0.0,,0.0,,-0.789399233332,-0.789399233332,-0.394699616666
2013-06-15,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.307836559434,-0.307836559434,-0.402622750565,-0.402622750565,0.0,,0.0,,0.0,,-0.710459309999,-0.710459309999,-0.355229654999
2013-06-16,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.722947096509,0.722947096509,0.637639524492,0.637639524492,0.0,,0.0,,0.0,,1.360586621,1.360586621,0.680293310501
2013-06-17,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.349347613142,-0.349347613142,0.0,,0.0,,0.0,,0.0,,-0.349347613142,-0.349347613142,-0.349347613142
2013-06-18,,,,,0.0,,,,,,,,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,1,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.685587148173,0.685587148173,0.0,,0.0,,0.0,,0.0,,0.685587148173,0.685587148173,0.685587148173
2013-06-19,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,2,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.0,,0.0,,0.0,,0.0,,-0.382971566645,-0.382971566645,0.0738755720426,0.0738755720426,0.0,,0.0,,0.0,,-0.309095994602,-0.309095994602,-0.154547997301
2013-06-20,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.65532559002,0.65532559002,-0.433511985162,-0.433511985162,0.0,,0.0,,0.0,,0.221813604858,0.221813604858,0.110906802429
2013-06-21,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.589793031018,0.589793031018,0.609839213355,0.609839213355,0.0,,0.0,,0.0,,1.19963224437,1.19963224437,0.599816122186
2013-06-22,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.469186272084,-0.469186272084,0.548855292019,0.548855292019,0.0,,0.0,,0.0,,0.0796690199351,0.0796690199351,0.0398345099675
2013-06-23,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.577732355124,0.577732355124,-0.506030237183,-0.506030237183,0.0,,0.0,,0.0,,0.0717021179416,0.0717021179416,0.0358510589708
2013-06-24,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-06-25,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.480040880388,-0.480040880388,0.544572786535,0.544572786535,0.0,,0.0,,0.0,,0.0645319061474,0.0645319061474,0.0322659530737
2013-06-26,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.567963207651,0.567963207651,-0.509884492118,-0.509884492118,0.0,,0.0,,0.0,,0.0580787155327,0.0580787155327,0.0290393577663
2013-06-27,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.511166886886,0.511166886886,-0.458896042906,-0.458896042906,0.0,,0.0,,0.0,,0.0522708439794,0.0522708439794,0.0261354219897
2013-06-28,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.539949801803,-0.539949801803,-0.413006438616,-0.413006438616,0.0,,0.0,,0.0,,-0.952956240419,-0.952956240419,-0.476478120209
2013-06-29,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.514045178377,0.514045178377,-0.371705794754,-0.371705794754,0.0,,0.0,,0.0,,0.142339383623,0.142339383623,0.0711696918117
2013-06-30,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.53735933946,-0.53735933946,-0.334535215279,-0.334535215279,0.0,,0.0,,0.0,,-0.871894554739,-0.871894554739,-0.43594727737
2013-07-01,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.516376594486,0.516376594486,0.698918306249,0.698918306249,0.0,,0.0,,0.0,,1.21529490073,1.21529490073,0.607647450367
2013-07-02,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.464738935037,0.464738935037,0.629026475624,0.629026475624,0.0,,0.0,,0.0,,1.09376541066,1.09376541066,0.546882705331
2013-07-03,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.581734958467,-0.581734958467,0.566123828062,0.566123828062,0.0,,0.0,,0.0,,-0.0156111304047,-0.0156111304047,-0.00780556520237
2013-07-04,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.52356146262,-0.52356146262,0.509511445256,0.509511445256,0.0,,0.0,,0.0,,-0.0140500173643,-0.0140500173643,-0.00702500868214
2013-07-05,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.528794683642,0.528794683642,0.45856030073,0.45856030073,0.0,,0.0,,0.0,,0.987354984372,0.987354984372,0.493677492186
2013-07-06,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.524084784722,-0.524084784722,0.412704270657,0.412704270657,0.0,,0.0,,0.0,,-0.111380514065,-0.111380514065,-0.0556902570325
2013-07-07,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.52832369375,0.52832369375,-0.628566156409,-0.628566156409,0.0,,0.0,,0.0,,-0.100242462659,-0.100242462659,-0.0501212313293
2013-07-08,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.475491324375,0.475491324375,-0.565709540768,-0.565709540768,0.0,,0.0,,0.0,,-0.0902182163927,-0.0902182163927,-0.0451091081963
2013-07-09,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.427942191938,0.427942191938,-0.509138586691,-0.509138586691,0.0,,0.0,,0.0,,-0.0811963947534,-0.0811963947534,-0.0405981973767
2013-07-10,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.385147972744,0.385147972744,0.541775271978,0.541775271978,0.0,,0.0,,0.0,,0.926923244722,0.926923244722,0.463461622361
2013-07-11,,,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.48759774478,0.48759774478,0.0,,0.0,,0.0,,0.48759774478,0.48759774478,0.48759774478
2013-07-12,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.653366824531,-0.653366824531,0.438837970302,0.438837970302,0.0,,0.0,,0.0,,-0.214528854228,-0.214528854228,-0.107264427114
2013-07-13,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.588030142078,-0.588030142078,-0.605045826728,-0.605045826728,0.0,,0.0,,0.0,,-1.19307596881,-1.19307596881,-0.596537984403
2013-07-14,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.47077287213,0.47077287213,-0.544541244055,-0.544541244055,0.0,,0.0,,0.0,,-0.0737683719249,-0.0737683719249,-0.0368841859625
2013-07-15,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-07-16,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-07-17,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-07-18,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,
2013-07-19,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.576304415083,-0.576304415083,-0.49008711965,-0.49008711965,0.0,,0.0,,0.0,,-1.06639153473,-1.06639153473,-0.533195767366
2013-07-20,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,0.481326026425,0.481326026425,0.558921592315,0.558921592315,0.0,,0.0,,0.0,,1.04024761874,1.04024761874,0.52012380937
2013-07-21,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.433193423783,0.433193423783,-0.496970566916,-0.496970566916,0.0,,0.0,,0.0,,-0.0637771431333,-0.0637771431333,-0.0318885715666
2013-07-22,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.610125918595,-0.610125918595,-0.447273510225,-0.447273510225,0.0,,0.0,,0.0,,-1.05739942882,-1.05739942882,-0.52869971441
