,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,devils_wins,devils_losses,devils_num_events,devils_ties,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,mets_wins,mets_losses,mets_num_events,mets_ties,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,giants_wins,giants_losses,giants_num_events,giants_ties,jets_wins,jets_losses,jets_num_events,jets_ties,nets_wins,nets_losses,nets_num_events,nets_ties,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,mean_pe
2013-03-03,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.545583241981,0.545583241981,0.643920208063,0.643920208063,0.0,,-0.584363559415,-0.584363559415,0.0,,0.0,,0.0,,0.0,,0.0,,0.605139890629,0.605139890629,0.201713296876
2013-03-04,,,,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,-0.367477395182,-0.367477395182,0.474072796526,0.474072796526,0.0,,0.0,,0.0,,0.0,,0.0,,0.106595401345,0.106595401345,0.0532977006723
2013-03-05,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.491024917783,0.491024917783,0.579528187257,0.579528187257,-0.330729655663,-0.330729655663,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.739823449376,0.739823449376,0.246607816459
2013-03-06,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.426665516874,0.426665516874,0.0,,0.0,,0.0,,0.0,,0.522939565001,0.522939565001,0.949605081874,0.949605081874,0.474802540937
2013-03-07,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,4,2.0,2.0,0.0,0.5,0.5,0.441922426004,0.441922426004,-0.478424631469,-0.478424631469,0.702343309903,0.702343309903,-0.616001034814,-0.616001034814,0.0,,0.0,,0.0,,0.0,,0.0,,0.0498400696247,0.0498400696247,0.0124600174062
2013-03-08,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,2,1.0,1.0,0.0,0.5,0.5,-0.602269816596,-0.602269816596,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.470645608501,0.470645608501,-0.131624208096,-0.131624208096,-0.0658121040478
2013-03-09,,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,4,3.0,1.0,2.0,0.75,0.25,0.0,,0.569417831678,0.569417831678,-0.367891021087,-0.367891021087,0.445599068668,0.445599068668,0.0,,0.0,,0.0,,0.0,,0.423581047651,0.423581047651,1.07070692691,1.07070692691,0.267676731727
2013-03-10,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.457957165063,0.457957165063,-0.48752395149,-0.48752395149,0.668898081021,0.668898081021,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.639331294595,0.639331294595,0.213110431532
2013-03-11,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,-0.598960838199,-0.598960838199,0.0,,0.0,,0.0,,0.0,,-0.618777057115,-0.618777057115,-1.21773789531,-1.21773789531,-0.608868947657
2013-03-12,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,2,1.0,1.0,0.0,0.5,0.5,-0.587838551443,-0.587838551443,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.443100648597,0.443100648597,-0.144737902846,-0.144737902846,-0.072368951423
2013-03-13,,,,,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.602008272919,0.602008272919,-0.539064754379,-0.539064754379,0.0,,0.0,,0.0,,0.0,,0.0,,0.06294351854,0.06294351854,0.03147175927
2013-03-14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.529054696299,-0.529054696299,0.561228443659,0.561228443659,0.0,,-0.485158278941,-0.485158278941,0.0,,0.0,,0.0,,0.0,,0.0,,-0.452984531581,-0.452984531581,-0.15099484386
2013-03-15,,,,,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,,0.0,,-0.458192554373,-0.458192554373,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.458192554373,-0.458192554373,-0.458192554373
2013-03-16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.476149226669,-0.476149226669,0.505105599293,0.505105599293,-0.412373298935,-0.412373298935,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.383416926311,-0.383416926311,-0.127805642104
2013-03-17,,,,,0.0,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,-0.436642451047,-0.436642451047,0.0,,0.0,,0.0,,0.0,,-0.601209416263,-0.601209416263,-1.03785186731,-1.03785186731,-0.518925933655
2013-03-18,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,3,3.0,0.0,3.0,1.0,0.0,0.571465695998,0.571465695998,0.0,,0.0,,0.607021794058,0.607021794058,0.0,,0.0,,0.0,,0.0,,0.458911525363,0.458911525363,1.63739901542,1.63739901542,0.545799671806
2013-03-19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.514319126398,0.514319126398,-0.545404960636,-0.545404960636,-0.371135969042,-0.371135969042,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.40222180328,-0.40222180328,-0.134073934427
2013-03-20,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.546319614652,0.546319614652,0.0,,0.0,,0.0,,0.0,,0.413020372827,0.413020372827,0.959339987479,0.959339987479,0.479669993739
2013-03-21,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,-0.537112786242,-0.537112786242,-0.490864464572,-0.490864464572,0.665977627862,0.665977627862,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.361999622952,-0.361999622952,-0.120666540984
2013-03-22,,,,,0.0,0.0,1.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,-0.441778018115,-0.441778018115,0.0,,0.491687653187,0.491687653187,0.0,,0.0,,0.0,,0.0,,0.0,,0.0499096350715,0.0499096350715,0.0249548175358
2013-03-23,,,,,0.0,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,0.0,,0.599379865076,0.599379865076,0.442518887868,0.442518887868,0.0,,0.0,,0.0,,0.0,,-0.628281664456,-0.628281664456,0.413617088488,0.413617088488,0.137872362829
2013-03-24,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,-0.483401507617,-0.483401507617,0.602399783696,0.602399783696,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.43454650199,0.43454650199,0.553544778069,0.553544778069,0.184514926023
2013-03-25,,,,,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,,0.0,,-0.460558121432,-0.460558121432,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.460558121432,-0.460558121432,-0.460558121432
2013-03-26,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,0.564938643144,0.564938643144,0.542159805327,0.542159805327,0.0,,0.398266999081,0.398266999081,0.0,,0.0,,0.0,,0.0,,0.0,,1.50536544755,1.50536544755,0.501788482517
2013-03-27,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.0,,0.0,,0.358440299173,0.358440299173,0.0,,0.0,,0.0,,0.0,,0.391091851791,0.391091851791,0.749532150964,0.749532150964,0.374766075482
2013-03-28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,-0.49155522117,-0.49155522117,0.487943824794,0.487943824794,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.00361139637597,-0.00361139637597,-0.00180569818798
2013-03-29,,,,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.0,,0.0,,-0.414502309288,-0.414502309288,0.322596269256,0.322596269256,0.0,,0.0,,0.0,,0.0,,-0.648017333388,-0.648017333388,-0.739923373421,-0.739923373421,-0.246641124474
2013-03-30,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,4,0.0,4.0,-4.0,0.0,1.0,-0.442399699053,-0.442399699053,-0.560850557685,-0.560850557685,-0.37305207836,-0.37305207836,0.0,,0.0,,0.0,,0.0,,0.0,,-0.583215600049,-0.583215600049,-1.95951793515,-1.95951793515,-0.489879483787
2013-03-31,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,,0.29033664233,0.29033664233,0.0,,0.0,,0.0,,0.0,,0.0,,0.29033664233,0.29033664233,0.29033664233
2013-04-01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,5,3.0,2.0,1.0,0.6,0.4,0.601840270852,0.601840270852,0.495234498083,0.495234498083,-0.335746870524,-0.335746870524,0.0,,0.5,0.5,-0.5,-0.5,0.0,,0.0,,0.0,,0.761327898412,0.761327898412,0.152265579682
2013-04-02,,,,,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2,2.0,0.0,2.0,1.0,0.0,0.0,,0.445711048275,0.445711048275,0.0,,0.261302978097,0.261302978097,0.0,,0.0,,0.0,,0.0,,0.0,,0.707014026372,0.707014026372,0.353507013186
2013-04-03,1.0,0.0,1.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,5,4.0,1.0,3.0,0.8,0.2,0.541656243767,0.541656243767,0.0,,0.0,,0.235172680287,0.235172680287,0.45,0.45,-0.45,-0.45,0.0,,0.0,,0.475105959956,0.475105959956,1.25193488401,1.25193488401,0.250386976802
2013-04-04,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,1.0,0.0,5,1.0,4.0,-3.0,0.2,0.8,0.0,,-0.598860056553,-0.598860056553,-0.302172183471,-0.302172183471,0.0,,-0.595,-0.595,0.595,0.595,0.0,,0.0,,-0.57240463604,-0.57240463604,-1.47343687606,-1.47343687606,-0.294687375213
2013-04-05,0.0,1.0,1.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,4,1.0,3.0,-2.0,0.25,0.75,-0.51250938061,-0.51250938061,0.0,,0.0,,0.211655412259,0.211655412259,-0.5355,-0.5355,-0.4645,-0.4645,0.0,,0.0,,0.0,,-1.30085396835,-1.30085396835,-0.325213492088
2013-04-06,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,6,4.0,2.0,2.0,0.666666666667,0.333333333333,0.538741557451,0.538741557451,0.461025949103,0.461025949103,-0.271954965124,-0.271954965124,0.0,,0.51805,0.51805,-0.41805,-0.41805,0.0,,0.0,,0.484835827564,0.484835827564,1.31264836899,1.31264836899,0.218774728166
2013-04-07,,,,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,4,3.0,1.0,2.0,0.75,0.25,0.0,,0.0,,-0.244759468612,-0.244759468612,0.190489871033,0.190489871033,0.466245,0.466245,0.623755,0.623755,0.0,,0.0,,0.0,,1.03573040242,1.03573040242,0.258932600605
2013-04-08,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,-0.515132598294,-0.515132598294,0.0,,0.0,,0.0,,0.4196205,0.4196205,0.5613795,0.5613795,0.0,,0.0,,0.0,,0.465867401706,0.465867401706,0.155289133902
2013-04-09,,,,,0.0,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,5,4.0,1.0,3.0,0.8,0.2,0.0,,0.414923354192,0.414923354192,0.0,,0.17144088393,0.17144088393,-0.62234155,-0.62234155,0.50524155,0.50524155,0.0,,0.0,,0.436352244808,0.436352244808,0.90561648293,0.90561648293,0.181123296586
2013-04-10,1.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,4,2.0,2.0,0.0,0.5,0.5,0.536380661536,0.536380661536,0.0,,-0.220283521751,-0.220283521751,0.0,,-0.560107395,-0.560107395,0.0,,0.0,,0.0,,0.392717020327,0.392717020327,0.148706765112,0.148706765112,0.037176691278
2013-04-11,,,,,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.373431018773,0.373431018773,0.0,,-0.845703204463,-0.845703204463,0.0,,0.0,,0.0,,0.0,,0.0,,-0.47227218569,-0.47227218569,-0.236136092845
2013-04-12,,,,,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,5,4.0,1.0,3.0,0.8,0.2,0.0,,0.0,,-0.198255169575,-0.198255169575,0.238867115983,0.238867115983,0.4959033445,0.4959033445,0.454717395,0.454717395,0.0,,0.0,,0.353445318294,0.353445318294,1.3446780042,1.3446780042,0.26893560084
2013-04-13,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,4,2.0,2.0,0.0,0.5,0.5,0.482742595382,0.482742595382,-0.663912083104,-0.663912083104,0.0,,0.0,,0.44631301005,0.44631301005,-0.5907543445,-0.5907543445,0.0,,0.0,,0.0,,-0.325610822172,-0.325610822172,-0.081402705543
2013-04-14,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,0.0,1.0,1.0,0.0,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,0.0,,0.0,,0.214980404385,0.214980404385,0.0,,0.46832108995,0.46832108995,0.0,,0.0,,-0.681899213535,-0.681899213535,0.00140228079941,0.00140228079941,0.000467426933138
2013-04-15,,,,,0.0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.0,,0.0,,-0.178429652618,-0.178429652618,-0.806517636054,-0.806517636054,0.0,,0.0,,0.0,,0.0,,0.386290707818,0.386290707818,-0.598656580853,-0.598656580853,-0.199552193618
2013-04-16,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,4,2.0,3.0,-1.0,0.4,0.6,-0.565531664156,-0.565531664156,0.402479125206,0.402479125206,0.0,,0.0,,-0.598318290955,-0.598318290955,0.421488980955,0.421488980955,0.0,,0.0,,0.0,,-0.33988184895,-0.33988184895,-0.0849704622375
2013-04-17,,,,,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,3,3.0,0.0,3.0,1.0,0.0,0.0,,0.0,,0.0,,0.274134127552,0.274134127552,0.0,,0.379340082859,0.379340082859,0.0,,0.0,,0.347661637036,0.347661637036,1.00113584745,1.00113584745,0.333711949149
2013-04-18,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,5,3.0,2.0,1.0,0.6,0.4,0.491021502259,0.491021502259,0.362231212686,0.362231212686,0.839413312644,0.839413312644,0.0,,-0.53848646186,-0.53848646186,-0.658593925426,-0.658593925426,0.0,,0.0,,0.0,,0.495585640303,0.495585640303,0.0991171280606
2013-04-19,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,3.0,0.0,3.0,1.0,0.0,0.441919352033,0.441919352033,0.0,,0.0,,0.0,,0.515362184326,0.515362184326,0.407265467116,0.407265467116,0.0,,0.0,,0.0,,1.36454700348,1.36454700348,0.454849001159
2013-04-20,,,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,4,3.0,1.0,2.0,0.75,0.25,0.0,,0.326008091417,0.326008091417,0.755471981379,0.755471981379,0.0,,-0.536174034106,-0.536174034106,0.366538920405,0.366538920405,0.0,,0.0,,0.0,,0.911844959095,0.911844959095,0.227961239774
2013-04-21,1.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,4,2.0,2.0,0.0,0.5,0.5,0.39772741683,0.39772741683,0.0,,-0.320075216758,-0.320075216758,0.0,,0.517443369304,0.517443369304,-0.670114971636,-0.670114971636,0.0,,0.0,,0.0,,-0.0750194022598,-0.0750194022598,-0.018754850565
2013-04-22,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,-0.603103474472,-0.603103474472,0.0,,0.0,,0.0,,-0.603103474472,-0.603103474472,-0.603103474472
2013-04-23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,5,2.0,3.0,-1.0,0.4,0.6,-0.642045324853,-0.642045324853,-0.706592717725,-0.706592717725,0.711932304917,0.711932304917,0.0,,-0.534300967626,-0.534300967626,0.457206872975,0.457206872975,0.0,,0.0,,0.0,,-0.713799832311,-0.713799832311,-0.142759966462
2013-04-24,,,,,0.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,0.519129129137,0.519129129137,-0.588513814323,-0.588513814323,0.0,,0.0,,0.0,,-0.069384685186,-0.069384685186,-0.034692342593
2013-04-25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,5,3.0,2.0,1.0,0.6,0.4,0.422159207632,0.422159207632,-0.635933445952,-0.635933445952,0.640739074426,0.640739074426,0.0,,-0.532783783777,-0.532783783777,0.47033756711,0.47033756711,0.0,,0.0,,0.0,,0.364518619438,0.364518619438,0.0729037238877
2013-04-26,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,1.0,2.0,-1.0,0.333333333333,0.666666666667,0.0,,-0.572340101357,-0.572340101357,0.0,,0.0,,-0.479505405399,-0.479505405399,0.423303810399,0.423303810399,0.0,,0.0,,0.0,,-0.628541696358,-0.628541696358,-0.209513898786
2013-04-27,1.0,0.0,1.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,4,2.0,2.0,0.0,0.5,0.5,0.379943286869,0.379943286869,0.0,,-0.423334833017,-0.423334833017,0.0,,-0.431554864859,-0.431554864859,0.380973429359,0.380973429359,0.0,,0.0,,0.0,,-0.0939729816483,-0.0939729816483,-0.0234932454121
2013-04-28,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.388399378373,-0.388399378373,0.342876086423,0.342876086423,0.0,,0.0,,0.0,,-0.0455232919505,-0.0455232919505,-0.0227616459753
2013-04-29,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,2,0.0,2.0,-2.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,,-0.349559440536,-0.349559440536,-0.691411522219,-0.691411522219,0.0,,0.0,,0.0,,-1.04097096276,-1.04097096276,-0.520485481378
2013-04-30,,,,,0.0,,,,,,,,,,,,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,0.0,,0.0,,0.0,,0.0,,-0.314603496483,-0.314603496483,0.377729630003,0.377729630003,0.0,,0.0,,0.0,,0.0631261335201,0.0631261335201,0.03156306676
2013-05-01,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,-0.515106091221,-0.515106091221,0.0,,0.0,,0.716856853166,0.716856853166,0.339956667002,0.339956667002,0.0,,0.0,,0.0,,0.541707428947,0.541707428947,0.180569142982
2013-05-02,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,1.0,-1.0,0.0,1.0,-0.658051041818,-0.658051041818,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.658051041818,-0.658051041818,-0.658051041818
2013-05-03,,,,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,0.536404517901,0.536404517901,0.0,,0.0,,0.645171167849,0.645171167849,-0.694038999698,-0.694038999698,0.0,,0.0,,0.0,,0.487536686052,0.487536686052,0.162512228684
2013-05-04,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,2,1.0,1.0,0.0,0.5,0.5,-0.592245937636,-0.592245937636,0.0,,0.0,,0.0,,0.0,,0.375364900272,0.375364900272,0.0,,0.0,,0.0,,-0.216881037364,-0.216881037364,-0.108440518682
2013-05-05,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,3,0.0,3.0,-3.0,0.0,1.0,0.0,,-0.517235933889,-0.517235933889,0.0,,0.0,,-0.419345948936,-0.419345948936,-0.662171589755,-0.662171589755,0.0,,0.0,,0.0,,-1.59875347258,-1.59875347258,-0.532917824193
2013-05-06,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0,0.0,1.0,1.0,0.0,0.466978656128,0.466978656128,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.466978656128,0.466978656128,0.466978656128
2013-05-07,,,,,0.0,1.0,0.0,1.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,3,2.0,1.0,1.0,0.666666666667,0.333333333333,0.0,,0.5344876595,0.5344876595,0.0,,0.0,,0.622588645958,0.622588645958,-0.59595443078,-0.59595443078,0.0,,0.0,,0.0,,0.561121874678,0.561121874678,0.187040624893
