,date,mean_pysent,PE_pysent
0,2012-01-01,0.19863890085606217,0.0
1,2012-01-02,0.26728610694408417,0.068647206088022
2,2012-01-03,0.2103111587646531,0.004807537299788722
3,2012-01-04,0.14969042381206593,-0.05629395138277732
4,2012-01-05,0.0977001282029182,-0.10265485185364732
5,2012-01-06,0.21817202996789364,0.028082535096692868
6,2012-01-07,0.11759552569950328,-0.07530222268136678
7,2012-01-08,0.2874780197271565,0.10211049361442309
8,2012-01-09,0.20745888023407427,0.011880304759898569
9,2012-01-10,0.19694154461224875,0.00017493866208317943
10,2012-01-11,0.19624129937419407,-0.0005428004421798027
11,2012-01-12,0.12728396842354223,-0.06944585134861367
12,2012-01-13,0.17753116601317592,-0.012254068624118597
13,2012-01-14,0.1877771516640981,-0.0007826761107845581
14,2012-01-15,0.30514138765999527,0.11665982749619105
15,2012-01-16,0.17888811480614447,-0.02125942810727885
16,2012-01-17,0.0993738345850527,-0.09864776551764273
17,2012-01-18,0.14064465143197885,-0.04751217211895231
18,2012-01-19,0.14553600641680353,-0.037869599922232405
19,2012-01-20,0.19715473403228573,0.017536087685473045
20,2012-01-21,0.18562777790092153,0.004255522785561544
21,2012-01-22,0.26680321393369816,0.08500540653978203
22,2012-01-23,0.1717434970661998,-0.018554850981694543
23,2012-01-24,0.12471939511597156,-0.06372346783375331
24,2012-01-25,0.15626323958973826,-0.025807276576611277
25,2012-01-26,0.09764541629701853,-0.08184437221166987
26,2012-01-27,0.1469063081883437,-0.02439904309917773
27,2012-01-28,0.14978995807468892,-0.019075488902914717
28,2012-01-29,0.14372366078105975,-0.02323423730625243
29,2012-01-30,0.22813766591605686,0.06350319155936993
30,2012-01-31,0.1309759107646563,-0.0400088827479676
31,2012-02-01,0.13953926358371974,-0.027444641654107427
32,2012-02-02,0.1562204335675095,-0.008019007504906916
33,2012-02-03,0.24974420966481317,0.08630666934288744
34,2012-02-04,0.23010547404609075,0.05803726678987628
35,2012-02-05,0.3096454250248703,0.1317734910896682
36,2012-02-06,0.2696068638935685,0.07855758084939962
37,2012-02-07,0.26447923729817074,0.06557419616906188
38,2012-02-08,0.19623343273997307,-0.009229028006041973
39,2012-02-09,0.14621052696446704,-0.0583290309809438
40,2012-02-10,0.23035670965909957,0.031650054811783096
41,2012-02-11,0.201133306697011,-0.0007383536314838068
42,2012-02-12,0.21468927417146533,0.012891449206118899
43,2012-02-13,0.2205988610817107,0.017511891195752388
44,2012-02-14,0.2458351928163582,0.04099703381082467
45,2012-02-15,0.16087255696224612,-0.048065305424369875
46,2012-02-16,0.2235129137707364,0.019381581926557395
47,2012-02-17,0.18373135875605937,-0.022338131280775386
48,2012-02-18,0.20630663633346558,0.0024709594247083744
49,2012-02-19,0.21516245943587897,0.011079686584650944
50,2012-02-20,0.16549787096157195,-0.03969287054812118
51,2012-02-21,0.18237224513409184,-0.01884920932078918
52,2012-02-22,0.14527063886635005,-0.054065894656452035
53,2012-02-23,0.15965005177170483,-0.03427989228545206
54,2012-02-24,0.11813676051604442,-0.07236519431256726
55,2012-02-25,0.13994150031958857,-0.043323935077766385
56,2012-02-26,0.20774701709548632,0.028813975205908005
57,2012-02-27,0.1462934402030284,-0.03552099920714072
58,2012-02-28,0.14547063146210923,-0.03279170802734582
59,2012-02-29,0.13910156296145532,-0.035881605725265164
60,2012-03-01,0.1568217373076286,-0.01457327080656537
61,2012-03-02,0.2356044755041974,0.06566679447065998
62,2012-03-03,0.1857820696210208,0.009277709140417395
63,2012-03-04,0.15110179491159392,-0.02633033648305122
64,2012-03-05,0.16748025513694673,-0.007318842609393306
65,2012-03-06,0.1503807646887643,-0.023686448796636395
66,2012-03-07,0.08603924742111793,-0.08565932118461911
67,2012-03-08,0.2210984585376886,0.05796582205041348
68,2012-03-09,0.12684940552908527,-0.0420798131632312
69,2012-03-10,0.13958669737946217,-0.025134539996531202
70,2012-03-11,0.11717716476938746,-0.0450306186069528
71,2012-03-12,0.11758689377456903,-0.04011782774107596
72,2012-03-13,0.18834720493911147,0.034654266197574085
73,2012-03-14,0.1615012948680076,0.004342929506712806
74,2012-03-15,0.1099217266031781,-0.04767093170878796
75,2012-03-16,0.1868245226432042,0.03399895750211693
76,2012-03-17,0.26720168780196796,0.110976226910669
77,2012-03-18,0.16904724259225148,0.001724159009885623
78,2012-03-19,0.1450117033846835,-0.022483796098670933
79,2012-03-20,0.15568356784550766,-0.009563552027979677
80,2012-03-21,0.1334593658511703,-0.030831398819519074
81,2012-03-22,0.08890588581562042,-0.07230173897311704
82,2012-03-23,0.17193806429818875,0.017960613406763
83,2012-03-24,0.24607451969668978,0.09030100746458772
84,2012-03-25,0.16689036244695837,0.002086749468397542
85,2012-03-26,0.12254905737705113,-0.04246323054834947
86,2012-03-27,0.19358977531812277,0.03282381044755711
87,2012-03-28,0.10120081726242514,-0.06284752865289622
88,2012-03-29,0.17594440455560562,0.01818081150557388
89,2012-03-30,0.1455272118006747,-0.014054462399914425
90,2012-03-31,0.17052731567755677,0.012351087716959086
91,2012-04-01,0.11622989767541488,-0.043181439056878726
92,2012-04-02,0.21248389159639677,0.057390698769791054
93,2012-04-03,0.23091980496292594,0.0700875422593411
94,2012-04-04,0.1739182351600556,0.006077218230536668
95,2012-04-05,0.15845973099981037,-0.009989007752762236
96,2012-04-06,0.13619739880094994,-0.03125243917634643
97,2012-04-07,0.1188913268097759,-0.045433267249885834
98,2012-04-08,0.22170456055994633,0.06192329322527318
99,2012-04-09,0.24458137569548208,0.07860777903828162
100,2012-04-10,0.22274306452417947,0.04890868996315084
