,date,mean_pysent,PE_pysent
0,2012-01-01,0.2949442555827479,0.0
1,2012-01-02,0.31069540474788254,0.015751149165134648
2,2012-01-03,0.21058090444372482,-0.08593846605553654
3,2012-01-04,0.20141793127919808,-0.0865075926145096
4,2012-01-05,0.15549117789186281,-0.12378358674039389
5,2012-01-06,0.2752675226565157,0.00837111669829843
6,2012-01-07,0.31700758710919813,0.049274069481150984
7,2012-01-08,0.32057267094457614,0.04791174636841389
8,2012-01-09,0.3319564448750537,0.05450434566205009
9,2012-01-10,0.1835871788690675,-0.09931535491014115
10,2012-01-11,0.19261742717977884,-0.0803535711084157
11,2012-01-12,0.3504328727722168,0.08549723159486383
12,2012-01-13,0.25347903434266433,-0.02000632999417501
13,2012-01-14,0.3456510664560856,0.07416633511866377
14,2012-01-15,0.37403258372997417,0.09513121888068593
15,2012-01-16,0.07798000011179182,-0.210434486625565
16,2012-01-17,0.20275038368297074,-0.0646206543918296
17,2012-01-18,0.3858064581595716,0.12489748552395424
18,2012-01-19,0.17318371039325908,-0.1002150107947537
19,2012-01-20,0.29957327638229314,0.03619605627375572
20,2012-01-21,0.2300188378430903,-0.036977987892822695
21,2012-01-22,0.18328986799015717,-0.08000915895647354
22,2012-01-23,0.13643362647608706,-0.11886448457489632
23,2012-01-24,0.04432471231980757,-0.19908695027368617
24,2012-01-25,0.1429833288192749,-0.08051963874685025
25,2012-01-26,0.2431265632311503,0.02767555953971018
26,2012-01-27,0.3091839365661144,0.09096537692070328
27,2012-01-28,0.2582262417544489,0.030911144416967434
28,2012-01-29,0.16173512909723364,-0.06867108268194458
29,2012-01-30,0.14733346150471613,-0.07620564200626764
30,2012-01-31,0.1960311710060417,-0.01988736830431531
31,2012-02-01,0.4221606936283454,0.20823089114841992
32,2012-02-02,0.06455957732702557,-0.17019331426774192
33,2012-02-03,0.31341870094046875,0.09568514077247547
34,2012-02-04,0.3224352889282759,0.09513321468303507
35,2012-02-05,0.38138692698827603,0.1445715312747317
36,2012-02-06,0.27439027551620726,0.023117726675189798
37,2012-02-07,0.20008434037144265,-0.05349998113709378
38,2012-02-08,0.35020180568573583,0.10196748229090877
39,2012-02-09,0.2487749637644968,-0.009656107859421142
40,2012-02-10,0.21449206855849942,-0.04297339227947641
41,2012-02-11,0.21569076881689184,-0.03747735279313638
42,2012-02-12,0.05551295975844065,-0.19390742657227394
43,2012-02-13,0.03162116839967925,-0.19840847527380795
44,2012-02-14,0.21738969306556546,0.007200896919459077
45,2012-02-15,0.3766108364230249,0.1657019505849726
46,2012-02-16,0.07851028442382812,-0.14896879647272143
47,2012-02-17,0.295651603828777,0.08306940257949957
48,2012-02-18,0.3488257913677781,0.12793664986055073
49,2012-02-19,0.2606270542932213,0.02694424779993887
50,2012-02-20,0.30300878185146257,0.06663155057818626
51,2012-02-21,0.15494814198067847,-0.08809224435041646
52,2012-02-22,0.25407253031606797,0.019841368420014688
53,2012-02-23,0.07434749007225036,-0.16186780866580439
54,2012-02-24,0.24860967351840094,0.02858115564692662
55,2012-02-25,0.14912076446474815,-0.07376586897141885
56,2012-02-26,0.22966310290889885,0.01415305636987374
57,2012-02-27,0.16428564014015618,-0.05263971203585632
58,2012-02-28,0.18800994248713476,-0.02365143848529211
59,2012-02-29,0.20711368780869704,-0.0021825493152006215
60,2012-03-01,0.15513994763879216,-0.05393803455358545
61,2012-03-02,0.30619928220080006,0.10251510346378101
62,2012-03-03,0.32332635162906215,0.10939066254566499
63,2012-03-04,0.17365331632377456,-0.0512214390141891
64,2012-03-05,0.3272236077873795,0.10747099635083476
65,2012-03-06,0.23332259561238664,0.002822884540758408
66,2012-03-07,0.43151718575552284,0.20073518622981876
67,2012-03-08,0.1530949169514226,-0.09776060119726335
68,2012-03-09,0.42597323689012895,0.18489377886116934
69,2012-03-10,0.25837814646798213,-0.0011906894470944396
70,2012-03-11,0.41674031968602165,0.1572905527156545
71,2012-03-12,0.36382629753586776,0.08864747529393519
72,2012-03-13,0.17633238984543143,-0.10771117992589468
73,2012-03-14,0.13649734780808126,-0.1367751039706554
74,2012-03-15,0.21863775327801704,-0.04095718810365406
75,2012-03-16,0.4168571248744269,0.1613579023031212
76,2012-03-17,0.21065282156999163,-0.06098219123162621
77,2012-03-18,0.13562762352728075,-0.12990917015117448
78,2012-03-19,0.2910725857828047,0.03852670911946693
79,2012-03-20,0.23580939932302994,-0.020589148252254524
80,2012-03-21,0.45027492673410846,0.19593529398404946
81,2012-03-22,0.2027919756041633,-0.07114118654430068
82,2012-03-23,0.16185816032130543,-0.10496088317272848
83,2012-03-24,0.25390374761860385,-0.0024192075581572214
84,2012-03-25,0.21020685971686334,-0.04587417470408198
85,2012-03-26,0.15450053311446132,-0.0969930838360758
86,2012-03-27,0.32310777753591535,0.08131346896898581
87,2012-03-28,0.37610871505898397,0.12618305959515586
88,2012-03-29,0.2513203668421593,-0.011223594581184382
89,2012-03-30,0.3375497657273497,0.07612816376212445
90,2012-03-31,0.3335903187592824,0.0645559004178447
91,2012-04-01,0.405875883186641,0.1303858748034188
92,2012-04-02,0.23072835489323265,-0.0578002409703314
93,2012-04-03,0.14593814728186302,-0.13681042448466788
94,2012-04-04,0.28900043055659436,0.019932901238530254
95,2012-04-05,0.3119277318841533,0.04086691244223617
96,2012-04-06,0.37538481920452443,0.1002373085183837
97,2012-04-07,0.43436593191871226,0.14919469038073313
98,2012-04-08,0.18071535644961184,-0.11937535412644057
99,2012-04-09,0.19735279800940533,-0.09080037715400299
100,2012-04-10,0.16116594365148834,-0.1179071937965197
