,11,10,aa,12,ma,ba,5+6,pro,phd,sc1,7+8,hs,9,ns,n4,sc2,population,population_over_18,income,z_income,mbsa,workforce,mbsa_workforce,z_mbsa_workforce,education,z_education,ses,year,ZIP,desc
11413,0.015996166101080227,0.0122011242649535,0.06895837111105355,0.023961868248581715,0.05060487526876149,0.11293163743750485,0.0072274175582208635,0.008535606040981272,0.0035878040566795326,0.04384374271429682,0.01103541175556304,0.19199285029660906,0.010374841333575111,0.007551226588607103,0.004339041007175607,0.11407144522446443,38603.0,29720.0,27899.0,-0.30209707462960245,0.12300857446312463,0.5291298603735461,0.23249913454374596,-0.40528531388676764,9.070493225915083,-0.1468298225407525,-0.8542122110571226,2011.5,11413,Queens:Southeast Queens
11414,0.01760159179612765,0.02064360603045841,0.057147776842427486,0.02546491160939772,0.04585979949491084,0.12108747225836075,0.017046759011249715,0.010809673222621871,0.007327619193387924,0.04186117701079054,0.014827427871737965,0.30238386775847553,0.017792913446085558,0.013717762301982092,0.011574959822453509,0.086018213821076,26134.0,21473.0,33433.0,-0.09379246111341041,0.13863166755950104,0.5052422132088468,0.27441800220183754,-0.05247809285105343,10.280123593785873,0.47851736334997913,0.33224680938551526,2011.5,11414,Queens:Southwest Queens
11415,0.010200911350455675,0.01209092792046396,0.06824772162386081,0.00856980115990058,0.10858533554266778,0.16914353769676888,0.012142709196354597,0.02472555923777962,0.01234983429991715,0.02343102734051367,0.012246271748135874,0.1491559652029826,0.00885459817729909,0.008699254349627174,0.009708989229494615,0.08852009113504558,19312.0,15869.0,33193.0,-0.10308689643842307,0.17729908864954433,0.5464478044739023,0.32449949114839427,0.36824602336032974,10.12744666528583,0.39915151974716706,0.6643106466690738,2011.5,11415,Queens:Southwest Queens
11416,0.015759312320916905,0.018342144557891765,0.05367448242463376,0.02500100891884257,0.021308365955042576,0.07913959401105775,0.02653456555954639,0.008676702046087413,0.00468138342951693,0.02677670608176278,0.01872553371806772,0.20089591993220066,0.014225755680213083,0.02144961459300214,0.008979377698857904,0.06438920053270915,24779.0,18374.0,19887.5,-0.6034085291188358,0.08367972880261512,0.46172161911295856,0.18118381737285852,-0.8376778097047075,7.331228056015174,-1.047649698945363,-2.4887360377689065,2011.5,11416,Queens:Southwest Queens
11417,0.01948119235950399,0.01632067976926531,0.053970501882491105,0.015457151739145454,0.03293495906877138,0.08581741563331147,0.02274532831335705,0.007409070498428379,0.001467997651203758,0.031225173569134054,0.014179130254568063,0.25026769368933716,0.01511174052709751,0.01725329004179476,0.014351835860592035,0.07315809471175434,28951.0,22072.0,23287.0,-0.4755092718073751,0.0807226002556043,0.5115712756036062,0.1578218336893767,-1.0320037258112544,8.207790749887742,-0.5935379666773337,-2.1010509642959634,2011.5,11417,Queens:Southwest Queens
11418,0.019529398645069557,0.022191864841506592,0.04572193258802866,0.022777328612450864,0.046265577518191194,0.11008112855111657,0.02999804845409685,0.010008642560428226,0.0039030918062951296,0.021271850344308455,0.024812512197161893,0.2044383729683013,0.017814826173018484,0.009897125651676936,0.012991719869525218,0.07029747135409406,35869.0,27097.0,22305.0,-0.5123865374890477,0.09824639660988597,0.5277258914382894,0.18616392169323376,-0.794248369051296,8.382224204745043,-0.5034701237662238,-1.8101050303065676,2011.5,11418,Queens:Southwest Queens
11419,0.013400903288734336,0.021235766841245944,0.029240262080956723,0.025858230317423295,0.021765865863743347,0.08693623968957401,0.040817624732299995,0.003191196115434363,0.0006467208074468311,0.015584911261423633,0.03178473738894426,0.2598227348868769,0.015637921163673373,0.020673861877398697,0.0163058459320201,0.055225716163779394,47161.0,35883.0,18865.5,-0.6417976643286631,0.06537181145437967,0.5089798774411061,0.12843840317317157,-1.2796942002103457,7.614077309641441,-0.9008990011547624,-2.8223908656937713,2011.5,11419,Queens:Southwest Queens
11420,0.01509331646256044,0.015737267838582855,0.04598038772651272,0.026255140313615616,0.028943919743323242,0.09371187130010394,0.031463238284603914,0.006089294590808441,0.0017510958470784942,0.02444755750372814,0.01858421076415563,0.2572077364544263,0.01430249898323467,0.017985448958380404,0.017623932396402912,0.07878801572597044,44258.0,33619.0,22963.5,-0.4876189380422443,0.09651362465542952,0.543799990962086,0.1773995505850952,-0.8690435672012129,8.35746079804781,-0.5162712493667627,-1.8729337546102203,2011.5,11420,Queens:Southwest Queens
11421,0.021913674951416592,0.016032525314513657,0.05045003579830214,0.022169377109542802,0.03843203436637005,0.10482509972384167,0.026682520200470492,0.004883911220210698,0.0024803109338242812,0.027232279840441853,0.021108213153319014,0.2048302137670042,0.014945791142477242,0.017630663802802496,0.01016416078551703,0.08522552930346733,39108.0,29790.0,21819.0,-0.5307690884533096,0.09624629231870717,0.5165055743070471,0.18633663964364566,-0.7930401724295137,8.260144983123658,-0.5668289118000958,-1.8906381726829191,2011.5,11421,Queens:Southwest Queens
11422,0.010597334210959354,0.008178377488892545,0.06391311502386046,0.013411222642751356,0.04962975152213263,0.1375514233997038,0.010317590916570677,0.01220997202567056,0.003883495145631068,0.03174263616916241,0.01007075859799243,0.17660029619878231,0.008096100049366464,0.013526411058087873,0.0029455323350337337,0.1180845812078328,30385.0,23016.0,28566.0,-0.2767732591055897,0.14025012341615928,0.565854862596676,0.24777400880713885,-0.27744122241166685,8.917376995227908,-0.22715956611792398,-0.7813740476351805,2011.5,11422,Queens:Southeast Queens
11423,0.017513933457186284,0.01661881438946124,0.045735517649045765,0.02646512413443675,0.03859145414625908,0.11866238811011653,0.026938017226819794,0.019540618138827903,0.006688059449417328,0.02896470190846141,0.0282046951528458,0.20300624894443509,0.013528120249957778,0.021178854923154872,0.010741428812700557,0.10408714744131059,29605.0,23225.0,25830.0,-0.3800307227515912,0.11533524742442156,0.5381861172099307,0.21448237846402052,-0.5556041063572454,9.056130721161967,-0.15464680316881046,-1.0902816322776472,2011.5,11423,Queens:Jamaica
11426,0.008135670906382491,0.008880485848516098,0.0625931018677667,0.013865016615102555,0.07307780451472443,0.17448722355906954,0.009739887704824108,0.012747794201902144,0.008823192391428899,0.025065887475650278,0.010828463389480921,0.21871777243038845,0.0019766242695084223,0.012260799816660938,0.0014036896986364157,0.0977426377907643,17454.0,13954.0,30337.5,-0.2102947462601976,0.18133379168099004,0.557980978572247,0.3249844573462764,0.37216121585543427,10.093660478973302,0.3822145974482467,0.5440810670434834,2011.5,11426,Queens:Southeast Queens
11427,0.019557860501911835,0.009932756120072078,0.051311914912319255,0.01894255702544719,0.05667384520722542,0.17874565991297853,0.010635960093174527,0.01714059684437217,0.004460950204368655,0.03483057179273063,0.018085527183228586,0.20588493824990112,0.008987825781215663,0.017492198830923393,0.004373049707730848,0.08787852151364656,22753.0,18014.0,29166.0,-0.2543826890409533,0.1326198743022898,0.5678152331560673,0.23359498533191936,-0.3963995077180785,9.880828901683294,0.27182883232152993,-0.3789533644375019,2011.5,11427,Queens:Southeast Queens
