,date,VADER,PE_Vader
0,2012-01-01,0.4062198473282443,0.0
1,2012-01-02,0.13987518248175182,-0.26634466484649244
2,2012-01-03,0.19215778894472363,-0.18742759189887143
3,2012-01-04,0.24350308641975307,-0.11733953523395482
4,2012-01-05,0.2546567901234568,-0.09445187800685562
5,2012-01-06,0.22965954198473282,-0.11000393834489408
6,2012-01-07,0.2858136363636364,-0.0428494501315011
7,2012-01-08,0.20576954314720816,-0.11860859833477919
8,2012-01-09,0.26473800000000003,-0.04777928164850942
9,2012-01-10,0.23824054054054053,-0.06949881294311797
10,2012-01-11,0.25363986928104576,-0.04714960290830095
11,2012-01-12,0.2542581151832461,-0.04181639671527054
12,2012-01-13,0.2423933333333333,-0.04949953889365627
13,2012-01-14,0.1716855,-0.11525741833762393
14,2012-01-15,0.288764,0.013346823496138471
15,2012-01-16,0.19558636363636364,-0.08116549521711178
16,2012-01-17,0.22342512562814074,-0.04521018370362348
17,2012-01-18,0.19509099999999996,-0.06902329096140192
18,2012-01-19,0.1813395,-0.0758724618652617
19,2012-01-20,0.20394020100502508,-0.04568451467371043
20,2012-01-21,0.16673797468354432,-0.07831828952782016
21,2012-01-22,0.2031782608695652,-0.034046174389017275
22,2012-01-23,0.1763582914572864,-0.05746152636239435
23,2012-01-24,0.24070909090909093,0.012635425725649602
24,2012-01-25,0.19109191919191923,-0.03824528856408707
25,2012-01-26,0.20939682539682536,-0.016115853502772226
26,2012-01-27,0.261311,0.03740990645067965
27,2012-01-28,0.1610140625,-0.06662802169438833
28,2012-01-29,0.27788345864661657,0.05690417662166708
29,2012-01-30,0.1690472392638037,-0.05762246042331251
30,2012-01-31,0.2647934673366834,0.04388601369189846
31,2012-02-01,0.2980062176165803,0.07271016260260552
32,2012-02-02,0.22117253886010363,-0.011394532414131714
33,2012-02-03,0.20902393617021273,-0.022403681862609437
34,2012-02-04,0.21777559055118112,-0.0114116592953801
35,2012-02-05,0.278964,0.05091791608297677
36,2012-02-06,0.3018328282828283,0.06869495275750742
37,2012-02-07,0.29394499999999996,0.05393762919892833
38,2012-02-08,0.24157236180904518,-0.003828771911919271
39,2012-02-09,0.19975500000000002,-0.045263256529772505
40,2012-02-10,0.27546030150753764,0.034968370630742374
41,2012-02-11,0.23241565656565658,-0.011573111374212935
42,2012-02-12,0.16661919191919192,-0.0762122648832563
43,2012-02-13,0.24054090909090908,0.005330678776786502
44,2012-02-14,0.20871624365482233,-0.0270270545369789
45,2012-02-15,0.213493,-0.01954759273810336
46,2012-02-16,0.19879900000000003,-0.03228683346429298
47,2012-02-17,0.2143050505050505,-0.013552099612813229
48,2012-02-18,0.18529497487437185,-0.041206965282210545
49,2012-02-19,0.2635489795918367,0.041167735963475366
50,2012-02-20,0.20273567839195983,-0.023762338832749058
51,2012-02-21,0.1563761421319797,-0.06774564120945428
52,2012-02-22,0.20120558375634515,-0.016141635464143406
53,2012-02-23,0.2215236180904523,0.00579056241637807
54,2012-02-24,0.3157602040816326,0.09944809216592054
55,2012-02-25,0.2685738693467337,0.042316948214429634
56,2012-02-26,0.2780078125,0.04751919654625297
57,2012-02-27,0.23646060606060612,0.0012200704522337957
58,2012-02-28,0.09959746192893401,-0.1357650807246617
59,2012-02-29,0.1791748743718593,-0.04261116020927025
60,2012-03-01,0.1474678391959799,-0.07005707936422265
61,2012-03-02,0.17958629441624366,-0.030932916207536604
62,2012-03-03,0.2943730964467005,0.08694717744367392
63,2012-03-04,0.23942613065326634,0.02330549390587236
64,2012-03-05,0.13264800000000002,-0.08580318613798121
65,2012-03-06,0.10230799999999998,-0.10756286752418312
66,2012-03-07,0.1598805,-0.039234080771764795
67,2012-03-08,0.1167788944723618,-0.07841227822222653
68,2012-03-09,0.23454090909090913,0.04719096421854346
69,2012-03-10,0.19843417085427134,0.006365129560051336
70,2012-03-11,0.20061557788944723,0.00791002363922208
71,2012-03-12,0.21763585858585857,0.024139301971711213
72,2012-03-13,0.13715858585858587,-0.05875190095273261
73,2012-03-14,0.1521527918781726,-0.037882504837872616
74,2012-03-15,0.1514905,-0.03475654623225796
75,2012-03-16,0.2171041025641026,0.03433271095507043
76,2012-03-17,0.16017336683417088,-0.026031295870368315
77,2012-03-18,0.1754995,-0.008102033117502377
78,2012-03-19,0.17065276381909547,-0.012138565986656663
79,2012-03-20,0.19060550000000004,0.009028026792913563
80,2012-03-21,0.1365287878787879,-0.04595148800758994
81,2012-03-22,0.13348442211055275,-0.04440070497506607
82,2012-03-23,-0.011884848484848495,-0.1853299050729607
83,2012-03-24,0.1285391959798995,-0.026372870100916657
84,2012-03-25,0.1155888888888889,-0.03668589018183559
85,2012-03-26,0.2087241206030151,0.06011793055047418
86,2012-03-27,0.13665,-0.017967983107588348
87,2012-03-28,0.2504141414141415,0.09759295661731196
88,2012-03-29,0.17766060606060607,0.015080125602045358
89,2012-03-30,0.15374371859296482,-0.010344774425800424
90,2012-03-31,0.14977989949748743,-0.013274116078697773
91,2012-04-01,0.17940051020408165,0.01767390623576623
92,2012-04-02,0.2153555,0.051861505408107966
93,2012-04-03,0.19601909547738694,0.027338950344684115
94,2012-04-04,0.2119221105527638,0.040508070385592565
95,2012-04-05,0.2532877551020408,0.07782290789631033
96,2012-04-06,0.11233181818181817,-0.07091531981354335
97,2012-04-07,-0.006429999999999998,-0.18258560601400717
98,2012-04-08,0.2088452261306533,0.050948180718046826
99,2012-04-09,-0.013075634517766497,-0.17606749800217764
100,2012-04-10,0.08011708542713568,-0.0652680282570577
101,2012-04-11,0.16378585858585856,0.024927547727370963
