,date,VADER,PE_Vader
0,2013-01-01,0.43238000000000004,0.0
1,2013-01-02,0.2956416666666667,-0.13673833333333335
2,2013-01-03,0.2062833333333333,-0.21242283333333342
3,2013-01-04,0.028561111111111107,-0.3689027722222223
4,2013-01-05,0.08503055555555555,-0.2755430505555556
5,2013-01-06,0.13153065326633168,-0.20148864778922393
6,2013-01-07,0.1535015384615385,-0.1593688978150947
7,2013-01-08,0.11819652173913044,-0.1787370247559933
8,2013-01-09,0.06342588235294117,-0.21563396166658322
9,2013-01-10,0.11698714285714289,-0.14050930499572317
10,2013-01-11,0.05294418604651163,-0.19050133130678212
11,2013-01-12,0.011430000000000001,-0.21296538422261554
12,2013-01-13,0.10040365853658537,-0.10269518726376861
13,2013-01-14,0.1477511627906977,-0.04507816428327943
14,2013-01-15,0.18084814814814815,-0.007473362497501024
15,2013-01-16,0.160778391959799,-0.026795782436100063
16,2013-01-17,0.19754171779141105,0.012647121639121989
17,2013-01-18,0.1508337837837838,-0.03532552453241747
18,2013-01-19,0.030780402010050258,-0.15184635385290926
19,2013-01-20,0.24242653061224492,0.07498441013457632
20,2013-01-21,0.016260317460317465,-0.15868024403080877
21,2013-01-22,0.08296820809248555,-0.07610432899555981
22,2013-01-23,0.2734696969696969,0.12200759278120754
23,2013-01-24,0.05965599999999999,-0.10400686346661014
24,2013-01-25,0.09863987341772154,-0.054622303702227565
25,2013-01-26,0.20187950000000002,0.054079553250273665
26,2013-01-27,-0.04843,-0.2016379020747537
27,2013-01-28,-0.012024,-0.14506811186727833
28,2013-01-29,0.12087709923664124,0.002339798556090747
29,2013-01-30,0.04780255102040816,-0.07096872951575141
30,2013-01-31,0.1621934673366834,0.050519059752098985
31,2013-02-01,0.06598944723618091,-0.050736866323613405
32,2013-02-02,-0.03410301507537688,-0.14575564200280985
33,2013-02-03,0.32301,0.22593293727284802
34,2013-02-04,0.17028977272727272,0.05061941627283592
35,2013-02-05,0.07942901554404146,-0.04530328253767893
36,2013-02-06,0.2772452261306532,0.15704325630270072
37,2013-02-07,0.14800909090909092,0.01210279545086837
38,2013-02-08,0.20490909090909093,0.06779251590578153
39,2013-02-09,0.30060450000000005,0.1567086734061125
40,2013-02-10,0.11556224489795917,-0.04400444903653962
41,2013-02-11,0.20140149999999998,0.04623525096915515
42,2013-02-12,0.08583437499999999,-0.07395539912776036
43,2013-02-13,0.033771356783919605,-0.11862287743106473
44,2013-02-14,0.220717,0.08018505352812214
45,2013-02-15,0.1053456953642384,-0.04320475646045166
46,2013-02-16,0.23293737373737375,0.08870739755872883
47,2013-02-17,0.10726464646464645,-0.04583606946987134
48,2013-02-18,-0.010431658291457285,-0.15894876727898793
49,2013-02-19,-0.011195121951219503,-0.14381735421085134
50,2013-02-20,0.16138823529411767,0.04314773845557095
51,2013-02-21,0.1835217948717949,0.06096652418769109
52,2013-02-22,0.27262626262626266,0.14397433952338975
53,2013-02-23,-0.066311,-0.2093603570552119
54,2013-02-24,0.038088,-0.0840253213496907
55,2013-02-25,-0.0883642487046632,-0.2020750379193848
56,2013-02-26,0.15919117647058825,0.06568789104780512
57,2013-02-27,0.06028059701492538,-0.039791477512638264
58,2013-02-28,0.1815354430379747,0.08544251626167489
59,2013-03-01,-0.008527000000000005,-0.11316417840246731
60,2013-03-02,-0.038269,-0.13158976056222058
61,2013-03-03,0.03854545454545455,-0.04161632996054397
62,2013-03-04,0.17012038834951454,0.09412023683957041
63,2013-03-05,0.1001365,0.014724324806098824
64,2013-03-06,0.04645200000000001,-0.040432607674511054
65,2013-03-07,0.1068125,0.023971153092940053
66,2013-03-08,0.302789898989899,0.21755143677354505
67,2013-03-09,-0.194340306122449,-0.30133391201615745
68,2013-03-10,0.14447035175879397,0.06761013706670126
69,2013-03-11,0.3086075376884422,0.22498630928967933
70,2013-03-12,0.23233243243243243,0.12621257310470166
71,2013-03-13,0.03290710659898477,-0.08583401003921617
72,2013-03-14,0.2512208121827411,0.14106309654846177
73,2013-03-15,-0.014142473118279559,-0.13840649840740507
74,2013-03-16,0.029089447236180906,-0.08133392821220409
75,2013-03-17,-0.017432,-0.11972198262716457
76,2013-03-18,0.168916,0.0785982156355519
77,2013-03-19,-0.0020795000000000032,-0.1002571059280033
78,2013-03-20,0.012845918367346942,-0.07530597696785603
79,2013-03-21,0.18790252525252527,0.1072812276141079
80,2013-03-22,0.21841065989847713,0.12706123949864898
81,2013-03-23,0.03709723756906077,-0.06695830678063228
82,2013-03-24,0.01382713567839196,-0.08353257799323786
83,2013-03-25,0.08326352201257861,-0.00574293385972742
84,2013-03-26,0.03955,-0.048882162486333286
85,2013-03-27,0.04412807017543859,-0.03941587606226137
86,2013-03-28,0.09383333333333335,0.014230974701859522
87,2013-03-29,0.07660078125,-0.004424674851659788
88,2013-03-30,0.032517,-0.04806598861649381
89,2013-03-31,-0.008489500000000004,-0.08426588975484442
90,2013-04-01,0.03898894472361809,-0.028360856055741894
91,2013-04-02,0.017693467336683418,-0.04682024783710237
92,2013-04-03,0.1135075,0.05367580960992444
93,2013-04-04,0.09131842105263158,0.02611914970156358
94,2013-04-05,0.0243635,-0.04344768632122435
95,2013-04-06,0.08818229166666668,0.024715873977564765
96,2013-04-07,0.010014,-0.05592400508685839
97,2013-04-08,0.2328110552763819,0.17246545069820934
98,2013-04-09,0.2068964285714286,0.1293042789234351
99,2013-04-10,-0.000459499999999986,-0.09098207754033699
100,2013-04-11,-0.015281499999999996,-0.0967058697863033
101,2013-04-12,0.14911590909090908,0.0773621262832361
